Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"pdsch-ProcessingType2Indicates whether the UE supports PDSCH processing capability 2. The UE supports it only if all serving cells are self-scheduled and if all serving cells in one band on which the network configured processingType2 use the same subcarrier spacing. This capability signalling comprises the following parameters for each sub-carrier spacing supported by the UE.-fallback indicates whether the UE supports PDSCH processing capability 2 when the number of configured carriers is larger than numberOfCarriers for a reported value of differentTB-PerSlot. If fallback = 'sc', UE supports capability 2 processing time on lowest cell index among the configured carriers in the band where the value is reported, if fallback = 'cap1-only', UE supports only capability 1, in the band where the value is reported;-differentTB-PerSlot indicates whether the UE supports processing type 2 for 1, 2, 4 and/or 7 unicast PDSCHs for different transport blocks per slot per CC; and if so, it indicates up to which number of CA serving cells the UE supports that number of unicast PDSCHs for different TBs. The UE shall include at least one of numberOfCarriers for 1, 2, 4 or 7 transport blocks per slot in this field if pdsch-ProcessingType2 is indicated.",FS,No,N/A,FR1 only
"pdsch-ProcessingType2-LimitedIndicates whether the UE supports PDSCH processing capability 2 with scheduling limitation for SCS 30kHz. This capability signalling comprises the following parameter.-differentTB-PerSlot-SCS-30kHz indicates the number of different TBs per slot.The UE supports this limited processing capability 2 only if:1)One carrier is configured in the band, independent of the number of carriers configured in the other bands;2)The maximum bandwidth of PDSCH is 136 PRBs;3)N1 based on Table 5.3-2 of TS 38.214 [12] for SCS 30 kHz.",FS,No,N/A,FR1 only
pdsch-ReceptionSchemeA-r18Indicates whether the UE supports reception of PDSCH without the scheduling restriction for Rel-18 eType1 DMRS ports for PDSCH with fdmSchemeA.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18 or pdsch-TypeB-DMRS-r18.,FS,No,N/A,N/A
pdsch-ReceptionSchemeB-r18Indicates whether the UE supports reception of PDSCH without the scheduling restriction for Rel-18 eType1 DMRS ports for PDSCH with fdmSchemeB.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18 or pdsch-TypeB-DMRS-r18.,FS,No,N/A,N/A
"pdsch-ReceptionWithoutSchedulingRestriction-r18Indicates whether the UE supports reception of PDSCH without the scheduling restriction for eType1 DMRS ports.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.NOTE:If this feature is not supported, UE expects that gNB shall apply at least the following scheduling restriction for PDSCH for FD-OCC 4 in eType 1 DMRS:1) The number of consecutively scheduled PRBs for PDSCH is even;2) The number of PRBs offset of scheduled PDSCH from point A (common resource block 0) is even.",FS,No,N/A,N/A
"pdsch-SeparationWithGapIndicates whether the UE supports separation of two unicast PDSCHs with a gap, applicable to Sub-carrier spacings of 30 kHz and 60 kHz only. For any two consecutive slots n and n+1, if there are more than 1 unicast PDSCH in either slot, the minimum time separation between starting time of any two unicast PDSCHs within the duration of these slots is 4 OFDM symbols for 30kHz and 7 OFDM symbols for 60kHz.",FS,No,N/A,N/A
"pdsch-TypeA-DMRS-r18Indicates whether the UE supports basic feature of Rel-18 enhanced DMRS ports for PDSCH for scheduling of mapping type A, including 1 symbol FL DMRS without additional symbol(s) and 1 symbol FL DMRS and 1 additional DMRS symbol.",FS,No,N/A,N/A
"pdsch-TypeB-DMRS-r18Indicates whether the UE supports basic feature of Rel-18 enhanced DMRS ports for PDSCH for scheduling of mapping type B, including 1 symbol FL DMRS without additional symbol(s) and 1 symbol FL DMRS and 1 additional DMRS symbol.",FS,No,N/A,N/A
prs-AsSpatialRelationRS-For-SRS-r17Indicates whether the UE supports PRS as spatial relation RS for SRS.A UE supporting this feature shall also indicate support of rtt-BasedPDC-PRS-r17.,FS,No,N/A,FR2 only
rtt-BasedPDC-CSI-RS-ForTracking-r17Indicates whether the UE supports RTT-based propagation delay compensation for time synchronization of the Uu interface based on CSI-RS for tracking and SRS.A UE supporting this feature shall also indicate support of csi-RS-ForTracking and supportedSRS-Resources.,FS,No,N/A,N/A
"rtt-BasedPDC-PRS-r17Indicates whether the UE supports RTT-based Propagation delay compensation for time synchronization of the Uu interface based on DL PRS and SRS. The capability signalling comprises the following parameters:-maxNumberPRS-Resource-r17 indicates the maximum number of DL PRS Resources in DL PRS Resource Set for PDC, with value n16, n32, and n64 only applicable to FR2 bands.-maxNumberPRS-ResourceProcessedPerSlot-r17 indicates the maximum number of DL PRS resources that UE can process in a slot.A UE supporting this feature shall also indicate support of supportedSRS-Resources.",FS,No,N/A,N/A
"scalingFactorIndicates the scaling factor to be applied to the serving cell in the max data rate calculation when mcs-Table-r17 and mcs-TableDCI-1-2-r17 are not configured for the serving cell as defined in 4.1.2. Value f0p4 indicates the scaling factor 0.4, f0p75 indicates 0.75, and so on. If absent, the scaling factor 1 is applied to the band in the max data rate calculation.",FS,No,N/A,N/A
"scalingFactor-1024QAM-FR1-r17Indicates the scaling factor to be applied to the serving cell in the max data rate calculation when mcs-Table-r17 or mcs-TableDCI-1-2-r17 is configured for the serving cell as defined in 4.1.2 when support of 1024-QAM for PDSCH is signalled for the band. Value f0p4 indicates the scaling factor 0.4, f0p75 indicates 0.75, and so on. If absent, the scaling factor 1 is applied to the band in the max data rate calculation.UE indicating support of this feature shall also indicate support of pdsch-1024QAM-FR1-r17 or pdsch-1024QAM-2MIMO-FR1-r17 to the band.",FS,No,N/A,FR1 only
scellWithoutSSBDefines whether the UE supports configuration of SCell that does not transmit SS/PBCH block for intra-band CA. This is conditionally mandatory with capability signalling for intra-band CA.,FS,CY,N/A,N/A
"scellWithoutSSB-InterBandCA-r18Indicates whether the UE supports SCell without SS/PBCH block for inter-band CA.For each band within the band combination, UE indicates if it supports the inter-band SSB-less SCell operation with supportOfSingleGroup or supportOfMultipleGroups:-For supportOfSingleGroup, the band indicated as 'referenceBand' can be configured as the reference band for all other band(s) indicated as 'scellWithoutSSB'. The band indicated as 'both' can be configured as either a reference band or an SSB-less band. If the UE indicates ""both"" for any band, the UE shall not indicate 'referenceBand' or 'scellWithoutSSB' in any other band in the band combination.-For supportOfMultipleGroups, the band indicated as 'referenceBand1' can be configured as the reference band for all other band(s) indicated as 'scellWithoutSSB1', and the band indicated as 'referenceBand2' can be configured as the reference band for all other band(s) indicated as 'scellWithoutSSB2'.If the field scellWithoutSSB-InterBandCA-r18 is absent for a band, this band is not involved in the inter-band SSB-less SCell operation.If the inter-band SSB-less SCell operation is supported between two bands, it is understood that there is no direction between the two bands, which means that the network can configure either band as the reference band and the other band as the SSB-less band.",FS,No,N/A,FR1 only
searchSpaceSharingCA-DLDefines whether the UE supports DL PDCCH search space sharing for carrier aggregation operation.,FS,No,N/A,N/A
sfn-SchemeA-r17Indicates whether the UE supports SFN scheme A for PDCCH scheduling SFN Scheme A PDSCH.,FS,No,N/A,N/A
sfn-SchemeA-DynamicSwitching-r17Indicates whether the UE supports dynamic switching between single-TRP and PDSCH SFN scheme A by TCI state field in DCI formats 1_1 and 1_2. The UE supporting this feature shall indicate sfn-SchemeA-r17 or sfn-SchemeA-PDSCH-only-r17.,FS,No,N/A,N/A
sfn-SchemeA-PDCCH-only-r17Indicates whether the UE supports SFN scheme A for PDCCH scheduling single TRP for PDSCH.,FS,No,N/A,N/A
sfn-SchemeA-PDSCH-only-r17Indicates whether the UE supports SFN scheme A for PDSCH scheduled by single TRP PDCCH.,FS,No,N/A,N/A
sfn-SchemeB-r17Indicates whether the UE supports SFN scheme B for PDCCH scheduling SFN Scheme B PDSCH.,FS,No,N/A,N/A
sfn-SchemeB-DynamicSwitching-r17Indicates whether the UE supports dynamic switching between single-TRP and PDSCH SFN scheme B by TCI state field in DCI formats 1_1 and 1_2.The UE supporting this feature shall indicate sfn-schemeB-r17 or sfn-schemeB-PDSCH-only-r17.,FS,No,N/A,N/A
sfn-SchemeB-PDSCH-only-r17Indicates whether the UE supports SFN scheme B for PDSCH scheduled by single TRP PDCCH.,FS,No,N/A,N/A
"simulDMRS-PDSCH-r18Indicates whether the UE supports Rel-18 DMRS and PDSCH processing capability 2 simultaneously. Additional processing relaxation d3 independently for each SCS in unit of symbols is reported.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18, pdsch-TypeB-DMRS-r18, pdsch-ProcessingType2 and pdsch-ProcessingType2-Limited.NOTE:PDSCH processing additional processing relaxation d3 follows pdsch-ProcessingType2 for UE PDSCH processing capability #2, pdsch-ProcessingType2-Limited, pdsch-ProcessingType2 up to 2/4/7 unicast PDSCHs per slot per CC for different TBs for UE processing time capability #2.",FS,No,N/A,N/A
singleDCI-SDM-scheme-r16Indicates whether the UE supports single DCI based spatial division multiplexing scheme.,FS,No,N/A,N/A
"sps-Multicast-r17Indicates whether the UE supports SPS group-common PDSCH for multicast on PCell, comprised of the following functional components:-Supports one SPS group-common PDSCH configuration for multicast;-Supports {2, 4, 8} times semi-static slot-level repetition for SPS group-common PDSCH;-Supports group-common PDCCH/PDSCH with CRC scrambled by G-CS-RNTI(s) for multicast;-Supports DCI format 4_1 with CRC scrambled with G-CS-RNTI for multicast;-Supports ACK/NACK-based HARQ-ACK feedback for SPS release associated with G-CS-RNTI.A UE supporting this feature shall also indicate support of dynamicMulticastPCell-r17.NOTE:One G-CS-RNTI per UE is supported for multicast reception.",FS,No,N/A,N/A
"srs-AntennaSwitching2SP-1Periodic-r17Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for antenna switching.The UE indicating support of this shall indicate support of supportedSRS-Resources.NOTE:-Applies for all supported xTyR where y<=8.-For xTyR where y>4, if UE does not support this feature, UE supports maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS.-For xTyR where y<=4, if UE does not support this feature, UE follows Rel-15 on the number of resource sets for periodic and semi-persistent SRS.The two SP-SRS resource sets are not activated at the same time. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,N/A
"srs-AntennaSwitching3T3R2SP-1Periodic-r19Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for 3T3R antenna switching.If UE does not support this feature, the UE only supports maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS for 3T3R.A UE supporting this feature shall also indicate support of srs-AntennaSwitching3T3R-r19.NOTE :The two SP-SRS resource sets are not activated at the same time. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,N/A
"srs-AntennaSwitching3T6R2SP-1Periodic-r19Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for 3T6R antenna switching.If UE does not support this feature, the UE only supports maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS for 3T6R.A UE supporting this feature shall also indicate support of srs-AntennaSwitching3T6R-r19.NOTE :The two SP-SRS resource sets are not activated at the same time. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,N/A
"srs-AntennaSwitching8T8R2SP-1Periodic-r18Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for 8T8R antenna switching.A UE supporting this feature shall also indicate support of srs-AntennaSwitching8T8R-r18.NOTE 1:If UE does not support this feature, support maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS.NOTE 2:The two SP-SRS resource sets are not activated at the same time. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,N/A
srs-ExtensionAperiodicSRS-r17Indicates whether the UE supports 4 aperiodic SRS resource sets for 1T4R and 2 aperiodic resource sets for 1T2R/2T4R.The UE indicating support of this shall indicate support of srs-TxSwitch and supportedSRS-Resources. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.,FS,No,N/A,N/A
srs-OneAP-SRS-r17Indicates whether the UE supports 1 aperiodic SRS resource sets for 1T4R.The UE indicating support of this feature shall also indicate the support of srs-StartAnyOFDM-Symbol-r16 and srs-TxSwitch. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.,FS,No,N/A,N/A
"srs-PortGrouping-r19Indicates whether the UE supports SRS port grouping.A UE supporting this feature shall also indicate the support of srs-AntennaSwitchingBeyond4RX-r17.NOTE:If a UE supports this feature, the UE supports the corresponding antenna switching configurations and port groupings.",FS,No,N/A,N/A
"supportedSRS-ResourcesDefines support of SRS resources for SRS carrier switching for a band without associated FeatureSetuplink. The capability signalling comprising indication of:-maxNumberAperiodicSRS-PerBWP indicates supported maximum number of aperiodic SRS resources that can be configured for the UE per each BWP-maxNumberAperiodicSRS-PerBWP-PerSlot indicates supported maximum number of aperiodic SRS resources per slot in the BWP-maxNumberPeriodicSRS-PerBWP indicates supported maximum number of periodic SRS resources per BWP-maxNumberPeriodicSRS-PerBWP-PerSlot indicates supported maximum number of periodic SRS resources per slot in the BWP-maxNumberSemiPersistentSRS-PerBWP indicate supported maximum number of semi-persistent SRS resources that can be configured for the UE per each BWP-maxNumberSemiPersistentSRS-PerBWP-PerSlot indicates supported maximum number of semi-persistent SRS resources per slot in the BWP-maxNumberSRS-Ports-PerResource indicates supported maximum number of SRS antenna port per each SRS resourceIf the UE indicates the support of srs-CarrierSwitch for this band and this field is absent, the UE supports one periodic, one aperiodic, no semi-persistent SRS resources per BWP per slot and one SRS antenna port per SRS resource.",FS,FD,N/A,N/A
"timeDurationForQCL, timeDurationForQCL-v1710Defines minimum number of OFDM symbols required by the UE to perform PDCCH reception and applying spatial QCL information received in DCI for PDSCH processing as described in TS 38.214 [12] clause 5.1.5. The number of OFDM symbols is measured from the end of the last symbol of the PDCCH reception to the start of the first symbol of the PDSCH reception. UE shall indicate one value of the minimum number of OFDM symbols per each subcarrier spacing of 60kHz, 120kHz, 480kHz and 960kHz.",FS,Yes,N/A,FR2 only
twoFL-DMRS-TwoAdditionalDMRS-DLDefines whether the UE supports DM-RS pattern for DL transmission with 2 symbols front-loaded DM-RS with one additional 2 symbols DM-RS.,FS,No,N/A,N/A
twoTA-InterCellBM-r19Indicates whether the UE supports two TAs without the restriction of multi-DCI based multi-TRP operation for inter-cell beam management.The UE supporting this feature shall also indicate the support of unifiedJointTCI-InterCell-r17.,FS,No,N/A,N/A
twoTA-IntraCellBM-r19Indicates whether the UE supports two TAs without the restriction of multi-DCI based multi-TRP operation for intra-cell beam management.The UE supporting this feature shall also indicate the support of unifiedJointTCI-r17.,FS,No,N/A,N/A
twoTA-IntraCellMultiTRP-r19Indicates whether the UE supports two TAs without the restriction of multi-DCI based multi-TRP operation for sDCI based intra-cell multi-TRP operation.A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18.,FS,No,N/A,N/A
twoTA-RxTimeDiff-r19Indicates whether the UE supports the RX timing difference between the two DL reference timings is larger than CP length for two TAs without restriction of multi-DCI based multi-TRP.A UE supporting this feature shall also indicate support of twoTA-IntraCellBM-r19 or twoTA-InterCellBM-r19.,FS,No,N/A,N/A
"type1-3-CSSDefines whether the UE is able to receive PDCCH in FR2 in a Type1-PDCCH common search space configured by dedicated RRC signalling, in a Type3-PDCCH common search space or a UE-specific search space if those are associated with a CORESET with a duration of 3 symbols.",FS,Yes,N/A,FR2 only
ue-SpecificUL-DL-AssignmentIndicates whether the UE supports dynamic determination of UL and DL link direction and slot format based on Layer 1 scheduling DCI and higher layer configured parameter TDD-UL-DL-ConfigDedicated as specified in TS 38.213 [11].This capability is not applicable to NCR-MT.,FS,No,N/A,N/A
"zeroSlotOffsetAperiodicSRSIndicates whether the UE supports 0 slot offset between aperiodic SRS triggering and transmission, for SRS for CB PUSCH and antenna switching on FR1.The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,N/A
