Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"codebookParametersfetype2DopplerCSI-r18Indicates the UE support of additional codebooks and the corresponding parameters supported by the UE of Further Enhanced Type II Codebook (FeType-II) based on doppler CSI as specified in TS 38.214 [12].The basic features of FeType-II doppler codebook are included in feType2Doppler-r18. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceList-r18 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsList. The following parameters are included in codebookVariantsList:-maxNumberTxPortsPerResource indicates the maximum number of Tx ports in a resource of a band;-maxNumberResourcesPerBand indicates the maximum number of resources across all CCs in a band, simultaneously;-totalNumberTxPortsPerBand indicates the total number of Tx ports across all CCs in a band, simultaneously.-valueY-A-CSI-RS-r18 indicates value of Y for CPU occupation (OCPU = Y*K), when A-CSI-RS is configured for CMR.-scalingfactor-r18 indicates scaling factor for active resource counting Kp.The UE indicating feType2Doppler-r18 shall support X=1 CQI based on the first/earliest slot of the CSI reporting window and the first/earliest predicted PMI, support FeType-II regular codebook refinement for predicted PMI with PMI subband R=1, support parameter combinations with M=1, support rank = 1,2, and support vectorLengthDD-r18 =1. A UE indicating this feature shall also indicate the support of csi-ReportFramework.The UE indicating support of feType2Doppler-r18 shall also indicate support of eType2Doppler-r18, and csi-ReportFramework.NOTE 1:OCPU = 4 when P/SP-CSI-RS is configured for CMR.NOTE 2:When K=12, OCPU =8.The UE optionally includes maxNumberAperiodicCSI-RS-Resource-r18 to indicate the maximum number of aperiodic CSI-RS resources that can be configured in the same CSI report setting for FeType-II doppler measurement.The UE optionally includes feType2DopplerM2R1-r18 to indicate whether the UE supports M=2 and R=1 for FeType-II doppler codebook. This capability signalling comprises the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsList.The UE optionally includes feType2DopplerR2-r18 to indicate whether the UE supports R=2 for FeType-II doppler codebook. This capability signalling comprises the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsList.The UE optionally includes feType2DopplerL-N4D1-r18 to indicate whether the UE supports l = (n – nCSI,ref ) for CSI reference slot for FeType-II doppler codebook.The UE optionally includes feType2DopplerR3R4-r18 to indicate whether the UE supports rank equals 3 and 4 for FeType-II doppler codebook.For codebookVariantsList-r16 related to the feType-II:-The minimum of maxNumberTxPortsPerResource is 'p4';-The minimum of maxNumberResourcesPerBand is 2, except for eType2DopplerR2-r18;-The minimum value of totalNumberTxPortsPerBand is 4.",Band,No,N/A,N/A
"codebookParametersfeType2Ext-r19Indicates whether the UE supports extended feType-II codebook.The basic feature of extended feType-II codebook for 64 Tx ports by aggregating multiple NZP CSI-RS resources within 1 slot are included in feType2-64PortExt-r19. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.The UE indicating feType2-64PortExt-r19 shall also support parameter combination with M=1, support rank 1-2 and support R=1.A UE supporting this feature shall also indicate support of fetype2basic-r17.The UE optionally includes feType2-48PortExt-r19 to indicate whether the UE supports extended feType-II codebook for 48 Tx ports by aggregating multiple NZP CSI-RS resources within 1 slot. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.The UE optionally includes feType2-M2R1Ext-r19 to indicate whether the UE supports parameter combinations with M=2 and R=1 for extended FeType-II port selection codebook for up to 64 ports. This capability indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListAggregate-r19. The following parameters are included in codebookVariantsListAggregate-r19:-maxNumberTxPortsPerAggregatedResource-r19 indicates the maximum number of Tx ports in a resource of across all CCs a band.-maxNumberAggregatedResources-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPorts-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.The UE optionally includes feType2-M2R2Ext-r19 to indicate whether the UE supports parameter combinations with M=2 and R=2 for extended FeType-II port selection codebook for up to 64 ports. This capability indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListAggregate-r19. The following parameters are included in codebookVariantsListAggregate-r19:-maxNumberTxPortsPerAggregatedResource-r19 indicates the maximum number of Tx ports in a resource of across all CCs a band.-maxNumberAggregatedResources-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPorts-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.The UE optionally includes feType2-R3R4Ext-r19 to indicate whether the UE supports rank 3, 4 for extended FeType-II port selection codebook for up to 64ports.For codebookVariantsListAggregate-r19 related to the feType2-M2R1Ext-r19 and feType2-M2R2Ext-r19:-The maximum of maxNumberTxPortsPerAggregatedResource-r19 is 'p64';-The minimum value of totalNumberTxPorts-r19 is '64'.",Band,No,N/A,N/A
"codebookParametersHARQ-ACK-PUSCH-r18Indicates whether the UE supports Multiplexing HARQ-ACK codebook in a PUSCH for PDSCH scheduled after UL grant.This capability signalling comprises the following parameters:-multiplexingType1-r18 indicates whether the UE supports multiplexing Type-1 HARQ-ACK codebook on a repetition of a PUSCH transmission other than a first repetition, where ACK/NACK is generated for the HARQ-ACK codebook including HARQ-ACK information associated with PDSCH reception(s) scheduled after the UL grant scheduling the PUSCH transmission. A UE supporting this feature shall also indicate support of semiStaticHARQ-ACK-Codebook.-multiplexingType2-r18 indicates whether the UE supports multiplexing Type-2 HARQ-ACK codebook on a repetition of a PUSCH transmission other than a first repetition, where ACK/NACK is generated for the HARQ-ACK codebook including HARQ-ACK information associated with PDSCH reception(s) scheduled after the UL grant scheduling the PUSCH transmission. A UE supporting this feature shall also indicate support of dynamicHARQ-ACK-Codebook.-multiplexingType3-r18 indicates whether the UE supports multiplexing Type-3 HARQ-ACK codebook on a repetition of a PUSCH transmission other than a first repetition, where ACK/NACK is generated for the HARQ-ACK codebook including HARQ-ACK information associated with PDSCH reception(s) scheduled after the UL grant scheduling the PUSCH transmission. A UE supporting this feature shall also indicate support of oneShotHARQ-feedback-r16.A UE shall also indicate support of one of pusch-RepetitionMultiSlots and pusch-RepetitionTypeB-r16.UE does not expect to determine a different codebook size in a PUCCH slot from the codebook size determined based on HARQ-ACK information associated with PDSCH reception(s) scheduled before a UL grant that schedules a PUSCH in a slot overlapping with the PUCCH slot unless the UE indicates support of diffCB-Size-PDSCH-r18.UE does not expect to determine a different PUCCH time domain resource in a slot from the PUCCH time domain resource determined based on HARQ-ACK information associated with PDSCH reception(s) scheduled before a UL grant that schedules a PUSCH in that slot unless the UE indicates support of pucch-DiffResource-PDSCH-r18.The UE optionally includes pucch-DiffResource-PDSCH-r18 to indicate whether the UE supports determining a different PUCCH resource in a slot from the PUCCH resource indicated by the last DCI format before a UL grant in the slot, to include HARQ-ACK information associated with PDSCH reception(s) scheduled after the UL grant scheduling a PUSCH transmission with repetitions and the HARQ-ACK information are multiplexed on a repetition of the PUSCH transmission other than a first repetition in the same slot. A UE supporting pucch-DiffResource-PDSCH-r18 shall also indicate support of one of multiplexingType1-r18, multiplexingType2-r18 and multiplexingType3-r18.The UE optionally includes diffCB-Size-PDSCH-r18 to indicate whether the UE supports determining different codebook size in a PUCCH slot from the size determined based on HARQ-ACK information associated with PDSCH reception(s) scheduled before a UL grant, to include HARQ-ACK information associated with PDSCH reception(s) scheduled after the UL grant scheduling a PUSCH transmission with repetitions and the HARQ-ACK information are multiplexed on a repetition of the PUSCH transmission other than a first repetition in the same slot. A UE supporting diffCB-Size-PDSCH-r18 shall also indicate support of one of multiplexingType1-r18, multiplexingType2-r18 and multiplexingType3-r18.",Band,No,N/A,N/A
"codebookParametersHybridBF-eType2-r19Indicates whether the UE supports hybrid BF (CRI-based) with eType-II codebook. This capability signalling comprises the following parameters:-maxNumberCRI-Report-r19 indicates the maximal supported number of CRI report M;-supportedCSI-RS-ResourceHybridList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListHybrid-r19. The following parameters are included in codebookVariantsListHybrid-r19:-maxNumberTxPortsPerResource-r19 indicates the maximum number of Tx ports in one resource across all CCs in a band, simultaneously;-maxNumberResources-r19 indicates the maximum number of resources across all CCs in a band, simultaneously;-totalNumberTxPorts-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxValueKs-r19 indicates the maximum value of Ks.A UE supporting this feature shall also indicate the support of etype2R1-r16.",Band,No,N/A,N/A
"codebookParametersHybridBF-Type1SP-r19Indicates whether the UE supports hybrid BF (CRI-based) with Rel-15 Type-I SP codebook.This capability signalling comprises the following parameters:-maxNumberCRI-Report-r19 indicates the maximal supported number of CRI report M;-supportedCSI-RS-ResourceHybridList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListHybrid-r19. The following parameters are included in codebookVariantsListHybrid-r19:-maxNumberTxPortsPerResource-r19 indicates the maximum number of Tx ports in one resource across all CCs in a band, simultaneously;-maxNumberResources-r19 indicates the maximum number of resources across all CCs in a band, simultaneously;-totalNumberTxPorts-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxValueKs-r19 indicates the maximum value of Ks.A UE supporting this feature shall also indicate the support of Type-I single panel codebook.",Band,No,N/A,N/A
"codebookParametersType1MP-r19Indicates whether the UE supports enhanced Type-I MP codebook within 1 slot.The basic features of enhanced Type-I MP codebook for 64 ports within 1 slot are included in enhType1MP64Ports-r19. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxPanel-r19 indicates the supported maximum number of panels.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.A UE supporting this feature shall also indicate support of csi-ReportFramework.The UE optionally includes enhType1MP48Ports-r19 to indicate whether the UE supports enhanced Type-I MP codebook for 48 ports within 1 slot. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxPanel-r19 indicates the supported maximum number of panels.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.The UE optionally includes enhType1MP128Ports-r19 to indicate whether the UE supports enhanced Type-I MP codebook for 128 ports within 1 slot and 4 CSI-RS resources in a resource set. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.",Band,No,N/A,N/A
"codebookParametersType1SP-SchemeA-r19Indicates whether the UE supports enhanced Type-I SP codebook for Scheme-A by aggregating multiple NZP CSI-RS resources within one slot.The basic feature of enhanced Type-I SP codebook for 64 ports Scheme-A are included in enhType1SP64PortsSchemeA-r19. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.A UE supporting this feature shall also indicate support of csi-ReportFramework.The UE optionally includes enhType1SP48PortsSchemeA-r19 to indicate whether the UE supports enhanced Type-I SP codebook for Scheme-A with 48 Tx ports by aggregating multiple NZP CSI-RS resources within one slot. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.The UE optionally includes enhType1SP128PortsSchemeA-r19 to indicate whether the UE supports enhanced Type-I SP codebook for Scheme-A with 128 Tx ports by aggregating multiple NZP CSI-RS resources within one slot and 4 CSI-RS resources in a resource set. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.",Band,No,N/A,N/A
"codebookParametersType1SP-SchemeB-r19Indicates whether the UE supports enhanced Type-I SP codebook for Scheme-B by aggregating multiple NZP CSI-RS resources within one slot.The basic features of enhanced Type-I SP codebook for 64 ports Scheme-B are included in enhType1SP64PortsSchemeB-r19. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.A UE supporting this feature shall also indicate support of csi-ReportFramework.The UE optionally includes enhType1SP48PortsSchemeB-r19 to indicate whether the UE supports enhanced Type-I SP codebook for Scheme-B with 48 Tx ports by aggregating multiple NZP CSI-RS resources within one slot. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-maxNumberResource-r19 indicates the maximum number of CSI-RS resource in a resource set.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.The UE optionally includes enhType1SP128PortsSchemeB-r19 to indicate whether the UE supports enhanced Type-I SP codebook for Scheme-B with 128 Tx ports by aggregating multiple NZP CSI-RS resources within one slot and 4 CSI-RS resources in a resource set. This capability signalling comprises the following parameters:-supportedCSI-RS-ResourceExtList-r19 indicates the list of supported CSI-RS resources across all CCs in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources across all CCs in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across all CCs in a band, simultaneously.-maxRank-r19 indicates the supported maximum rank.-processingCapability-r19 indicates the supported processing capability. Value cap1 indicates the processing capability reuses Z/Z’ values and OCPU = ceil(P/32). Value cap2 indicates the processing capability scales the timeline Z/Z’ by ceil(P/32) where P is the total number of ports across all the K aggregated CSI-RS resources and OCPU = 1. 'cap1' is a higher capability than 'cap2'.-supportedCSI-RS-ResourceListPerCC-r19 indicates the list of supported CSI-RS resources per CC simultaneously in a band by referring to codebookVariantsListExt-r19. The following parameters are included in codebookVariantsListExt-r19:-maxNumberResourcesPerBand-r19 indicates the maximum number of resources per CC in a band, simultaneously.-totalNumberTxPortsPerBand-r19 indicates the total number of Tx ports across per CC in a band, simultaneously.",Band,No,N/A,N/A
commonTCI-MultiDCI-r18Indicates whether the UE supports common multi-CC TCI state ID update and activation for multi-DCI based multi-TRP. The UE also indicates the maximum number of CC list(s).A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18.,Band,No,N/A,N/A
commonTCI-SingleDCI-r18Indicates whether the UE supports common multi-CC TCI state ID update and activation for single-DCI based multi-TRP. The UE also indicates the maximum number of CC list(s).A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18.,Band,No,N/A,N/A
"condHandover-r16Indicates whether the UE supports conditional handover including execution condition, candidate cell configuration and maximum 8 candidate cells. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.",Band,No,N/A,N/A
"condHandoverFailure-r16Indicates whether the UE supports conditional handover during re-establishment procedure when the selected cell is configured as candidate cell for condition handover. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively. The inter-band conditional handover during re-establishment procedure is supported only if the UE sets the capability value for the PCell band of the selected cell.",Band,No,N/A,N/A
"condHandoverTwoTriggerEvents-r16Indicates whether the UE supports 2 trigger events for same execution condition. This feature is mandatory supported if the UE supports condHandover-r16. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively. The 2 trigger events for the same execution condition are supported only if the UE sets the capability value for the band of the PCell and frequency to be measured.",Band,CY,N/A,N/A
"condHandoverWithCandSCG-change-r18Indicates whether the UE supports conditional handover with candidate SCG, where conditional NR PSCell change is supported for FDD-FR1 bands, TDD-FR1 bands, TDD-FR2-1 bands and TDD-FR2-2 bands.The UE indicating support of this feature shall also indicate the support of condHandover-r16 and support of at least one NR-DC band combination.UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively.",Band,No,N/A,N/A
"condPSCellChange-r16Indicates whether the UE supports conditional PSCell change including execution condition, candidate cell configuration and maximum 8 candidate cells. UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively.",Band,No,N/A,N/A
"condPSCellChangeTwoTriggerEvents-r16Indicates whether the UE supports 2 trigger events for same execution condition. This feature is mandatory supported if the UE supports condPSCellChange-r16. UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. The 2 trigger events for the same execution condition are supported only if the UE sets the capability value for the band of the PSCell and frequency to be measured.",Band,CY,N/A,N/A
"configuredUL-GrantType1-v1650Indicates whether the UE supports Type 1 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value of one. This applies only to non-shared spectrum channel access. For shared spectrum channel access, configuredUL-GrantType1-r16 applies. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.The UE only includes configuredUL-GrantType1-v1650 if configuredUL-GrantType1 is absent.",Band,No,N/A,N/A
"configuredUL-GrantType2-v1650Indicates whether the UE supports Type 2 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value of one. This applies only to non-shared spectrum channel access. For shared spectrum channel access, configuredUL-GrantType2-r16 applies. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.The UE only includes configuredUL-GrantType2-v1650 if configuredUL-GrantType2 is absent.",Band,No,N/A,N/A
cqi-4-BitsSubbandNTN-SharedSpectrumChAccess-r17Indicates whether the UE supports CQI reporting with 4 bits per subband for NTN and shared spectrum channel access.,Band,No,N/A,N/A
crossCarrierScheduling-SameSCSIndicates whether the UE supports cross carrier scheduling for the same numerology with carrier indicator field (CIF) in carrier aggregation where numerologies for the scheduling cell and scheduled cell are same.,Band,No,N/A,N/A
