Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
mux-MultipleGroupCtrlCH-OverlapIndicates whether the UE supports more than one group of overlapping PUCCHs and PUSCHs per slot per PUCCH cell group for control multiplexing.,UE,No,No,Yes
"mux-SR-HARQ-ACK-CSI-PUCCH-MultiPerSlotIndicates whether the UE supports multiplexing SR, HARQ-ACK and CSI on a PUCCH or piggybacking on a PUSCH more than once per slot when SR, HARQ-ACK and CSI are supposed to be sent with the same or different starting symbol in a slot. This applies only to non-shared spectrum channel access. For shared spectrum channel access, mux-SR-HARQ-ACK-CSI-PUCCH-MultiPerSlot-r16 applies.",UE,No,No,Yes
"mux-SR-HARQ-ACK-CSI-PUCCH-OncePerSlotsameSymbol indicates the UE supports multiplexing SR, HARQ-ACK and CSI on a PUCCH or piggybacking on a PUSCH once per slot, when SR, HARQ-ACK and CSI are supposed to be sent with the same starting symbols on the PUCCH resources in a slot. diffSymbol indicates the UE supports multiplexing SR, HARQ-ACK and CSI on a PUCCH or piggybacking on a PUSCH once per slot, when SR, HARQ-ACK and CSI are supposed to be sent with the different starting symbols in a slot. The UE is mandated to support the multiplexing and piggybacking features indicated by sameSymbol while the UE is optional to support the multiplexing and piggybacking features indicated by diffSymbol.If the UE indicates sameSymbol in this field and does not support mux-HARQ-ACK-PUSCH-DiffSymbol, the UE supports HARQ-ACK/CSI piggyback on PUSCH once per slot, when the starting OFDM symbol of the PUSCH is the same as the starting OFDM symbols of the PUCCH resource(s) that would have been transmitted on.If the UE indicates sameSymbol in this field and supports mux-HARQ-ACK-PUSCH-DiffSymbol, the UE supports HARQ-ACK/CSI piggyback on PUSCH once per slot for which case the starting OFDM symbol of the PUSCH is the different from the starting OFDM symbols of the PUCCH resource(s) that would have been transmitted on. This applies only to non-shared spectrum channel access. For shared spectrum channel access, mux-SR-HARQ-ACK-CSI-PUCCH-OncePerSlot-r16 applies.",UE,FD,No,Yes
"mux-SR-HARQ-ACK-PUCCHIndicates whether the UE supports multiplexing SR and HARQ-ACK on a PUCCH or piggybacking on a PUSCH once per slot, when SR and HARQ-ACK are supposed to be sent with the different starting symbols in a slot. This applies only to non-shared spectrum channel access. For shared spectrum channel access, mux-SR-HARQ-ACK-PUCCH-r16 applies.",UE,No,No,Yes
newBeamIdentifications2PortCSI-RS-r16Indicates whether the UE supports 2 port CSI-RS for new beam identification with the same resource counting as in maxTotalResourcesForOneFreqRange-r16 and maxTotalResourcesForAcrossFreqRanges-r16.,UE,No,No,No
nominalRBG-SizeOfConfig-3-FDRA-Type-0-DCI-0-3-r18Indicates whether the UE supports nominal RBG size of Configuration 3 for FDRA type 0 for DCI format 0_3.A UE supporting this feature shall also indicate support of at least one of multiCell-PUSCH-DCI-0-3-SameSCS-r18 or multiCell-PUSCH-DCI-0-3-DiffSCS-r18.,UE,No,No,No
nominalRBG-SizeOfConfig-3-FDRA-Type-0-DCI-0-3-Diff-r19Indicates whether the UE supports nominal RBG size of Configuration 3 for FDRA type 0 for DCI format 0_3 with different SCS and/or different carrier type.A UE supporting this feature shall also indicate support of multiCell-PUSCH-DCI-0-3-DiffSCS-DiffCC-r19.,UE,No,No,No
nominalRBG-SizeOfConfig-3-FDRA-Type-0-DCI-1-3-r18Indicates whether the UE supports nominal RBG size of Configuration 3 for FDRA type 0 for DCI format 1_3.A UE supporting this feature shall also indicate support of at least one of multiCell-PDSCH-DCI-1-3-SameSCS-r18 or multiCell-PDSCH-DCI-1-3-DiffSCS-r18,UE,No,No,No
nominalRBG-SizeOfConfig-3-FDRA-Type-0-DCI-1-3-Diff-r19Indicates whether the UE supports nominal RBG size of Configuration 3 for FDRA type 0 for DCI format 1_3 with different SCS and/or different carrier type.A UE supporting this feature shall also indicate support of multiCell-PDSCH-DCI-1-3-DiffSCS-DiffCC-r19.,UE,No,No,No
"ntn-ERedCap-FR1-r19Indicates whether the UE supports (e)RedCap UE with FR1-NTN.A UE supporting this feature shall also indicate support of nonTerrestrialNetwork-r17, and one of supportOfRedCap-r17 and supportOfERedCap-r18.",UE,No,No,FR1 Only
nzp-CSI-RS-IntefMgmtIndicates whether the UE supports interference measurements using NZP CSI-RS.,UE,No,No,No
oneFL-DMRS-ThreeAdditionalDMRS-ULDefines whether the UE supports DM-RS pattern for UL transmission with 1 symbol front-loaded DM-RS with three additional DM-RS symbols.,UE,No,No,Yes
oneFL-DMRS-TwoAdditionalDMRS-ULDefines support of DM-RS pattern for UL transmission with 1 symbol front-loaded DM-RS with 2 additional DM-RS symbols and more than 1 antenna ports.,UE,Yes,No,Yes
onePortsPTRSDefines whether UE supports PT-RS with 1 antenna port in DL reception and/or UL transmission. It is mandatory with UE capability signalling for FR2 and optional for FR1. The left most in the bitmap corresponds to DL reception and the right most bit in the bitmap corresponds to UL transmission.,UE,CY,No,Yes
onePUCCH-LongAndShortFormatIndicates whether the UE supports transmission of one long PUCCH format and one short PUCCH format in TDM in the same slot.,UE,No,No,Yes
pathlossEstimation2PortCSI-RS-r16Indicates whether the UE supports 2 port CSI-RS for pathloss estimation with the same resource counting as in maxTotalResourcesForOneFreqRange-r16 and maxTotalResourcesForAcrossFreqRanges-r16.,UE,No,No,No
pathlossRS-UpdateForType1CG-PUSCH-r18Indicates whether the UE supports configuration of enablePL-RS-UpdateForType1CG-PUSCH-r18 as specified in TS 38.331 [9].A UE supporting this feature shall also support configuredUL-GrantType1 and maxNumberPathlossRS-Update-r16.,UE,No,No,No
pCell-FR2Indicates whether the UE supports PCell operation on FR2.,UE,Yes,No,FR2 only
pdcch-MonitoringSingleOccasionIndicates whether the UE supports receiving PDCCH in a search space configured to be monitored within a single span of any three contiguous OFDM symbols in a slot with the capability of supporting at least 44 blind decodes in a slot for 15 kHz subcarrier spacing.,UE,No,No,FR1 only
"pdcch-BlindDetectionCAIndicates PDCCH blind decoding capabilities supported by the UE for CA with more than 4 CCs as specified in TS 38.213 [11]. The field value is from 4 to 16.NOTE:FR1-FR2 differentiation is not allowed in this release, although the capability signalling is supported for FR1-FR2 differentiation.",UE,No,No,No
"pdcch-BlindDetectionMCG-UEIndicates PDCCH blind decoding capabilities supported for MCG when in NR-DC. The field value is from 1 to 15. The UE sets the value in accordance with the constraints specified in TS 38.213 [11].Additionally, if the UE does not report pdcch-BlindDetectionCA, and if X is the maximum number of CCs supported by the UE across all NR-DC band combinations then there is at least one parameter pair (X1, X2) such that X1 + X2 = X and the UE supports at least one NR-DC band combination with X1 CCs in MCG and X2 CCs in SCG and for which X1 <= pdcch-BlindDetectionMCG-UE and X2 <= pdcch-BlindDetectionSCG-UE.",UE,No,No,Yes
"pdcch-BlindDetectionSCG-UEIndicates PDCCH blind decoding capabilities supported for SCG when in NR-DC. The field value is from 1 to 15. The UE sets the value in accordance with the constraints specified in TS 38.213 [11].Additionally, if the UE does not report pdcch-BlindDetectionCA, and if X is the maximum number of CCs supported by the UE across all NR-DC band combinations then there is at least one parameter pair (X1, X2) such that X1 + X2 = X and the UE supports at least one NR-DC band combination with X1 CCs in MCG and X2 CCs in SCG and for which X1 <= pdcch-BlindDetectionMCG-UE and X2 <= pdcch-BlindDetectionSCG-UE.",UE,No,No,Yes
"pdcch-MonitoringAnyOccasionsWithSpanGapCrossCarrierSch-r16Indicates how the UE supports pdcch-MonitoringAnyOccasionsWithSpanGap in case of cross-carrier scheduling with different SCSs in the scheduling cell and the scheduled cell.Value 'mode2' indicates pdcch-MonitoringAnyOccasionsWithSpanGap is supported for the band of the scheduling/triggering/indicating cell.Value 'mode3' indicates pdcch-MonitoringAnyOccasionsWithSpanGap is supported in both the band of the scheduled/triggered/indicated cell and the band of the scheduling/triggering/indicating cell.UE indicating support of these feature indicates support of pdcch-MonitoringAnyOccasionsWithSpanGap and crossCarrierSchedulingDL-DiffSCS-r16.NOTE:For pdcch-MonitoringAnyOccasionsWithSpanGap, the supported set (set1, set2 or set 3) for cross-carrier scheduling with the different SCSs in the scheduling cell and the scheduled cell is still based on the indicated value for the band of the scheduling cell.",UE,No,No,No
pdcch-MonitoringSingleSpanFirst4Sym-r16Indicates whether the UE supports receiving PDCCH in a search space configured to be monitored within a single span of any three contiguous OFDM symbols that are within the first four OFDM symbols in a slot with the capability of supporting at least 44 blind decodes in a slot for 15 kHz subcarrier spacing.,UE,No,No,FR1 only
"pdsch-256QAM-FR1Indicates whether the UE supports 256QAM modulation scheme for PDSCH for FR1 as defined in 7.3.1.2 of TS 38.211 [6].It is optional for (e)RedCap UEs, IAB-MT, and NCR-MT, and mandatory with capability signalling for other UEs.",UE,CY,No,FR1 only
pdsch-MappingTypeAIndicates whether the UE supports receiving PDSCH using PDSCH mapping type A with less than seven symbols. This field shall be set to supported.,UE,Yes,No,No
pdsch-MappingTypeBIndicates whether the UE supports receiving PDSCH using PDSCH mapping type B.,UE,Yes,No,No
"pdsch-RepetitionMultiSlotsIndicates whether the UE supports receiving PDSCH scheduled by DCI format 1_1 when configured with pdsch-AggregationFactor > 1, as defined in 5.1.2.1 of TS 38.214 [12]. This applies only to non-shared spectrum channel access. For shared spectrum channel access, pdsch-RepetitionMultiSlots-r16 applies.",UE,No,No,No
"pdsch-RE-MappingFR1-PerSymbol/pdsch-RE-MappingFR1-PerSlotIndicates the maximum number of supported PDSCH Resource Element (RE) mapping patterns for FR1, each described as a resource (including NZP/ZP CSI-RS, CRS, CORESET and SSB) or bitmap. The number of patterns coinciding in a symbol in a CC and in a slot in a CC are limited by the respective capability parameters. Value n10 means 10 RE mapping patterns and n16 means 16 RE mapping patterns, and so on. The UE shall set the fields pdsch-RE-MappingFR1-PerSymbol and pdsch-RE-MappingFR1-PerSlot to at least n10 and n16, respectively. In the exceptional case that the UE does not include the fields, the network may anyway assume that the UE supports the required minimum values.",UE,Yes,No,FR1 only
"pdsch-RE-MappingFR2-PerSymbol/pdsch-RE-MappingFR2-PerSlotIndicates the maximum number of supported PDSCH Resource Element (RE) mapping patterns for FR2, each described as a resource (including NZP/ZP CSI-RS, CORESET and SSB) or bitmap. The number of patterns coinciding in a symbol in a CC and in a slot in a CC are limited by the respective capability parameters. Value n6 means 6 RE mapping patterns and n16 means 16 RE mapping patterns, and so on. The UE shall set the fields pdsch-RE-MappingFR2-PerSymbol and pdsch-RE-MappingFR2-PerSlot to at least n6 and n16, respectively. In the exceptional case that the UE does not include the fields, the network may anyway assume that the UE supports the required minimum values.",UE,Yes,No,FR2 only
precoderGranularityCORESETIndicates whether the UE supports receiving PDCCH in CORESETs configured with CORESET-precoder-granularity equal to the size of the CORESET in the frequency domain as specified in TS 38.211 [6].,UE,No,No,No
"pre-EmptIndication-DLIndicates whether the UE supports interrupted transmission indication for PDSCH reception based on reception of DCI format 2_1 as defined in TS 38.213 [11]. This applies only to non-shared spectrum channel access. For shared spectrum channel access, pre-EmptIndication-DL-r16 applies.",UE,No,No,No
priorityIndicationDL-r18Indicates whether the UE supports priority indicator field configured in DCI formats 1_3 and (1_1 or 1_2) in a BWP when configured to monitor both DCI formats 1_3 and (1_1 or 1_2) in the BWP.A UE supporting this feature shall also indicate support of simultaneous-2-1-HARQ-ACK-CB-r18.,UE,No,No,No
priorityIndicationDL-Diff-r19Indicates whether the UE supports priority indicator field configured in DCI formats 1_3 and (1_1 or 1_2) in a BWP when configured to monitor both DCI formats 1_3 and (1_1 or 1_2) in the BWP with different SCS and/or different carrier type.A UE supporting this feature shall also indicate support of simultaneous-2-1-HARQ-ACK-CB-Diff-r19.,UE,No,No,No
priorityIndicationOneSlotHARQ-r18Indicates whether the UE supports transmission of type 3 HARQ-ACK codebook using the first or second PUCCH configuration based on PHY priority indication in the triggering DCI format 1_3.A UE supporting this feature shall also indicate support of type3HARQ-CB-DCI-1-3-r18 and simultaneous-2-1-HARQ-ACK-CB-r18.,UE,No,No,No
priorityIndicationOneSlotHARQ-Diff-r19Indicates whether the UE supports transmission of type 3 HARQ-ACK codebook using the first or second PUCCH configuration based on PHY priority indication in the triggering DCI format 1_3 with different SCS and/or different carrier type.A UE supporting this feature shall also indicate support of type3HARQ-CB-DCI-1-3-Diff-r19 and simultaneous-2-1-HARQ-ACK-CB-Diff-r19.,UE,No,No,No
priorityIndicationUL-r18Indicates whether the UE supports priority indicator field configured in DCI formats 0_3 and (0_1 or 0_2) in a BWP when configured to monitor both DCI formats 0_3 and (0_1 or 0_2) in the BWP.A UE supporting this feature shall also indicate support of ul-IntraUE-MuxEnh-r18.,UE,No,No,No
priorityIndicationUL-Diff-r19Indicates whether the UE supports priority indicator field configured in DCI formats 0_3 and (0_1 or 0_2) in a BWP when configured to monitor both DCI formats 0_3 and (0_1 or 0_2) in the BWP with different SCS and/or different carrier type.A UE supporting this feature shall also indicate support of ul-IntraUE-MuxEnh-Diff-r19.,UE,No,No,No
pucch-F2-WithFHIndicates whether the UE supports transmission of a PUCCH format 2 (2 OFDM symbols in total) with frequency hopping in a slot. This field shall be set to supported.,UE,Yes,No,Yes
pucch-F3-WithFHIndicates whether the UE supports transmission of a PUCCH format 3 (4~14 OFDM symbols in total) with frequency hopping in a slot. This field shall be set to supported.,UE,Yes,No,Yes
pucch-F3-4-HalfPi-BPSKIndicates whether the UE supports pi/2-BPSK for PUCCH format 3/4 as defined in 6.3.2.6 of TS 38.211 [6]. It is mandatory with capability signalling for FR1 and FR2. This capability is not applicable to IAB-MT.,UE,Yes,No,Yes
pucch-F4-WithFHIndicates whether the UE supports transmission of a PUCCH format 4 (4~14 OFDM symbols in total) with frequency hopping in a slot.,UE,Yes,No,Yes
"pusch-Repetition-CG-SDT-r17Indicates whether the UE supports PUSCH repetitions for CG-SDT, as defined in TS 38.214 [12]. A UE supporting this feature shall also indicate the support of type1-PUSCH-RepetitionMultiSlots or pusch-RepetitionTypeB-r16. When UE indicates type1-PUSCH-RepetitionMultiSlots and pusch-Repetition-CG-SDT-r17, the UE supports PUSCH repetition for type A. When UE indicates pusch-RepetitionTypeB-r16 and pusch-Repetition-CG-SDT-r17, UE supports PUSCH repetition for type B. For MO-SDT, a UE can include this feature only if the UE indicates the support of cg-SDT-r17. For MT-SDT, a UE can include this feature only if the UE indicates the support of mt-CG-SDT-r18 and mt-SDT-r18/mt-SDT-NTN-r18.",UE,No,No,No
"pusch-RepetitionMultiSlotsIndicates whether the UE supports transmitting PUSCH scheduled by DCI format 0_1 when configured with pusch-AggregationFactor > 1, as defined in clause 6.1.2.1 of TS 38.214 [12]. This applies only to non-shared spectrum channel access. For shared spectrum channel access, pusch-RepetitionMultiSlots-r16 applies.",UE,Yes,No,No
"pucch-Repetition-F1-3-4Indicates whether the UE supports transmission of a PUCCH format 1 or 3 or 4 over multiple slots with the repetition factor 2, 4 or 8. This applies only to non-shared spectrum channel access. For shared spectrum channel access, pucch-Repetition-F1-3-4-r16 applies.",UE,Yes,No,No
pusch-HalfPi-BPSKIndicates whether the UE supports pi/2-BPSK modulation scheme for PUSCH as defined in 6.3.1.2 of TS 38.211 [6]. It is mandatory with capability signalling for FR1 and FR2. This capability is not applicable to IAB-MT.,UE,Yes,No,Yes
pusch-LBRMIndicates whether the UE supports limited buffer rate matching in UL as specified in TS 38.212 [10].,UE,No,No,Yes
"pusch-RepetitionTypeA-r16Indicates whether the UE supports the dynamic indication of the number of repetitions for PUSCH transmission as specified in TS 38.214 [12], clause 6.1.2.1. Support of this field is reported for shared spectrum channel access and non-shared spectrum channel access, respectively. UE indicating support of this feature shall support of at least one of type2-PUSCH-RepetitionMultiSlots and pusch-RepetitionMultiSlots for shared spectrum and non-shared spectrum respectively.",UE,No,No,No
ra-Type0-PUSCHIndicates whether the UE supports resource allocation Type 0 for PUSCH as specified in TS 38.214 [12].,UE,No,No,No
rateMatchingCtrlResrcSetDynamicIndicates whether the UE supports dynamic rate matching for DL control resource set.,UE,Yes,No,No
rateMatchingResrcSetDynamicIndicates whether the UE supports receiving PDSCH with resource mapping that excludes the REs corresponding to resource sets configured with RB-symbol level granularity indicated by bitmaps (see patternType in RateMatchPattern in TS 38.331[9]) based on dynamic indication in the scheduling DCI as specified in TS 38.214 [12].,UE,No,No,No
rateMatchingResrcSetSemi-StaticIndicates whether the UE supports receiving PDSCH with resource mapping that excludes the REs corresponding to resource sets configured with RB-symbol level granularity indicated by bitmaps and controlResourceSet (see patternType in RateMatchPattern in TS 38.331[9]) following the semi-static configuration as specified in TS 38.214 [12].,UE,Yes,No,No
scs-60kHzIndicates whether the UE supports 60kHz subcarrier spacing for data channel in FR1 as defined in clause 4.2-1 of TS 38.211 [6]. This capability is not applicable to eRedCap UEs.,UE,No,No,FR1 only
semiOpenLoopCSIIndicates whether UE supports CSI reporting with report quantity set to 'CRI/RI/i1/CQI ' as defined in clause 5.2.1.4 of TS 38.214 [12].,UE,No,No,Yes
semiStaticHARQ-ACK-CodebookIndicates whether the UE supports HARQ-ACK codebook constructed by semi-static configuration.,UE,Yes,No,No
"simultaneousTCI-ActMultipleCC-r16Indicates the UE support of simultaneous TCI state activation across multiple CCs. If the UE indicates support of this for a FR, the UE shall support this on the supported bands of the indicated FR where the UE reports the support of TCI-states for PDSCH using tci-StatePDSCH.",UE,No,No,Yes
simultaneousSpatialRelationMultipleCC-r16Indicates the UE support of simultaneous spatial relation across multiple CCs for aperiodic and semi-persistent SRS. The UE indicating support of this also indicates the capabilities of maximum and active supported spatial relations for the supported FR2 bands using maxNumberConfiguredSpatialRelations and maxNumberActiveSpatialRelations.,UE,No,No,FR2 only
slotBasedDynamicPUCCH-Rep-r17Indicates whether the UE supports both slot based dynamic PUCCH repetition and slot based dynamic repetition indication for PUCCH formats 0/1/2/3/4.UE indicating support of this feature shall also indicate support of pucch-Repetition-F1-3-4 or pucch-Repetition-F0-2-r17.,UE,No,No,No
"spatialBundlingHARQ-ACKIndicates whether the UE supports spatial bundling of HARQ-ACK bits carried on PUCCH or PUSCH per PUCCH group. With spatial bundling, two HARQ-ACK bits for a DL MIMO data is bundled into a single bit by logical ""AND"" operation.",UE,Yes,No,No
spatialRelationUpdateAP-SRS-r16Indicates the UE support of spatial relation update for AP-SRS using MAC CE. The UE indicating support of this also indicates the capabilities of supported SRS resources and maximum supported spatial relations for the supported FR2 bands using supportedSRS-Resources and maxNumberConfiguredSpatialRelations.,UE,No,No,FR2 only
"spCellPlacementIndicates whether the UE supports a SpCell on FR1-FDD, FR1-TDD and/or FR2-TDD depending on which additional SCells of other frequency range(s) / duplex mode(s) are configured. It is applicable to NR SA and NR-DC (both MCG and SCG), where UL is configured on more than one of FR1-FDD, FR1-TDD and FR2-TDD in a cell group. If not included, the UE supports SpCell on any serving cell with UL in supported band combinations.",UE,No,No,No
"sps-HARQ-ACK-Deferral-r17Indicates whether the UE supports SPS HARQ-ACK deferral in case of TDD collision comprised of the following functional components:-Identify HARQ-ACK bits of active SPS configurations for deferral in the initial PUCCH slot;-Determination of the target PUCCH slot for SPS HARQ-ACK deferral;-Multiplexing and transmission of deferred SPS HARQ-ACK information in the target PUCCH slot;-Handling of the collision for the same HARQ process due to deferred SPS HARQ-ACK.Support of this feature is reported for licensed and unlicensed bands, respectively.When this field is reported, either of non-SharedSpectrumChAccess-r17 or sharedSpectrumChAccess-r17 shall be reported, at least.A UE supporting this feature shall also indicate support of downlinkSPS.",UE,No,TDD only,No
sp-CSI-IMIndicates whether the UE supports semi-persistent CSI-IM.,UE,No,No,Yes
"sp-CSI-ReportPUCCHIndicates whether UE supports semi-persistent CSI reporting using PUCCH formats 2, 3 and 4. This applies only to non-shared spectrum channel access. For shared spectrum channel access, sp-CSI-ReportPUCCH-r16 applies.",UE,No,No,No
"sp-CSI-ReportPUSCHIndicates whether UE supports semi-persistent CSI reporting using PUSCH. This applies only to non-shared spectrum channel access. For shared spectrum channel access, sp-CSI-ReportPUSCH-r16 applies.",UE,No,No,No
sp-CSI-RSIndicates whether the UE supports semi-persistent CSI-RS.,UE,Yes,No,Yes
"sps-ReleaseDCI-1-1-r16Indicates whether the UE supports SPS release by DCI format 1_1. If the UE supports this feature, the UE needs to report downlinkSPS.",UE,No,No,No
"sps-ReleaseDCI-1-2-r16Indicates whether the UE supports SPS release by DCI format 1_2. If the UE supports this feature, the UE needs to report downlinkSPS and dci-Format1-2And0-2-r16.",UE,No,No,No
"srs-AdditionalRepetition-r17Indicates support of the value ""n3"" for repetitionFactor-r17.The UE indicating support of this feature shall also indicate support of srs-increasedRepetition-r17.",UE,No,No,No
"srs-PeriodicityAndOffsetExt-r16Indicates whether the UE supports the periodicity of semi-persistent and periodic SRS with 128, 256, 512, and 20480 slots.",UE,No,No,No
"support5MHz-ChannelBW-20PRB-CORESET0-r18Indicates whether the UE supports short RACH preamble formats with 15kHz SCS, and long PRACH formats with 1.25kHz SCS, and the reception of 20 PRB CORESET0. This feature is supported for 15 kHz SCS only (except for the PRACH formats with 1.25kHz SCS).This feature is only applicable when an associated SS/PBCH block is located in band n100 at GSCN 41638 of Table 5.4.3.1-3 in TS 38.101-1 [2].This feature is not applicable to UEs indicating supportOfRedCap-r17 or supportOfERedCap-r18.NOTE:The UE supporting this feature supports configuration of 20 PRB BWP operation.",UE,No,FDD only,FR1 only
support12PRB-CORESET0-GSCN-41637-r18Indicates whether the UE supports reception of 12 PRB CORESET0 with an associated SS/PBCH block located at GSCN 41637.A UE supporting this feature shall also indicate support of support3MHz-ChannelBW-Symmetric-r18. This feature is supported for 15 kHz SCS only (except for the PRACH formats with 1.25kHz SCS).This feature is only applicable when an associated SS/PBCH block is located in band n100 at GSCN 41637 of Table 5.4.3.1-3 in TS 38.101-1 [2].NOTE:The UE supporting this FG supports configuration of 12 PRB BWP operation.This feature is not applicable to UEs indicating supportOfRedCap-r17 or supportOfERedCap-r18.,UE,No,FDD only,FR1 only
"supportedActivatedPRS-ProcessingWindow-r17Indicates the number of supported activated PRS processing windows across all active DL BWPs. The UE can include this field only if the UE supports one of prs-ProcessingWindowType1A-r17, prs-ProcessingWindowType1B-r17 or prs-ProcessingWindowType2-r17. Otherwise, the UE does not include this field.",UE,No,No,No
"supportedDMRS-TypeDLDefines supported DM-RS configuration types at the UE for DL reception. Type 1 is mandatory with capability signalling. Type 2 is optional. If this field is not included, Type 1 is supported.",UE,FD,No,Yes
"supportedDMRS-TypeULDefines supported DM-RS configuration types at the UE for UL transmission. Support of both type 1 and type 2 is mandatory with capability signalling. If this field is not included, Type 1 is supported.",UE,FD,No,Yes
supportRepetitionZeroOffsetRV-r16Indicates whether UE supports the value 0 for the parameter sequenceOffsetforRV.The UE indicating support of this capability shall also indicate support of supportInter-slotTDM-r16 with maxNumberTCI-states-r16 set to 2 for at least one band.,UE,No,No,No
"supportRetx-Diff-CoresetPool-Multi-DCI-TRP-r16Indicates that retransmission scheduled by a different CORESETPoolIndex for multi-DCI multi-TRP is not supported.For multi-DCI multi-TRP operation, if this feature is reported, UE does not support retransmission scheduled by PDCCH received in a different CORESETPoolIndex compared to the CORESETPoolIndex of the initial transmission, i.e., the UE is not expected to receive, for the same HARQ process ID, DCI from a different CORESETPoolIndex that schedules the retransmission, i.e., NDI not flipped. This applies to both PDSCH and PUSCH retransmissions.UE indicating support of this feature shall indicate support of multiDCI-MultiTRP-r16.",UE,No,No,No
ta-BasedPDC-TN-NonSharedSpectrumChAccess-r17Indicates whether the UE supports propagation delay compensation based on Rel-15 TA procedure for TN and non-shared spectrum channel access.,UE,No,No,No
targetSMTC-SCG-r16Indicates the support of configuration of SMTC of target SCG cell with field targetCellSMTC-SCG.,UE,No,No,No
tdd-MultiDL-UL-SwitchPerSlotIndicates whether the UE supports more than one switch points in a slot for actual DL/UL transmission(s).,UE,No,TDD only,Yes
tdd-PCellUL-TX-AllUL-Subframe-r16Indicates whether the UE configured with tdm-patternConfig-r16 can be semi-statically configured with LTE UL transmissions in all UL subframes not limited to the reference tdm-pattern (only for type 1 UE) in case of TDD PCell. UE indicating support can configure LTE TDD PCell with this feature on the band combination which indicates support of tdm-restrictionTDD-endc-r16.,UE,No,TDD only,FR1 only
tpc-PUCCH-RNTIIndicates whether the UE supports group DCI message based on TPC-PUCCH-RNTI for TPC commands for PUCCH.,UE,No,No,Yes
tpc-PUSCH-RNTIIndicates whether the UE supports group DCI message based on TPC-PUSCH-RNTI for TPC commands for PUSCH.,UE,No,No,Yes
tpc-SRS-RNTIIndicates whether the UE supports group DCI message based on TPC-SRS-RNTI for TPC commands for SRS.,UE,No,No,Yes
twoDifferentTPC-Loop-PUCCHIndicates whether the UE supports two different TPC loops for PUCCH closed loop power control.,UE,Yes,Yes,Yes
twoDifferentTPC-Loop-PUSCHIndicates whether the UE supports two different TPC loops for PUSCH closed loop power control.,UE,Yes,Yes,Yes
twoFL-DMRSDefines whether the UE supports DM-RS pattern for DL reception and/or UL transmission with 2 symbols front-loaded DM-RS without additional DM-RS symbols.The left most in the bitmap corresponds to DL reception and the right most bit in the bitmap corresponds to UL transmission.,UE,Yes,No,Yes
twoFL-DMRS-TwoAdditionalDMRS-ULDefines whether the UE supports DM-RS pattern for UL transmission with 2 symbols front-loaded DM-RS with one additional 2 symbols DM-RS.,UE,Yes,No,Yes
"twoPUCCH-AnyOthersInSlotIndicates whether the UE supports transmission of two PUCCH formats in TDM in the same slot, which are not covered by twoPUCCH-F0-2-ConsecSymbols and onePUCCH-LongAndShortFormat.",UE,No,No,Yes
twoPUCCH-F0-2-ConsecSymbolsIndicates whether the UE supports transmission of two PUCCHs of format 0 or 2 in consecutive symbols in a slot.,UE,No,Yes,Yes
"twoStepRACH-r16Indicates whether the UE supports the following basic structure and procedure of 2-step RACH:-Fallback procedures from 2-step RA type to 4-step RA type;-MSGA PRACH resource and format determination;-MSGA PUSCH configuration;-Validation and transmission of MSGA PRACH and PUSCH;-Mapping between preamble of MSGA PRACH and PUSCH occasion with DMRS resource of MSGA PUSCH;-MSGB monitoring and decoding;-PUCCH transmission for HARQ-ACK feedback to a MSGB;-Power control for MSGA PRACH, MSGA PUSCH and PUCCH carrying HARQ-ACK feedback to MSGB.-Reconfiguration with sync using a contention free random access with 2-step RA type on MSGA PRACH and PUSCH resources that are associated with SSB resources of the target cell.",UE,No,No,No
"twoTCI-Act-servingCellInCC-List-r16Indicates whether the UE supports receiving the Enhanced TCI States Activation/Deactivation for UE-specific PDSCH MAC CE (as specified in TS 38.321 [8] clause 6.1.3.24) indicating a serving cell configured as part of simultaneousTCI-UpdateList1 or simultaneousTCI-UpdateList2 as specified in TS 38.331 [9].If the UE indicates support of simultaneousTCI-ActMultipleCC-r16 for a FR and support of at least one of singleDCI-SDM-scheme-r16, supportFDM-SchemeA-r16, supportFDM-SchemeB-r16, supportTDM-SchemeA-r16 or supportInter-slotTDM-r16 for at least one band or component carrier of this FR, the UE shall indicate support of twoTCI-Act-servingCellInCC-List-r16 for this FR.",UE,CY,No,Yes
"type1-HARQ-ACK-Codebook-r16Indicates whether the UE supports Type 1 HARQ-ACK codebook for TDRA using the starting symbol of the PDCCH monitoring occasion in which the DL assignment is detected as the reference of the SLIV. If the UE supports this feature, the UE needs to report dci-Format1-2And0-2-r16. Support for FR1/FR2 is differentiated from the viewpoint of the scheduled carrier.",UE,No,No,Yes
"type1-PUSCH-RepetitionMultiSlotsIndicates whether the UE supports Type 1 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value equal to 2, 4, or 8 with a single repetition of the transport block within each slot, and redundancy version pattern as indicated by UL-TWG-RV-rep. A UE supporting this feature shall also support Type 1 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value of one. This applies only to non-shared spectrum channel access. For shared spectrum channel access, type1-PUSCH-RepetitionMultiSlots-r16 applies.",UE,No,No,No
"type2-CG-ReleaseDCI-0-1-r16Indicates whether the UE supports type 2 configured grant release by DCI format 0_1. If the UE supports this feature, the UE needs to report configuredUL-GrantType2 or configuredUL-GrantType2-v1650.",UE,No,No,No
