Change history,,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
,RP-82,RP-182681,1648,2,F,"Adding NSSS-based RRM measurements, NPBCH-Based RRM measurements and npusch-3dot75kHz-SCS-TDD-r15 and removing twoHARQ-ProcessesTDD",15.3.0
,RP-82,RP-182677,1651,1,A,Clarification to CA fallback band combinations,15.3.0
,RP-82,RP-182652,1652,1,F,UE capabilty for IDC mechanism for EN-DC operation,15.3.0
,RP-82,RP-182674,1654,1,F,Remaining aspects of capabilities for Rel-15 Aerial WI,15.3.0
,RP-82,RP-182678,1656,2,F,Correction of UE capability for eV2X in TS 36.306,15.3.0
,RP-82,RP-182679,1657,1,F,Correction of capability name for NW based CRS interference mitigation,15.3.0
,RP-82,RP-182680,1659,3,F,Various sTTI corrections,15.3.0
,RP-82,RP-182676,1660,3,F,TS36.306 CR on UE capabilities for mobility and E-UTRA5GC,15.3.0
,RP-82,RP-182677,1661,1,A,Mandatory support of skipFallbackCombinations-r13 and diffFallbackCombReport-r14,15.3.0
,RP-82,RP-182667,1663,4,F,Clarification on supportedMIMO-CapabilityDL-r15,15.3.0
,RP-82,RP-182666,1665,3,F,Alternative signalling option for SupportedBandListNR,15.3.0
,RP-82,RP-182671,1666,-,F,Correction to CRS Muting Capability,15.3.0
,RP-82,RP-182674,1669,3,F,Signalling of CRS IM and CCH-IM for UE cat 1bis and cat M2,15.3.0
,RP-82,RP-182677,1670,1,A,n1PUCCH-AN-CS-ListP1-r13 ASN.1 error correction,15.3.0
03/2019,RP-83,RP-190546,1673,2,F,CR to 36.306 on introducing eutra-CGI-Reporting-ENDC and utra-geran-CGI-Reporting-ENDC for EN-DC,15.4.0
,RP-83,RP-190548,1677,1,A,Correction to support of reduced capability format,15.4.0
,RP-83,RP-190553,1678,1,F,UE capability for eLCID support,15.4.0
,RP-83,RP-190550,1680,2,F,Introduction of UE capabilities on DMRS overhead reduction,15.4.0
,RP-83,RP-190553,1683,1,F,Rapporteur Corrections,15.4.0
,RP-83,RP-190549,1686,1,A,UE capability for support of special subframe configuration 10 with TDD-only CA,15.4.0
06/2019,RP-84,RP-191386,1691,1,F,Addition of missing UE capabilities and miscellaneous corrections,15.5.0
,RP-84,RP-191386,1692,-,F,Corrections to sTTI-SPT band parameters capabilities,15.5.0
,RP-84,RP-191383,1695,1,A,UE capability signalling for FD-MIMO processing capabilities,15.5.0
,RP-84,RP-191383,1697,-,A,Additional UE capability signalling for SRS carrier switching,15.5.0
,RP-84,RP-191383,1699,1,A,Correction to PDCP profile,15.5.0
,RP-84,RP-191383,1703,1,A,Corrections on UE capability for eFD-MIMO,15.5.0
,RP-84,RP-191384,1706,2,F,Removing square brackets related to 8Rx,15.5.0
,RP-84,RP-191378,1707,-,F,CR to 36.306 on clarification of ANR capability under EN-DC,15.5.0
,RP-84,RP-191376,1708,-,F,UE capability signalling for FD-MIMO processing capabilities for EN-DC,15.5.0
09/2019,RP-85,RP-192196,1709,1,C,Additional capability signalling for 1024QAM support,15.6.0
,RP-85,RP-192196,1711,1,F,Correction on the feature downlink SDAP header,15.6.0
,RP-85,RP-192280,1715,2,F,CR to introduce NR SS-SINR measurement capability in LTE,15.6.0
,RP-85,RP-192193,1716,-,F,MR-DC measurement gap pattern capability,15.6.0
12/2019,RP-86,RP-192938,1719,-,F,Miscellaneous corrections,15.7.0
,RP-86,RP-192937,1720,1,F,Clarification on the en-DC and ng-EN-DC,15.7.0
03/2020,RP-87,RP-200338,1734,2,F,"Correction to support of UP-EDT, CP-EDT, in eMTC TDD",15.8.0
,RP-87,RP-200338,1736,1,F,Inclusion of Maximum Number of PDCP SDUs per TTI for DL Categories 22-26,15.8.0
03/2020,RP-87,RP-200366,1712,4,B,Introduction of UE capabilities for further performance enhancement for LTE in high speed scenario in Rel-16,16.0.0
,RP-87,RP-200357,1723,2,B,Early security re-activation at RRC Connection Resume,16.0.0
,RP-87,RP-200358,1727,1,B,Autonomous gap support for CGI reading,16.0.0
,RP-87,RP-200363,1729,1,B,Introduction of LTE-based 5G terrestrial broadcast,16.0.0
,RP-87,RP-200361,1731,1,B,Introduction of Rel-16 additional enhancements NB-IoT in TS 36.306,16.0.0
,RP-87,RP-200357,1732,1,B,Introduction of DL RRC segmentation,16.0.0
,RP-87,RP-200360,1735,1,B,Introduction of additional enhancements for eMTC,16.0.0
,RP-87,RP-200357,1741,-,B,Introduction of wideband PRG size,16.0.0
,RP-87,RP-200359,1743,-,B,Recommended Bit Rate/Query for FLUS and MTSI,16.0.0
,RP-87,RP-200358,1745,-,B,Introduction of UE capability indicator of supporting inter-RAT handover from NR to EN-DC in 36.306,16.0.0
07/2020,RP-88,RP-201165,1730,2,B,Introduction of NeedForGap capability for NR measurement,16.1.0
,RP-88,RP-201193,1746,3,F,Updates for Rel-16 additional enhancements NB-IoT,16.1.0
,RP-88,RP-201167,1750,3,A,Clarification on codebook-HARQ-ACK-r13 capability for CA with more than 5CCs,16.1.0
,RP-88,RP-201192,1752,3,F,Update of UE capabilities for eMTC,16.1.0
,RP-88,RP-201166,1754,4,F,Allowing PDCP version change without handover,16.1.0
,RP-88,RP-201191,1755,3,B,Introduce of alternative cell reselection priority for EN-DC,16.1.0
,RP-88,RP-201178,1757,2,B,Introduction of UE capabilities for eDCCA,16.1.0
,RP-88,RP-201181,1758,2,B,UE radio access capabilities introduction for IIOT WI (CR for 36.306),16.1.0
,RP-88,RP-201186,1759,1,B,CR to 36.306 on introduction of mandatory gap patterns in Rel-16,16.1.0
,RP-88,RP-201159,1761,-,A,Clarification on L1 feature of NGEN-DC and NE-DC,16.1.0
,RP-88,RP-201195,1763,1,B,UE Capability for Rel-16 LTE even further mobility enhancement,16.1.0
,RP-88,RP-201194,1764,1,F,MBMS UE capabilities per band for subcarrier spacing of 2.5 kHz and 0.37 kHz,16.1.0
,RP-88,RP-201190,1765,2,F,36.306 CR for overheating in (NG)EN-DC and NR-DC,16.1.0
,RP-88,RP-201185,1767,1,B,Introduction of signalling for high-speed train scenarios,16.1.0
,RP-88,RP-201162,1769,1,A,Correction to IMS capabilities for NGEN-DC,16.1.0
,RP-88,RP-201197,1770,1,B,Introduction of UE capabilities for DL MIMO efficiency enhancement,16.1.0
,RP-80,RP-201164,1771,2,A,Introduction of CGI reporting capability,16.1.0
,RP-88,RP-201184,1773,-,B,UE capabilities for NR MDT and SON,16.1.0
,RP-88,RP-201162,1774,-,A,Clarification on L2 and RAN4 features of NGEN-DC and NE-DC,16.1.0
,RP-88,RP-201176,1775,-,B,CR for NR V2X UE capability,16.1.0
09/2020,RP-89,RP-201927,1777,1,B,CR for V2X UE capability,16.2.0
,RP-89,RP-201931,1778,-,F,Correction on RLF Report for Inter-RAT MRO NR,16.2.0
,RP-89,RP-201933,1779,1,F,Correction on LTE MOB capability,16.2.0
,RP-89,RP-201933,1781,-,F,Correction on TS 36.306 for DAPS,16.2.0
,RP-89,RP-201931,1783,1,F,CR on UE capability of segmentation for UE capability information,16.2.0
12/2020,RP-90,RP-202779,1780,4,F,Addition of missing RSS and relaxed RRM measurement capabilities for eMTC,16.3.0
,RP-90,RP-202769,1786,1,B,Update on V2X UE capability,16.3.0
,RP-90,RP-202785,1788,1,A,Capturing ul-256QAM-r15 capability,16.3.0
,RP-90,RP-202773,1789,1,F,Corrections to UE capabilities,16.3.0
,RP-90,RP-202770,1790,-,F,Correction to 36.306 on UE capability of direct SCell activation,16.3.0
,RP-90,RP-202770,1791,1,F,Capability for beam level NR early measurement reporting,16.3.0
,RP-90,RP-202785,1794,1,A,Addition of cross-TTI MIB/SIB-BR decoding capability,16.3.0
,RP-90,RP-202770,1795,-,F,Correction on early measurement capabilities,16.3.0
,RP-90,RP-202782,1798,1,F,Introducing power sharing for DAPS handover,16.3.0
,RP-90,RP-202780,1801,-,A,Addition of missing NZP CSI-RS transmission capabilities,16.3.0
,RP-90,RP-202782,1802,-,F,UE capability corrections to Mobility Enhancements (LTE),16.3.0
03/2021,RP-91,RP-210698,1803,-,F,Dummifying intraFreqMultiUL-TransmissionDAPS-r16 capability,16.4.0
06/2021,RP-92,RP-211476,1782,5,F,Clarification to Fallback band combination definition,16.5.0
,RP-92,RP-211487,1804,5,C,Redirection with MPS Indication [Redirect_MPS_I],16.5.0
,RP-92,RP-211476,1806,2,F,Correction on category dependency for DL Category 13,16.5.0
09/2021,RP-93,RP-212440,1823,1,F,Clarification to RI bit width for Cat5 UEs,16.6.0
,RP-93,RP-212595,1824,2,C,Distinguishing support of extended band n77,16.6.0
12/2021,RP-94,RP-213340,1826,1,F,Addition of missing TEI15 features and other corrections,16.7.0
,RP-94,RP-213340,1829,1,A,Add the missing HSDN UE capability for LTE,16.7.0
03/2022,RP-95,RP-220472,1844,1,F,Introduction of carrier specific NRSRP thresholds for NPRACH resource selection,16.8.0
03/2022,RP-95,RP-220835,1827,4,F,Addition of NR-U RSSI/CO measurement UE capability,17.0.0
,RP-95,RP-220837,1830,1,B,Introduction of event-based trigger for LTE MDT logging [LTE-Event-MDT],17.0.0
,RP-95,RP-220506,1835,1,D,Inclusive Language Review for TS 36.306,17.0.0
,RP-95,RP-220508,1836,1,B,UE capabilities for new bands and bandwidth allocation for LTE-based 5G terrestrial broadcast,17.0.0
,RP-95,RP-220837,1837,1,B,Introduction of MINT [MINT],17.0.0
,RP-95,RP-220837,1838,1,B,On introducing height information reporting in MDT reports [LTE-Height-MDT],17.0.0
,RP-95,RP-220472,1839,1,F,Correction on PO determination for UE in inactive state,17.0.0
,RP-95,RP-220507,1841,1,B,Introduction of additional enhancements for NB-IoT and eMTC,17.0.0
,RP-95,RP-220475,1845,1,B,UE capabilities for the support of NR 71GHz,17.0.0
,RP-95,RP-220509,1846,1,B,Support of Non-Terrestrial Network in NB-IoT and eMTC,17.0.0
06/2022,RP-96,RP-221738,1847,2,C,Distinguishing support of band n77 restrictions in Canada [n77 Canada],17.1.0
,RP-96,RP-221736,1850,1,B,Introduction of gNB ID length reporting in the NR CGI report [gNB_ID_Length],17.1.0
,RP-96,RP-221758,1851,1,B,Introduction of additional IoT-NTN UE Capabilities,17.1.0
,RP-96,RP-221758,1853,-,C,Introduction of uplink RRC Segmentation capability,17.1.0
09/2022,RP-97,RP-222525,1856,1,F,UE Capability CR for HO from E-UTRA to FR2-2,17.2.0
,RP-97,RP-222522,1857,1,F,UE capabilities correction for IoT-NTN,17.2.0
,RP-97,RP-222527,1859,1,F,Ensuring consistent support of capability bits and associated NS-values in n77 in USA and Canada,17.2.0
12/2022,RP-98,RP-223409,1864,1,F,Miscellaneous Correction for IoT-NTN Capabilities,17.3.0
,RP-98,RP-223409,1865,-,F,Correction to npusch-16QAM-r17,17.3.0
,RP-98,RP-223405,1866,-,F,Support of Multiple CSI Subframe Sets on CQI-ReportPeriodicScell,17.3.0
03/2023,RP-99,RP-230696,1867,-,F,Correct the references for IoT NTN,17.4.0
,RP-99,RP-230687,1869,2,A,Introduction of UE capability parameter cellIndividualOffsetForNR [CIO-IRAT-HO-ToNR],17.4.0
12/2023,RP-102,RP-233890,1873,2,F,Introduction of UE capability for inter-RAT NR FR2 measurements without measurement gap,17.5.0
,RP-102,RP-233915,1870,5,B,Introduction of measurements without gap with interruption,18.0.0
,RP-102,RP-233892,1871,2,B,Introduction of Enhanced LTE Support for UAV,18.0.0
,RP-102,RP-233891,1872,1,B,Introduction of Rel-18 IoT NTN UE capabilities,18.0.0
,RP-102,RP-233883,1874,2,B,Protection against improper reselection to GERAN/UTRAN [RESELECTION_TO GSM_AND_UTRAN],18.0.0
,RP-102,RP-233909,1875,-,B,CR to 36.306 for UE capability for R18 SONMDT,18.0.0
03/2024,RP-103,RP-240654,1877,-,A,Removal of references to unknown RAN4 specification,18.1.0
,RP-103,RP-240683,1878,1,B,Lower MSD capability for EN-DC,18.1.0
,RP-103,RP-240652,1881,1,A,UE Capability on UE location information in NB-IoT RLF report,18.1.0
,RP-103,RP-240704,1882,-,B,Introduction of mIAB Inter-RAT cell reselection enhancements for 36.306 [TEI18_MIAB_IRAT],18.1.0
,RP-103,RP-240660,1883,-,F,Update on IoT NTN UE capabilities,18.1.0
06/2024,RP-104,RP-241545,1884,2,F,Capabilities for Rel-18 Enhanced LTE Support for UAV WI,18.2.0
,RP-104,RP-241548,1888,1,A,Correction to mandatory 80ms scheduling offset for positioning SI acquisition,18.2.0
,RP-104,RP-241542,1889,1,F,Miscellaneous corrections for IoT NTN capabilities,18.2.0
09/2024,RP-105,RP-242237,1890,1,F,Correction for UAV capabilities,18.3.0
,RP-105,RP-242237,1892,-,F,Corrections of UE Capabilities in IoT NTN,18.3.0
12/2024,RP-106,RP-243220,1894,3,F,Applicability of optional UE Capabilities for NB-IoT,18.4.0
,RP-106,RP-243228,1901,1,F,UE feature for SIB33(-NB) reception in RRC_IDLE state in a TN cell,18.4.0
,RP-106,RP-243220,1902,-,F,IoT NTN UE capabilities correction for GNSS and HARQ enhancements,18.4.0
,RP-106,RP-243220,1903,-,F,Capability on measurement gap enhancements,18.4.0
,RP-106,RP-243227,1905,-,A,Introduction of network signalling of maximum number of UL segments [Max-RRC-SegUL],18.4.0
06/2025,RP-108,RP-251688,1910,1,A,Introducing UE capability for A4 A5 ReportOnLeave,18.5.0
,RP-108,RP-251696,1913,-,B,Introduction of the inband operation for NTN IoT in NR NTN [NTNNBIoT_inbandNTNNR],18.5.0
09/2025,RP-109,RP-252767,1922,2,A,Correction on inter-RAT FR2 measurement capabilities,18.6.0
09/2025,RP-109,RP-252796,1911,2,B,Introduction of ANR reporting of HSDN cells [ANR_HSDN],19.0.0
,RP-109,RP-252792,1912,3,B,UE capability for Rel-19 IoT NTN,19.0.0
,RP-109,RP-252795,1914,1,B,Introduction of capabilities for IoT NTN TDD,19.0.0
,RP-109,RP-252783,1915,-,B,Introduction of SONMDT UE Capabilities,19.0.0
,RP-109,RP-252797,1916,1,B,Introduction of CAS muting in LTE-based 5G broadcast [5GB_CASMuting],19.0.0
,RP-109,RP-252796,1917,-,B,Introduction of E-UTRAN to NB-IoT NTN Mobility UE Capability [EUTRAN-to-NBIoTNTN],19.0.0
,RP-109,RP-252793,1918,1,B,Introduction of LTE TN to NR NTN Mobility UE Capability,19.0.0
,RP-109,RP-252794,1920,1,B,Introduction of LTE-based 5G Broadcast Phase 2,19.0.0
,RP-109,RP-252797,1925,1,B,Introduction of IoT TN to NTN redirection to 36.306 [IoT_TN_NTN_redir],19.0.0
12/2025,RP-110,RP-253735,1932,2,B,Introduction of MINT in EPS,19.1.0
,RP-110,RP-253742,1933,1,F,Correction for the redirection from E-UTRAN TN to NB-IoT NTN [IoT_TN_NTN_redir],19.1.0
,RP-110,RP-253738,1934,2,F,Correction on the capability of LTE-based 5G Broadcast,19.1.0
,RP-110,RP-253742,1935,1,B,Assistance info for IoT-NTN to NR-NTN Cell Selection [IoT_NR_NTN_CellSelect],19.1.0
,RP-110,RP-253745,1936,1,F,UE capability for Rel-19 IoT NTN,19.1.0
,RP-110,RP-253742,1937,2,F,Indication of supported NB-IoT NTN band list in E-UTRAN [IoT_TN_NTN_redir],19.1.0
03/2026,RP-111,RP-260671,1938,1,F,Correction to TN-NTN redirection [IoT_TN_NTN_redir][EUTRAN-to-NBIoTNTN],19.2.0
,RP-111,RP-260669,1939,1,F,Support of power boost in Rel-19 NB-IoT NTN,19.2.0
,RP-111,RP-260666,1941,1,A,Conditionally mandatory support for inter-RAT configuration for dedicated spectrum less than 5MHz for NR FR1,19.2.0
