Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2026-06,RAN#112,RP-261399,3260,,A,"(NR_CADC_R17_2BDL_xBUL-Core, ) CR to add missing Lcrb values in Table A2.2.2-1 - TS 38.101-1",19.6.0,
2026-06,RAN#112,RP-261411,3267,,A,(NR_RF_FR1) R19 correction on Tx switching period,19.6.0,
2026-06,RAN#112,RP-261407,3270,,A,(NR_6GHz-Core) CR to TS 38.101-1: Correct the Single Carrier Tx requirements for n104,19.6.0,
2026-06,RAN#112,RP-261392,3271,,F,(NR_ENDC_RF_Ph4-Core) CR on signaling for Rel-18 power boosting and Rel-19 MPR reduction feature combiantion,19.6.0,
2026-06,RAN#112,RP-261400,3281,,A,(LTE_NR_HPUE_FWVM_R18-Core) CR to TS 38.101-1: n7 NS_46 PC1 A-MPR,19.6.0,
2026-06,RAN#112,RP-261388,3282,,F,(HPUE_NR_CADC_SUL_R19-Core) CR to correct the DL Fc for CA_n28-n41-n79 in clause 7.3A.5-2a PC2 - Rel-19 TS 38.101-1,19.6.0,
2026-06,RAN#112,RP-261388,3287,1,F,(HPUE_NR_CADC_SUL_R19) Inter-band CA HPUE corrections,19.6.0,
2026-06,RAN#112,RP-261388,3289,,F,(NR_CADC_SUL_R19-Core) Correction to NS_27.,19.6.0,
2026-06,RAN#112,RP-261393,3290,,F,CR on correcting n68 REFSENS UL configuration,19.6.0,
2026-06,RAN#112,RP-261410,3293,,A,Correction on configured transmitted power for SUL,19.6.0,
2026-06,RAN#112,RP-261388,3295,,F,(HPUE_NR_CADC_SUL_R19) Removal of Note 7 for NS_05,19.6.0,
2026-06,RAN#112,RP-261396,3296,2,B,CR for TS38.101-1 to add UL25/DL30 and UL25/DL35 asymmetric bandwidth combinations to n71 [n71_asym_BCS3],19.6.0,
2026-06,RAN#112,RP-261388,3297,,F,CR Modifications to HPUE MSD Look up tables,19.6.0,
