Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2020-06,RAN#88,RP-200959,0364,,B,CR on Introduction of completed SUL band combinations into TS 38.101-1,16.4.0,
2020-06,RAN#88,RP-201045,0365,,F,CR for 38.101-1 to introduce BCS2 for CA_n78(2A).,16.4.0,
2020-06,RAN#88,RP-200985,0367,,A,CR for 38.101-1 to remove the NR CA configuration for REFSENS exception due to cross band isolation for CA (mirror CR),16.4.0,
2020-06,RAN#88,RP-200985,0369,,A,CR for 38.101-1 to add the REFSENS exception for inter band CA with SDL (mirror CR),16.4.0,
2020-06,RAN#88,RP-200979,0373,,F,CR on introduce delta-MPR for inter-band CA in band n28 and review value with brackets,16.4.0,
2020-06,RAN#88,RP-200985,0379,,A,IBE requirement for almost contiguous allocations,16.4.0,
2020-06,RAN#88,RP-200985,0385,,A,OOB blocking for n70 adjacent to n25,16.4.0,
2020-06,RAN#88,RP-200985,0394,,F,CR for TS 38.101-1 UE co-existence correction (R16),16.4.0,
2020-06,RAN#88,RP-200985,0396,,F,CR for 38.101-1 RFC corrections (R16),16.4.0,
2020-06,RAN#88,RP-200985,0400,,A,TS38.101-1 CR on 30KHz SSB SCS for n40(Rel-16),16.4.0,
2020-06,RAN#88,RP-200959,0318,1,F,CR to add simultaneous RXTX capability for CA_n41-n79,16.4.0,
2020-06,RAN#88,RP-200985,0404,,A,CR for 38.101-1: to add some missing sub-clause title for NR inter-band CA,16.4.0,
2020-06,RAN#88,RP-200985,0343,1,A,CR for [agreed] asynchronous operation for NR CA n78-n79,16.4.0,
2020-06,RAN#88,RP-201045,0387,1,B,CR on FR1 UL contiguous CA requirement,16.4.0,
2020-06,RAN#88,RP-200974,0325,1,F,CR on blocking requirements for n91 n92 n93 and n94,16.4.0,
2020-06,RAN#88,RP-201045,0380,1,B,Addition of mutual UE coexistence between US bands and NR Band n77,16.4.0,
2020-06,RAN#88,RP-200977,0356,1,B,CR for TS 38.101: adding 50 MHz CBW for n1,16.4.0,
2020-06,RAN#88,RP-200980,0358,1,B,CR to TS 38.101-1 - Add 40 MHz CBW in band n3,16.4.0,
2020-06,RAN#88,RP-200982,0359,1,B,CR to TS 38.101-1 - Add 50 MHz CBW in band n65,16.4.0,
2020-06,RAN#88,RP-200985,0405,,F,Corrections of UE co-ex tables for Japan-related bands (R16),16.4.0,
2020-06,RAN#88,RP-201045,0320,2,B,CR to 38.101-1: Introduce an operating band list and NR bands to UL MIMO,16.4.0,
2020-06,RAN#88,RP-200966,0362,1,B,CR to 38.101-1 for Introduction of requirements for NR-DC,16.4.0,
2020-09,RAN#89,RP-201495,0407,1,F,Correction to FR1 UL contiguous CA MPR regions,16.5.0,
2020-09,RAN#89,RP-201506,0409,,F,CR for n26 AMPR for 256QAM,16.5.0,
2020-09,RAN#89,RP-201512,0411,,A,OOB blocking for Inter-band CA,16.5.0,
2020-09,RAN#89,RP-201512,0416,1,F,Correction to ASEM for NS_27,16.5.0,
2020-09,RAN#89,RP-201507,0419,,F,Introduction of UE PC2 for NR band n40,16.5.0,
2020-09,RAN#89,RP-201502,0422,1,B,Introduction of LTE/NR spectrum sharing in band 48/n48 frequency range,16.5.0,
2020-09,RAN#89,RP-201507,0423,,F,Coexistence cleanup for 38101-1 Rel16,16.5.0,
2020-09,RAN#89,RP-201506,0424,,D,CR Editorial cleanup of band combination tables for 38101-1 Rel16,16.5.0,
2020-09,RAN#89,RP-201512,0426,,A,CR to TS 38.101-1: corrections on narrow band blocking for intra-band contiguous CA,16.5.0,
2020-09,RAN#89,RP-201492,0428,1,F,CR for TS 38.101-1: Removal of table 6.5E.3.4.3-1 and table 6.5E.3.4.3-2,16.5.0,
2020-09,RAN#89,RP-201503,0432,1,B,CR for 38.101-1: Introduction of Power Class 1.5,16.5.0,
2020-09,RAN#89,RP-201488,0433,1,B,CR to TS38.101-1 on introduction of Uplink Full Power Transmission,16.5.0,
2020-09,RAN#89,RP-201512,0435,,A,Corrections of Japan-related CA co-ex tables for REL-15 combo,16.5.0,
2020-09,RAN#89,RP-201492,0437,1,F,Correction on 5G V2X UE RF requirements in rel-16,16.5.0,
2020-09,RAN#89,RP-201495,0438,2,B,"A-MPR definition for CA_n48B, CA_n41B and CA_n41C",16.5.0,
2020-09,RAN#89,RP-201495,0439,,F,CR Restoring the clause structure of NR FR1 uplink contiguous intraband CA,16.5.0,
2020-09,RAN#89,RP-201492,0440,1,F,CR on TS38.101-1 for NR V2X,16.5.0,
2020-09,RAN#89,RP-201512,0442,,A,30k SSB SCS for Band n34 and n39,16.5.0,
2020-09,RAN#89,RP-201512,0444,,F,Correction for 5 MHz channel bandwidth for n50 and introduction of Annex H,16.5.0,
2020-09,RAN#89,RP-201512,0458,,A,CR for 38.101-1 FRC corrections (R16),16.5.0,
2020-09,RAN#89,RP-201506,0459,1,F,CR for 38.101-1 to remove PHS system and 860~890 protection for NR CA band combination with band n1 and band n8,16.5.0,
2020-09,RAN#89,RP-201506,0460,1,F,CR for 38.101-1 to add the missing region for NS_18 and maintenance the ?mprc,16.5.0,
2020-09,RAN#89,RP-201512,0462,,A,CR for 38.101-1 to add the missing MSD for CA_n41A-n78A,16.5.0,
2020-09,RAN#89,RP-201512,0465,,A,Correction to configured power with allowance for SRS switching,16.5.0,
2020-09,RAN#89,RP-202117,0466,,B,Introduce UE NR-U requirements to 38.101-1 including Band n46 (5 GHz) and Band n96 (6 GHz),16.5.0,
2020-09,RAN#89,RP-201495,0468,1,F,CR for intra-band UL CA non-contiguous CA requirement,16.5.0,
2020-09,RAN#89,RP-201495,0469,1,F,CR for correction on intra-band UL CA contiguous CA requirement,16.5.0,
2020-09,RAN#89,RP-201495,0470,1,F,CR for intra-band UL contiguous CA DC location,16.5.0,
2020-09,RAN#89,RP-201495,0471,1,B,CR for intra-band UL CA non-contiguous CA requirement,16.5.0,
2020-09,RAN#89,RP-201507,0480,1,F,CR to 38.101-1 - Correction to CA BCS and cross band isolation MSD tables,16.5.0,
2020-09,RAN#89,RP-201512,0483,,A,Correction of applicability of 2Rx requirements,16.5.0,
2020-09,RAN#89,RP-201488,0486,2,B,CR to add PC3 Pi/2 BPSK DMRS for IE powerBoostPi2BPSK = 0,16.5.0,
2020-09,RAN#89,RP-202098,0499,1,C,7.5 kHz UL shift for LTE/NR spectrum sharing in Band 38/n38,16.5.0,
2020-12,RAN#90,RP-202440,0492,1,F,CR CatF n7 NS_46 AMPR and coexistence,16.6.0,
2020-12,RAN#90,RP-202427,0498,1,F,Correction on 5G V2X UE RF requirements in TS38.101-1 in rel-16,16.6.0,
2020-12,RAN#90,RP-202438,0506,,F,n53 bracket removal,16.6.0,
2020-12,RAN#90,RP-202442,0507,2,F,"A-MPR definition for CA_n7B, CA_n48B, CA_n41B and CA_n41C",16.6.0,
2020-12,RAN#90,RP-202485,0512,,A,CR to TS38.101-1 on DC location correction,16.6.0,
2020-12,RAN#90,RP-202509,0518,,F,Coexistence cleanup for 38.101-1 Rel16,16.6.0,
2020-12,RAN#90,RP-202509,0524,1,F,CR to TS 38.101-1 on simplification for inter-band CA configuration,16.6.0,
2020-12,RAN#90,RP-202427,0525,,F,CR on TS38.101-1 for NR V2X,16.6.0,
2020-12,RAN#90,RP-202485,0527,,A,CR to TS 38.101-1[R16]: Clarification of non-simultaneous Rx/Tx operation for CA_n77-n79 and CA_n78-n79 in TS 38.101-1.,16.6.0,
2020-12,RAN#90,RP-202442,0533,1,F,CR to 38.101-1 Add requirement on the UL CA configurations with no DL interruption,16.6.0,
2020-12,RAN#90,RP-202509,0534,,F,Editorial correction on section 5.2C to 38.101-1 R16,16.6.0,
2020-12,RAN#90,RP-202427,0535,1,F,CR on V2X bands reference table,16.6.0,
2020-12,RAN#90,RP-202509,0536,1,F,CR on sum of power for multiple transmit connectors,16.6.0,
2020-12,RAN#90,RP-202428,0540,,F,CR for 38.101-1 to correct the notation of SUL band combinations in order to be aligned with 38.101-3,16.6.0,
2020-12,RAN#90,RP-202485,0542,,A,CR for 38.101-1 to adjust the structure of NR CA REFSENS (Rel-16),16.6.0,
2020-12,RAN#90,RP-202509,0544,,F,Reference measurement channels for 70 MHz CBW,16.6.0,
2020-12,RAN#90,RP-202428,0547,,F,Correction to supported channel bandwidths per SUL_n41A-n81A,16.6.0,
2020-12,RAN#90,RP-202414,0550,3,F,Correction to the intra-cell guard band definition for wideband operation,16.6.0,
2020-12,RAN#90,RP-202414,0552,1,F,Correction to receiver requirements for shared spectrum channel access,16.6.0,
2020-12,RAN#90,RP-202442,0556,,F,CR Correction to NS_27 and Band 10 protection 38101-1 Rel16,16.6.0,
2020-12,RAN#90,RP-202428,0557,1,F,CR for editorial corrections 38.101-1,16.6.0,
2020-12,RAN#90,RP-202414,0558,2,F,Removal of square brackets for 38.101-1 NR-U,16.6.0,
2020-12,RAN#90,RP-202509,0562,,F,CR to for 38.101-1: CA uplink power clarification,16.6.0,
2020-12,RAN#90,RP-202509,0563,,D,CR for 38.101-1: Editorial corrections,16.6.0,
2020-12,RAN#90,RP-202427,0566,1,F,CR for 38.101-1 NR V2X FRC,16.6.0,
2020-12,RAN#90,RP-202485,0571,,A,CR for TS 38.101-1: correction of delta Tib for UE supporting multiple band combinations (R16),16.6.0,
2020-12,RAN#90,RP-202442,0574,1,B,CR for intra-band UL CA non-contiguous CA requirement,16.6.0,
2020-12,RAN#90,RP-202485,0581,,A,CR for 38.101-1 on corrections for AMPR-Rel-16,16.6.0,
2020-12,RAN#90,RP-202485,0584,,A,CR to DMRS position in UL RMC for FR1,16.6.0,
2020-12,RAN#90,RP-202456,0408,3,B,LTE/NR spectrum sharing in Band 40/n40,17.0.0,
2020-12,RAN#90,RP-202451,0499,,B,Introduction of 1880-1920MHz SUL band into Rel-17 TS 38.101-1,17.0.0,
2020-12,RAN#90,RP-202452,0500,,B,introduction of 2300-2400MHz SUL band into Rel-17 TS 38.101-1,17.0.0,
2020-12,RAN#90,RP-202450,0503,1,B,"CR for TS 38.101-1, Introduce new band combination of V2X_n39A-n47A and V2X_n40A-n47A",17.0.0,
2020-12,RAN#90,RP-202468,0504,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.0.0,
2020-12,RAN#90,RP-202471,0513,,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL within FR1,17.0.0,
2020-12,RAN#90,RP-202472,0514,,B,CR on Introduction of completed SUL band combinations into TS 38.101-1,17.0.0,
2020-12,RAN#90,RP-202448,0543,1,B,CR to TS 38.101-1: introduction of NR band n13,17.0.0,
2020-12,RAN#90,RP-202455,0545,,B,CR to 38.101-1 Introduce band combination requirements for PC2 CA_n1A-n78A,17.0.0,
2020-12,RAN#90,RP-202453,0546,1,B,Big CR to 38.101-1 - Additional Channel BW,17.0.0,
2020-12,RAN#90,RP-202466,0548,,B,CR introduction completed band combinations Rel-17 NR Intra-band -,17.0.0,
2020-12,RAN#90,RP-202470,0549,,B,CR introduction completed band combinations NR Inter-band 4 bands CA -,17.0.0,
2020-12,RAN#90,RP-202467,0585,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.0.0,
2020-12,RAN#90,RP-202469,0586,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.0.0,
2021-03,RAN#91,RP-210190,0589,,A,PC1 and PC3 Updates for Band n14,17.1.0,
2021-03,RAN#91,RP-210117,0594,1,A,38.101 Void clean up R17,17.1.0,
2021-03,RAN#91,RP-210097,0604,2,B,CR for TS 38.101-1 introduction of NR band n24,17.1.0,
2021-03,RAN#91,RP-210072,0606,,A,CR on editorial correction on V2X operation in TS38.101-1 in Rel-17,17.1.0,
2021-03,RAN#91,RP-210178,0607,,B,CR on Introduction of completed SUL band combinations into TS 38.101-1,17.1.0,
2021-03,RAN#91,RP-210096,0609,2,B,CR to 38101-1 on introducing new SUL band n99,17.1.0,
2021-03,RAN#91,RP-210117,0612,,A,CR for TS38 101-1 Rel-17 Correction for definition of P-MPR,17.1.0,
2021-03,RAN#91,RP-210117,0614,,A,CR for TS38 101-1 Rel-17 Correction of condition for MPR and delta MPR,17.1.0,
2021-03,RAN#91,RP-210094,0616,1,B,"CR for TS 38.101-1, Introduce new band combination of V2X_n41A-n47A",17.1.0,
2021-03,RAN#91,RP-210179,0617,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.1.0,
2021-03,RAN#91,RP-210094,0625,,F,Revision of inter-band V2X con-currency table for V2X_n39A-n47A and V2X_n40A-n47A,17.1.0,
2021-03,RAN#91,RP-210092,0628,1,B,Switching time mask for 2Tx-2Tx switching between two carriers and 1Tx-2Tx/2Tx-2Tx switching between two bands in Rel-17,17.1.0,
2021-03,RAN#91,RP-210082,0630,,F,CR for TS 38.101-1: Correction on 1Tx-2Tx switching between two uplink carriers (Rel-17),17.1.0,
2021-03,RAN#91,RP-210092,0631,,B,CR on introducing NR SUL bands n80 to UL-MIMO configuration,17.1.0,
2021-03,RAN#91,RP-210091,0633,,A,CR for 38.101-1: Update of missing fallback NR-DC combinations Rel-17,17.1.0,
2021-03,RAN#91,RP-210184,0636,1,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL within FR1,17.1.0,
2021-03,RAN#91,RP-210091,0642,,A,CR on introduction of shorter Transient Period Capability,17.1.0,
2021-03,RAN#91,RP-210100,0657,,B,CR introduction completed band combinations Rel-17 NR Intra-band -,17.1.0,
2021-03,RAN#91,RP-210091,0660,,A,CR for 38.101-1 to add missing spurious emissions for band n38 UE co-existence (Rel-17),17.1.0,
2021-03,RAN#91,RP-210084,0663,,A,CR to TS 38.101-1: system parameters maintenance for NR-U,17.1.0,
2021-03,RAN#91,RP-210117,0665,,A,Simplification of n70,17.1.0,
2021-03,RAN#91,RP-210074,0669,,A,CR for 38.101-1: Add CA_n25A-n41(2A)-n71A which was missing in the CR implementation,17.1.0,
2021-03,RAN#91,RP-210189,0670,1,F,Big CR to TS 38.101-1 - New CBW Basket WI,17.1.0,
2021-03,RAN#91,RP-210117,0674,,A,CR to TS38.101-1: Correction on applicability of minimum requirements,17.1.0,
2021-03,RAN#91,RP-210117,0677,,A,CR to TS38.101-1: Correction on the Aggregated Channel Bandwidth,17.1.0,
2021-03,RAN#91,RP-210117,0679,,A,CR to TS38.101-1: Correction on configured transmitted power requirement,17.1.0,
2021-03,RAN#91,RP-210100,0680,1,B,Rel-17 CR 38.101-1 for improvements Intra-band tables,17.1.0,
2021-03,RAN#91,RP-210101,0681,,F,"Rel-17 CR 38.101-1 for corrections NR CA 2, 3 and 4 band configuration tables",17.1.0,
2021-03,RAN#91,RP-210099,0688,,B,CR for TS 38.101-1 Introduce NR SUL bands to PC3 UL-MIMO configuration,17.1.0,
2021-03,RAN#91,RP-210117,0690,,A,Missing parent clause for NR-DC PCMAX,17.1.0,
2021-03,RAN#91,RP-210117,0692,,A,Corrections to PCMAX for UL CA,17.1.0,
2021-03,RAN#91,RP-210082,0695,,A,CR CA_n7B REFSENS,17.1.0,
2021-03,RAN#91,RP-210117,0699,,A,CR for TS 38.101-1: Correction to FR1 time mask for SRS antenna switching,17.1.0,
2021-03,RAN#91,RP-210082,0701,,A,CR for TS 38.101-1: Corrections to intra-band UL NC CA requirements,17.1.0,
2021-03,RAN#91,RP-210091,0703,,A,CR for TS 38.101-1: Cleanup for spurious emissions for UE co-existence table,17.1.0,
2021-03,RAN#91,RP-210091,0713,,A,CR on TS 38.101-1 NS_49,17.1.0,
2021-03,RAN#91,RP-210176,0715,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.1.0,
2021-03,RAN#91,RP-210181,0716,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.1.0,
2021-03,RAN#91,RP-210101,0717,,B,Introduction of specific Pcmax requirements for inter-band CA category A-B combos,17.1.0,
2021-06,RAN#92,RP-211084,0736,,A,Update of FR1 UL RMC tables,17.2.0,
2021-06,RAN#92,RP-211104,0738,,F,CR Removal of square brackets from n48 NS_27 R17 CAT F,17.2.0,
2021-06,RAN#92,RP-211114,0740,,A,CR TDD Intraband CA REFSENS requirement issue R17,17.2.0,
2021-06,RAN#92,RP-211118,0745,1,A,CR on PC1.5 HPUE SAR issue into Rel-17 TS 38.101-1,17.2.0,
2021-06,RAN#92,RP-211104,0750,,A,CR on spurious emission between n40 and n41 into Rel-17 TS 38.101-1,17.2.0,
2021-06,RAN#92,RP-211085,0751,,F,Simplification of n70,17.2.0,
2021-06,RAN#92,RP-211117,0752,1,F,CR for updates related to n24 in 38.101-1,17.2.0,
2021-06,RAN#92,RP-211114,0755,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.2.0,
2021-06,RAN#92,RP-211114,0757,,A,Correction on supported channel bandwidth for CA_n39-n41-n79,17.2.0,
2021-06,RAN#92,RP-211080,0760,1,F,Correction of an improper usage of band edge relaxation for MOP,17.2.0,
2021-06,RAN#92,RP-211085,0765,,A,CR to TS38.101-1[R17]: Addition of UE co-existence requirements for n40,17.2.0,
2021-06,RAN#92,RP-211115,0768,,B,CR for  Pcmax - NR-DC for DC cat. A-B combinations,17.2.0,
2021-06,RAN#92,RP-211114,0770,,B,Add channel bandwidth configuration for CA_n46A-n48A,17.2.0,
2021-06,RAN#92,RP-211114,0773,,B,Adding new CA_n46N-n48A configurations,17.2.0,
2021-06,RAN#92,RP-211077,0779,,A,Cleanup for UE co-existence 38.101-1 Rel-17,17.2.0,
2021-06,RAN#92,RP-211102,0780,1,F,Correction on DL interruption applicability for inter-band CA,17.2.0,
2021-06,RAN#92,RP-211079,0781,,F,CR to TS 38.101-1 on UE channel bandwidth per operating band,17.2.0,
2021-06,RAN#92,RP-211105,0783,,A,UL MIMO coherence for Tx switching between two carriers (Rel-17),17.2.0,
2021-06,RAN#92,RP-211115,0784,,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL within FR1,17.2.0,
2021-06,RAN#92,RP-211077,0786,,A,CR to 38.101-1 for missing MSD due to receiver harmonic mixing for combos with n46,17.2.0,
2021-06,RAN#92,RP-211120,0787,,B,CR on Introduction of completed SUL band combinations into TS 38.101-1,17.2.0,
2021-06,RAN#92,RP-211115,0788,,B,CR on Introduction of completed 5 bands inter-band CA into TS 38.101-1,17.2.0,
2021-06,RAN#92,RP-211078,0792,,A,CR for updating the note of mandatory simultaneous Rx/Tx capability for FR1 NR-CA combinations,17.2.0,
2021-06,RAN#92,RP-211078,0800,,A,Correction to MPR for serving cells of intra-band UL CA,17.2.0,
2021-06,RAN#92,RP-211095,0802,,A,Corrections to BCS for n46,17.2.0,
2021-06,RAN#92,RP-211095,0804,,A,Applicability of minimum requirements for shared spectrum access,17.2.0,
2021-06,RAN#92,RP-211120,0805,,B,"CR to 38.101-1 Introduce RF requirements for HPUE CA with 2 bands downlink and x bands uplink (x =1,2)",17.2.0,
2021-06,RAN#92,RP-211120,0806,,B,CR to 38.101-1 Introduce DL interruption clarification for CA conduting Tx Switching,17.2.0,
2021-06,RAN#92,RP-211115,0807,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,17.2.0,
2021-06,RAN#92,RP-211116,0808,1,B,CR to TS 38.101-1: Introduction of band n67,17.2.0,
2021-06,RAN#92,RP-211116,0809,2,B,CR to TS 38.101-1: Introduction of band n85,17.2.0,
2021-06,RAN#92,RP-211095,0811,,A,CR to 38.101-1 with correction of NR-U 60 MHz and 80 MHz channels,17.2.0,
2021-06,RAN#92,RP-211086,0814,,F,CR for Rel-17 38.101-1 to correct some errors in Delta TIB and Delta RIB table,17.2.0,
2021-06,RAN#92,RP-211086,0816,,A,CR for 38.101-1 Rel17 corrections on power tolerance for intra-band contiguous CA,17.2.0,
2021-06,RAN#92,RP-211101,0821,,A,CR for 38.101-1 to correct AMPR value for NR V2X NS_52(Rel-17),17.2.0,
2021-06,RAN#92,RP-211107,0823,,A,CR to TS38.101-1: Correction on configured transmitted power for NR non-contiguous CA,17.2.0,
2021-06,RAN#92,RP-211115,0825,,A,CR to TS38.101-1: Add missing CA_n1A-n3A-n78A,17.2.0,
2021-06,RAN#92,RP-211115,0826,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.2.0,
2021-06,RAN#92,RP-211115,0827,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.2.0,
2021-06,RAN#92,RP-211095,0836,,A,Applicability of requirements for intra-band contiguous CA,17.2.0,
2021-06,RAN#92,RP-211110,0838,,A,Correction to Band n48 reference sensitivity,17.2.0,
2021-06,RAN#92,RP-211115,0843,,B,CR 38.101-1 new combinations Rel-17 NR Intra-band,17.2.0,
2021-06,RAN#92,RP-211115,0844,,B,CR 38.101-1 new combinations NR Inter-band 4 bands CA,17.2.0,
2021-06,RAN#92,RP-211115,0845,,F,CR 38.101-1 to re-introduce the 3DL/2UL configuration accidently deleted in R4-2102320,17.2.0,
2021-06,RAN#92,RP-211114,0847,1,F,Rel-17 CR 38101-1-h10 corrections 1 band NR and 2 band NR CA,17.2.0,
2021-06,RAN#92,RP-211114,0848,1,F,Rel-17 CR 38101-1-h10 corrections 3 band NR CA,17.2.0,
2021-06,RAN#92,RP-211115,0849,,F,CR 38101-1-h10 correction non-contiguous intra-band config table,17.2.0,
2021-06,RAN#92,RP-211110,0864,,A,CR for TS 38.101-1 update configured transmitted power for V2X (R17),17.2.0,
2021-06,RAN#92,RP-211116,0870,,A,"CR for 38.101-1-h10: Corrections to NS_12, NS_13, NS_14, NS_15",17.2.0,
2021-06,RAN#92,RP-211114,0871,,A,CR for correction of Rel-17 NR inter-band CA DC configuration for 2DL with up to 2 bands UL,17.2.0,
2021-06,RAN#92,RP-211122,0872,,B,"Big CR for 38.101, Introduce new band combinations for V2X con-current operation",17.2.0,
2021-06,RAN#92,RP-211114,0873,,F,Rel-17 CR 38101-1-g70 corrections,17.2.0,
2021-06,RAN#92,RP-211080,0874,,F,CR for 38.101-1-h10: Corrections to intra-band non-contiguous CA REFSENS,17.2.0,
2021-06,RAN#92,RP-211114,0875,,F,CR for TS 38.101-1: introduction of MSD test configurations related to IMD for inter-band combinations with intra-band UL CA as UL configuration,17.2.0,
2021-09,RAN#93,RP-211915,0884,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.3.0,
2021-09,RAN#93,RP-211909,0885,2,B,bigCR to TS 38.101-1 - Introduction of 35MHz and 45MHz channel bandwidth,17.3.0,
2021-09,RAN#93,RP-211896,0888,1,F,CR for updates related to NR Band n24,17.3.0,
2021-09,RAN#93,RP-211900,0889,,B,Big CR on introduction of completed NR CA/DC combs with 4DL/2UL within FR1,17.3.0,
2021-09,RAN#93,RP-211901,0890,1,B,CR to 38.101-1 Introduce SAR solution for UE power class 2 NR inter-band CA and SUL configurations,17.3.0,
2021-09,RAN#93,RP-211901,0891,,B,"CR to 38.101-1 Introduce RF requirements for HPUE CA with 2 bands downlink and x bands uplink (x =1,2)",17.3.0,
2021-09,RAN#93,RP-211902,0893,,B,CR on Introduction of completed SUL band combinations into TS 38.101-1,17.3.0,
2021-09,RAN#93,RP-211900,0894,,B,CR on Introduction of completed 5 bands inter-band CA into TS 38.101-1,17.3.0,
2021-09,RAN#93,RP-211901,0896,,F,CR to TS 38.101-1: Correction on PC2 1UL_2DL table 6.2A.1.3-2,17.3.0,
2021-09,RAN#93,RP-211900,0898,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,17.3.0,
2021-09,RAN#93,RP-211900,0899,,B,Big CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-1,17.3.0,
2021-09,RAN#93,RP-211900,0903,,B,CR 38.101-1 new combinations Rel-17 NR Intra-band,17.3.0,
2021-09,RAN#93,RP-211900,0904,,B,CR 38.101-1 new combinations NR Inter-band 4 bands CA,17.3.0,
2021-09,RAN#93,RP-211907,0905,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,17.3.0,
2021-09,RAN#93,RP-211896,0906,,B,CR for 38.101-1: Introduction of BCS4 and BCS5,17.3.0,
2021-09,RAN#93,RP-211900,0907,,F,CR for TS 38.101-1: Correcting CA frequency setup for 2UL interband reference sensitivity,17.3.0,
2021-09,RAN#93,RP-211895,0908,1,F,CR for TS 38.101-1 Rel-17: Applying n40 and n41 spurious emissions on CA,17.3.0,
2021-09,RAN#93,RP-211910,0911,1,B,Introduction of the UL 7.5kHz shift for NR TDD band n34 and n39,17.3.0,
2021-09,RAN#93,RP-211895,0912,,B,CR on contiguous CA with UL MIMO for power class 3,17.3.0,
2021-09,RAN#93,RP-211895,0913,1,B,CR on PC2 intra-band UL contiguous CA RF requirements,17.3.0,
2021-09,RAN#93,RP-211897,0914,,B,CR for TS 38.101-1 Tx diversity requirementsNOTE:The CR is partly implemented. .The changes were ignored in CR0914’s regarding PC1.5 in clause 6.2.2 due to conflict with CR0915,17.3.0,
2021-09,RAN#93,RP-211901,0915,,B,CR to 38.101-1: Introduction of PC1.5 in Bands n77 and n78,17.3.0,
2021-09,RAN#93,RP-211901,0916,,B,CR to 38.101-1: Introduction of PC1.5 in Band n79,17.3.0,
2021-09,RAN#93,RP-211888,0917,,F,CR to 38.101-1: PC1.5 MPR for Band n41,17.3.0,
2021-09,RAN#93,RP-211901,0918,,B,CR to TS 38.101-1: Addition of PC2 A-MPR for NS_50,17.3.0,
2021-09,RAN#93,RP-211921,0921,,F,Big CR for TS 38.101-1 Maintenance part1 (Rel-17),17.3.0,
2021-09,RAN#93,RP-211907,0923,,A,Big CR for TS 38.101-1 Maintenance part2 (Rel-17),17.3.0,
2021-09,RAN#93,RP-211900,0924,,F,"Rel-17 CR 38.101-1, band combination corrections",17.3.0,
2021-09,RAN#93,RP-211905,0925,,B,CR for updating the note of mandatory simultaneous Rx/Tx capability for Rel.17 FR1 NR-CA combinations,17.3.0,
2021-09,RAN#93,RP-212600,0927,2,A,Introduction of NS value for distinguishing support of extended n77,17.3.0,
2021-12,RAN#94,RP-212837,0930,,F,Clarification on applicability of RB restriction for n39 and n98,17.4.0,
2021-12,RAN#94,RP-212837,0932,1,B,CR on PC2 UE RF requirements of n34 in Rel-17 TS 38.101-1,17.4.0,
2021-12,RAN#94,RP-212837,0933,,B,CR on PC2 UE RF requirements of n39 in Rel-17 TS 38.101-1,17.4.0,
2021-12,RAN#94,RP-212830,0940,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,17.4.0,
2021-12,RAN#94,RP-212826,0941,,F,CR for 38.101-1 to remove UL MIMO restriction for SUL carrier,17.4.0,
2021-12,RAN#94,RP-212833,0942,,B,CR on UE maximum output power for n1 and n3 PC2,17.4.0,
2021-12,RAN#94,RP-212825,0944,1,B,CR for TS 38.101-1: 1024QAM,17.4.0,
2021-12,RAN#94,RP-212831,0945,,B,Big CR on introduction of completed NR CA/DC combs with 4DL/2UL within FR1,17.4.0,
2021-12,RAN#94,RP-212836,0947,,F,CR: Rel-17 38.101-1 Corrections on spurious emission band UE co-existence,17.4.0,
2021-12,RAN#94,RP-212830,0948,1,F,CR for TS 38.101-1: MSD test configurations modification for US inter-band CA combinations with n77,17.4.0,
2021-12,RAN#94,RP-212835,0949,1,F,CR for TS 38.101-1: Remove unsupported channel BWs for n25 and n79,17.4.0,
2021-12,RAN#94,RP-212835,0950,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,17.4.0,
2021-12,RAN#94,RP-212832,0951,1,F,CR to TS38.101-1: Correction on MSD table to apply PC2 NR inter-band CA combination,17.4.0,
