E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 5),E-UTRA Bands,1.4MHz,3MHz,5MHz,10MHz,15MHz,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-20A-40A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,3,Yes,Yes,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-20A-40C,-,1,,,Yes,Yes,Yes,Yes,100,0
,,3,Yes,Yes,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-20A-41A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-3A-20A-41A,-,1,,,Yes,Yes,Yes,Yes,100,0
,,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-20A-41C,-,1,,,Yes,Yes,Yes,Yes,100,0
,,3,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-20A-42A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-20A-43A,-,1,,,Yes,Yes,Yes,,55,0
,,3,,,Yes,Yes,Yes,,,
,,20,,,Yes,,,,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-21A-28A,CA_1A-3A CA_1A-21A CA_1A-28A CA_3A-21A CA_3A-28A6 CA_21A-28A,1,,,Yes,Yes,Yes,Yes,65,0
,,3,,,Yes,Yes,Yes,Yes,,
,,21,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,,,,
CA_1A-3A-21A-42A,CA_1A-3A CA_1A-21A CA_1A-42A CA_3A-21A CA_3A-42A CA_21A-42A,1,,,Yes,Yes,Yes,Yes,75,0
,,3,,,Yes,Yes,Yes,Yes,,
,,21,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-21A-42C,CA_1A-3A CA_1A-21A CA_1A-42A CA_3A-21A CA_3A-42A CA_21A-42A,1,,,Yes,Yes,Yes,Yes,95,0
,,3,,,Yes,Yes,Yes,Yes,,
,,21,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-28A-32A,CA_1A-3ACA_1A-28ACA_3A-28A,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-28A-38A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-28A-40A,CA_1A-3ACA_1A-28ACA_1A-40ACA_3A-28ACA_3A-40ACA_28A-40A,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-28A-40C,-,1,,,Yes,Yes,Yes,Yes,100,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-28A-42A,CA_1A-3A CA_1A-28A CA_1A-42A CA_3A-28A6 CA_3A-42A CA_28A-42A,1,,,Yes,Yes,Yes,Yes,70,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-28A-42C,CA_1A-3A CA_1A-28A CA_1A-42A CA_3A-28A6 CA_3A-42A CA_28A-42A,1,,,Yes,Yes,Yes,Yes,90,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-28A-71A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_1A-3C-28A-71A,-,1,,,Yes,Yes,Yes,Yes,100,0
,,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-32A-42A,-,1,,,Yes,Yes,Yes,,70,0
,,3,,,Yes,Yes,Yes,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-32A-43A,-,1,,,Yes,Yes,Yes,,70,0
,,3,,,Yes,Yes,Yes,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-40A-41A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,3,Yes,Yes,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-41A-42A,CA_1A-3ACA_1A-42ACA_3A-42A,1,,,Yes,Yes,Yes,Yes,80,0
,,3,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-41C-42A,CA_1A-3ACA_1A-42ACA_3A-42A,1,,,Yes,Yes,Yes,Yes,100,0
,,3,,,Yes,Yes,Yes,Yes,,
,,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-3A-41A-42C,CA_1A-3ACA_1A-42ACA_1A-42CCA_3A-42ACA_3A-42CCA_42C,1,,,Yes,Yes,Yes,Yes,100,0
,,3,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-41C-42C,CA_1A-3ACA_1A-42ACA_1A-42CCA_3A-42ACA_3A-42CCA_42C,1,,,Yes,Yes,Yes,Yes,120,0
,,3,,,Yes,Yes,Yes,Yes,,
,,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-3A-42A-43A,-,1,,,Yes,Yes,Yes,,70,0
,,3,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_1A-5A-7A-28A,-,1,,,Yes,Yes,Yes,,65,0
,,5,,,Yes,Yes,,,,
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_1A-5A-7A-7A-28A,-,1,,,Yes,Yes,Yes,Yes,90,0
,,5,Yes,Yes,Yes,Yes,,,,
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,1,,,Yes,Yes,Yes,Yes,,
CA_1A-20A-32A-38A,-,20,,,Yes,Yes,,,70,0
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-20A-32A-42A,-,1,,,Yes,Yes,Yes,,60,0
,,20,,,Yes,,,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-20A-32A-43A,-,1,,,Yes,Yes,Yes,,60,0
,,20,,,Yes,,,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-8A-20A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,20,,,,Yes,Yes,Yes,,
CA_1A-7A-8A-28A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,Yes,Yes,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-8A-32A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,Yes,Yes,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-8A-40A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_1A-5A-7A-46A,CA_1A-5A6 CA_1A-7A CA_5A-7A,1,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
,,46,,,,,,Yes,,
CA_1A-5A-7A-46C,-,1,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-7A-8A-38A10,CA_1A-8A,1,,,Yes,Yes,Yes,Yes,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-8A-40C,-,1,,,Yes,Yes,Yes,Yes,90,0
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_1A-7A-20A-28A7,-,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_1A-7C-20A-28A7,CA_7C,1,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-20A-32A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-7C-20A-32A,-,1,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-20A-38A11,CA_1A-20A,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-7C-20A-38A11,-,1,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-20A-42A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-28A-32A,CA_1A-7ACA_1A-28ACA_7A-28A,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-7C-28A-32A,-,1,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-28A-38A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-7C-28A-38A,-,1,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-28A-40A,CA_1A-7A-CA_1A-28ACA_1A-40ACA_7A-28ACA_7A-40ACA_28A-40A,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_1A-7A-28A-40A-40A,CA_1A-7A-CA_1A-28ACA_1A-40ACA_7A-28ACA_7A-40ACA_28A-40A,1,,,Yes,Yes,Yes,Yes,100,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_1A-7A-28A-40C,-,1,,,Yes,Yes,Yes,Yes,100,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-7A-32A-38A13,-,1,,,Yes,Yes,Yes,Yes,80,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-11A-28A,-,1,,,Yes,Yes,Yes,Yes,60,0
,,8,,,Yes,Yes,,,,
,,11,,,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-11A-42A,-,1,,,Yes,Yes,Yes,Yes,60,0
,,8,,,Yes,Yes,,,,
,,11,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-11A-42C,-,1,,,Yes,Yes,Yes,Yes,80,0
,,8,,,Yes,Yes,,,,
,,11,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-8A-20A-28A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-20A-32A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-20A-38A,CA_1A-8A,1,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-20A-40A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-28A-32A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_1A-8A-32A-38A,-,1,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-19A-21A-42A,CA_1A-19A6 CA_1A-21A CA_1A-42A CA_19A-21A CA_19A-42A6 CA_21A-42A,1,,,Yes,Yes,Yes,Yes,70,0
,,19,,,Yes,Yes,Yes,,,
,,21,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-19A-21A-42C,CA_1A-19A6 CA_1A-21A CA_1A-42A CA_19A-21A CA_19A-42A6 CA_21A-42A,1,,,Yes,Yes,Yes,Yes,90,0
,,19,,,Yes,Yes,Yes,,,
,,21,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-19A-28A-42A,-,1,,,Yes,Yes,Yes,Yes,75,0
,,19,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-19A-28A-42C,-,1,,,Yes,Yes,Yes,Yes,95,0
,,19,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,Yes,Yes,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-20A-28A-32A,-,1,,,Yes,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,1,,,Yes,Yes,Yes,Yes,,
CA_1A-20A-28A-38A7,-,20,,,,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_1A-21A-28A-42A,CA_1A-21A CA_1A-28A CA_1A-42A CA_21A-28A CA_21A-42A CA_28A-42A,1,,,Yes,Yes,Yes,Yes,65,0
,,21,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_1A-21A-28A-42C,CA_1A-21A CA_1A-28A CA_1A-42A CA_21A-28A CA_21A-42A CA_28A-42A,1,,,Yes,Yes,Yes,Yes,85,0
,,21,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_1A-32A-42A-43A,-,1,,,Yes,Yes,Yes,,75,0
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-5A-12A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,5,,,Yes,Yes,,,,
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-5A-30A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,5,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-7A-12A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,90,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-7A-12A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-2A-12A-30A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-14A-30A-66A,CA_2A-14ACA_14A-30A CA_14A-66A,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,14,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-4A-5A-12A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,4,,,Yes,Yes,Yes,Yes,,
,,5,,,Yes,Yes,,,,
,,12,,,Yes,Yes,,,,
CA_2A-4A-5A-29A,CA_2A-4A,2,,,Yes,Yes,Yes,Yes,60,0
,,4,,,Yes,Yes,Yes,Yes,,
,,5,,,Yes,Yes,,,,
,,29,,,Yes,Yes,,,,
CA_2A-4A-5A-30A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,4,,,Yes,Yes,Yes,Yes,,
,,5,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-4A-5B-30A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,4,,,Yes,Yes,Yes,Yes,,
,,5,See CA_5B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,30,,,Yes,Yes,,,,
CA_2A-4A-7A-12A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,4,,,Yes,Yes,Yes,Yes,,
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
CA_2A-4A-12A-30A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,4,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-4A-29A-30A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,4,,,Yes,Yes,Yes,Yes,,
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_2A-5A-7A-28A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-7A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,7,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-5A-7A-66A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,90,0
,,5,,,Yes,Yes,,,,
,,7,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-7C-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-7A-7A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-7A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,7,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-12A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,5,,,Yes,Yes,,,,
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-30A-66A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,5,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-30A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,5,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5B-30A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-46A-66A,-,2,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,46,,,,,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-46C-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-46D-66A,-,2,,,Yes,Yes,Yes,Yes,110,0
,,5,,,Yes,Yes,,,,
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-46E-66A,-,2,,,Yes,Yes,Yes,Yes,130,0
,,5,,,Yes,Yes,,,,
,,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-5A-46A-66A-66A,-,2,,,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,46,,,,,,Yes,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-46C-66A-66A,-,2,,,Yes,Yes,Yes,Yes,110,0
,,5,,,Yes,Yes,,,,
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-46D-66A-66A,-,2,,,Yes,Yes,Yes,Yes,130,0
,,5,,,Yes,Yes,,,,
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-48A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_5A-66ACA_5A-48ACA_2A-5A,2,Yes,Yes,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_2A-5A-48A-66A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_5A-66ACA_5A-48ACA_2A-5A,2,Yes,Yes,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-48C-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_5A-66ACA_5A-48ACA_2A-5A,2,Yes,Yes,Yes,Yes,Yes,Yes,90,0
,,5,,,Yes,Yes,,,,
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A1-1,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_2A-5A-48C-66A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_5A-66ACA_5A-48A,2,Yes,Yes,Yes,Yes,Yes,Yes,110,0
,,5,,,Yes,Yes,,,,
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_2A-5A-48D-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_5A-66ACA_5A-48ACA_2A-5A,2,Yes,Yes,Yes,Yes,Yes,Yes,110,0
,,5,,,Yes,Yes,,,,
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A1-1,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_2A-5A-48D-66A-66A,CA_2A-66ACA_2A-48ACA_48A-66ACA_5A-66ACA_5A-48ACA_2A-5A,2,Yes,Yes,Yes,Yes,Yes,Yes,130,0
