EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_2A-2A-30A_n77A14,DC_2A_n77A14DC_30A_n77A14
DC_2A-2A-30A_n77(2A)14,DC_2A_n77A14DC_30A_n77A14
DC_2A_n38A-n66A,DC_2A_n38ADC_2A_n66A
DC_2A_n38A-n71A,DC_2A_n38ADC_2A_n71A
DC_2A-38A_n78A,DC_2A_n78ADC_38A_n78A
DC_2A_n38A-n78A,DC_2A_n38ADC_2A_n78A
DC_2A_n41A-n66ADC_2A_n41C-n66A,DC_2A_n41ADC_2A_n66A
DC_2A-2A_n41A-n66A,DC_2A_n41ADC_2A_n66A
DC_2A_n41(2A)-n66A,DC_2A_n41ADC_2A_n66A
DC_2A_n41A-n71ADC_2A_n41C-n71A,DC_2A_n41ADC_2A_n71A
DC_2A-2A_n41A-n71A,DC_2A_n41ADC_2A_n71A
DC_2A_n41(2A)-n71A,DC_2A_n41ADC_2A_n71A
DC_2A_n41A-n77A,DC_2A_n41ADC_2A_n77A
DC_2A_n41A-n78A,DC_2A_n41ADC_2A_n78A
DC_2A-46A_n2A3DC_2A-46C_n2A3DC_2A-46D_n2A3DC_2A-46E_n2A3,DC_2A_n2A2
DC_2A-46A_n5A3DC_2A-46C_n5A3DC_2A-46D_n5A3DC_2A-46E_n5A3,DC_2A_n5A
DC_2A-2A-46A_n5A3DC_2A-2A-46C_n5A3DC_2A-2A-46D_n5A3,DC_2A_n5A
DC_2A-46A_n41ADC_2A-46C_n41ADC_2A-46D_n41A,DC_2A_n41A
DC_2A-46A_n41(2A)DC_2A-46C_n41(2A)DC_2A-46D_n41(2A),DC_2A_n41A
DC_2A-46A_n66ADC_2A-46C_n66ADC_2A-46D_n66ADC_2A-46E_n66A,DC_2A_n66A
DC_2A-46A_n71ADC_2A-46C_n71ADC_2A-46D_n71A,DC_2A_n71A
DC_2A-46A_n77A,DC_2A_n77A
DC_2A-46A-46A_n77A,DC_2A_n77A
DC_2A-48A_n2ADC_2A-48C_n2ADC_2A-48D_n2ADC_2A-48E_n2A,DC_2A_n2A2DC_48A_n2A21
DC_2A-48A_n5A,DC_2A_n5ADC_48A_n5A
DC_2A-48C_n5ADC_2A-48D_n5ADC_2A-48E_n5A,DC_2A_n5A
DC_2A_n48A-n66A,DC_2A_n48ADC_2A_n66A
DC_2A-48A_n71A,DC_2A_n71ADC_48A_n71A
DC_2A-48A_n12A,DC_2A_n12ADC_48A_n12A
DC_2A-48A_n48A,DC_2A_n48A
DC_2A-48A_n66ADC_2A-48C_n66ADC_2A-48D_n66ADC_2A-48E_n66A,DC_2A_n66ADC_48A_n66A
"DC_2A-48A_n77A14,15,16",DC_2A_n77A14
"DC_2A-48A-48A_n77A14,15,16",DC_2A_n77A14
"DC_2A-48A-48A-48A_n77A14,15,16",DC_2A_n77A14
"DC_2A-48C_n77A14,15,16DC_2A-48D_n77A14,15,16DC_2A-48E_n77A14,15,16DC_2A-48A_n77C14,15,16DC_2A-48C_n77C14,15,16DC_2A-48D_n77C14,15,16",DC_2A_n77A14
DC_2A-66A_n2A,DC_2A_n2A2DC_66A_n2A
DC_2A-66A-66A_n2A,DC_66A_n2A
DC_2A-66A_n5ADC_2A-66B_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-2A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-2A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-66A-66A-66A_n5A,DC_2A_n5ADC_66A_n5A
DC_2A-66A_n7A,DC_2A_n7ADC_66A_n7A
DC_2A-2A-66A_n7A,DC_2A_n7ADC_66A_n7A
DC_2A-66A-66A_n7A,DC_2A_n7ADC_66A_n7A
DC_2A-66A_n12A,DC_2A_n12ADC_66A_n12A
"DC_2A-66A_n25A16,20",DC_66A_n25A
DC_2A-66A_n28A,DC_2A_n28ADC_66A_n28A
DC_2A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-2A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-66A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-2A-66A-66A_n30A,DC_2A_n30ADC_66A_n30A
DC_2A-66A_n38A,DC_2A_n38ADC_66A_n38A
DC_2A-2A-66A_n38A,DC_2A_n38ADC_66A_n38A
DC_2A-66A-66A_n38A,DC_2A_n38ADC_66A_n38A
DC_2A-66A_n41A14DC_2A-66A_n41CDC_2C-66A_n41A,DC_2A_n41ADC_66A_n41A14
DC_2A-66A_n41(2A),DC_2A_n41ADC_66A_n41A
DC_2A-2A-66A_n41A,DC_2A_n41ADC_66A_n41A
DC_2A-66A_n48ADC_2A-66A_n48B,DC_2A_n48ADC_66A_n48A
DC_2A-66A-66A_n48ADC_2A-66A-66A_n48B,DC_2A_n48ADC_66A_n48A
DC_2A-66A_n66ADC_2A-66B_n66A,DC_2A_n66ADC_66A_n66A2
DC_2A-(n)66AA,DC_2A_n66ADC_(n)66AA2
DC_2A-2A-(n)66AA,DC_2A_n66ADC_(n)66AA2
DC_2A-66A-66A_n66A,DC_2A_n66ADC_66A_n66A2
DC_2A-66A-(n)66AA,DC_2A_n66ADC_(n)66AA2DC_66A_n66A2
DC_2A-2A-66A-(n)66AA,DC_2A_n66ADC_(n)66AA2DC_66A_n66A2
DC_2A-2A-66A_n66A,DC_2A_n66ADC_66A_n66A2
DC_2A-2A-66A-66A_n66A,DC_2A_n66A
DC_2A-66A_n71ADC_2A-66A_n71BDC_2A-66C_n71ADC_2C-66A_n71A,DC_2A_n71ADC_66A_n71A
DC_2A-2A-66A_n71A,DC_2A_n71ADC_66A_n71A
DC_2A-66A-66A_n71A,DC_2A_n71ADC_66A_n71A
DC_2A-2A-66A-66A_n71A,DC_2A_n71ADC_66A_n71A
DC_2A_n66A-n71A,DC_2A_n66ADC_2A_n71A
DC_2A-2A_n66A-n71A,DC_2A_n66ADC_2A_n71A
DC_2A-66A_n77A14DC_2A-66A_n77C14,DC_2A_n77A14DC_66A_n77A14
DC_2A-66A_n77(2A)14,DC_2A_n77A14DC_66A_n77A14
DC_2A-2A-66A_n77A14DC_2A-2A-66A_n77C14,DC_2A_n77A14DC_66A_n77A14
DC_2A-2A-66A_n77(2A) 14,DC_2A_n77A14DC_66A_n77A14
DC_2A-66A-66A_n77A14DC_2A-66A-66A_n77C14,DC_2A_n77A14DC_66A_n77A14
DC_2A-66A-66A_n77(2A)14,DC_2A_n77A14DC_66A_n77A14
DC_2A-2A-66A-66A_n77A14DC_2A-2A-66A-66A_n77C14,DC_2A_n77A14DC_66A_n77A14
DC_2A_n66A-n77A14DC_2A_n66A-n77C14,DC_2A_n77A14DC_2A_n66A
DC_2A-2A_n66A-n77A14DC_2A-2A_n66A-n77C14,DC_2A_n77A14DC_2A_n66A
"DC_2A-66A_n78A5,14",DC_2A_n78A14DC_66A_n78A14
"DC_2A-66A_n78(2A) 5,14",DC_2A_n78A14DC_66A_n78A14
DC_2A-2A-66A_n78A,DC_2A_n78A14DC_66A_n78A14
DC_2A_n66A-n78A,DC_2A_n66ADC_2A_n78A
DC_2A_n66A-n78(2A)DC_2A_n66(2A)-n78ADC_2A_n66(2A)-n78(2A),DC_2A_n66ADC_2A_n78A
DC_2A-2A_n66A-n78A,DC_2A_n66ADC_2A_n78A
"DC_2A-66A-66A_n78A5,14",DC_2A_n78A14DC_66A_n78A14
"DC_2A-66A-66A_n78(2A) 5,14",DC_2A_n78A14DC_66A_n78A14
DC_2A-71A_n2A,DC_71A_n2A
DC_2A-71A_n7A,DC_2A_n7ADC_71A_n7A
DC_2A-2A-71A_n7A,DC_2A_n7ADC_71A_n7A
DC_2A-71A_n38A,DC_71A_n38ADC_2A_n38A
DC_2A-2A-71A_n38A,DC_71A_n38ADC_2A_n38A
DC_2A-71A_n41A,DC_2A_n41ADC_71A_n41A
DC_2A-2A-71A_n41A,DC_2A_n41ADC_71A_n41A
DC_2A-71A_n66A,DC_2A_n66ADC_71A_n66A
DC_2A-2A-71A_n66A,DC_2A_n66ADC_71A_n66A
DC_2A-71A_n71A,DC_2A_n71A
DC_2A-71A_n77A,DC_2A_n77ADC_71A_n77A
DC_2A-2A-71A_n77A,DC_2A_n77ADC_71A_n77A
DC_2A-71A_n77(2A),DC_2A_n77ADC_71A_n77A
DC_2A_n71A-n77A,DC_2A_n71ADC_2A_n77A
DC_2A_n71A-n77(2A),DC_2A_n71ADC_2A_n77A
DC_2A-2A_n71A-n77A,DC_2A_n71ADC_2A_n77A
DC_2A-71A_n78A,DC_71A_n78ADC_2A_n78A
DC_2A-71A_n78(2A),DC_71A_n78ADC_2A_n78A
DC_2A-2A-71A_n78A,DC_71A_n78ADC_2A_n78A
DC_2A_n71A-n78A,DC_2A_n71ADC_2A_n78A
DC_2A-2A_n71A-n78A,DC_2A_n71ADC_2A_n78A
DC_2A-(n)71AA,DC_2A_n71ADC_(n)71AA
DC_3A_n1A-n5A,DC_3A_n1ADC_3A_n5A
DC_3A_n1A-n7ADC_3C_n1A-n7A,DC_3A_n1ADC_3C_n1ADC_3A_n7ADC_3C_n7A
DC_3A_n1A-n8A,DC_3A_n1ADC_3A_n8A
DC_3A-3A_n1A-n8A,DC_3A_n1ADC_3A_n8A
DC_3A_n1A-n20A,DC_3A_n1ADC_3A_n20A
DC_3A-3A_n1A-n20A,DC_3A_n1ADC_3A_n20A
DC_3A_n1A-n28ADC_3C_n1A-n28A,DC_3A_n1ADC_3C_n1ADC_3A_n28ADC_3C_n28A
DC_3A_n1A-n38A,DC_3A_n1ADC_3A_n38A
DC_3A_n1A-n40A,DC_3A_n1ADC_3A_n40A
DC_3A_n1A-n41A,DC_3A_n1ADC_3A_n41A
DC_3A-3A_n1A-n41A,DC_3A_n1ADC_3A_n41A
DC_3A_n1A-n75ADC_3C_n1A-n75A,DC_3A_n1ADC_3C_n1A
"DC_3A_n1A-n77A5, 14",DC_3A_n1ADC_3A_n77A14
"DC_3A_n1A-n78A5, 14DC_3C_n1A-n78A5",DC_3A_n1ADC_3C_n1ADC_3A_n78A14DC_3C_n78A
DC_3A_n1A-n78(2A)5DC_3C_n1A-n78(2A)5,DC_3A_n1ADC_3C_n1ADC_3A_n78A DC_3C_n78A
"DC_3A-3A_n1A-n78A5,14",DC_3A_n1ADC_3A_n78A14
"DC_3A_n1A-n79A5,14",DC_3A_n1ADC_3A_n79A14
DC_3A_n1A-n105A,DC_3A_n1ADC_3A_n105A
DC_(n)3AA-n7A,DC_(n)3AA2DC_3A_n7A
DC_3A_n3A-n7A,DC_3A_n3A2DC_3A_n7A
DC_(n)3AA-n8A,DC_(n)3AA2DC_3A_n8A
DC_(n)3AA-n28A,DC_(n)3AA2DC_3A_n28A
DC_3A_n3A-n28A,DC_3A_n3A2DC_3A_n28A
DC_3A_n3A-n41A,DC_3A_n41ADC_3A_n3A2
DC_(n)3AA-n67A,DC_(n)3AA2
DC_3A_n3A-n67A,DC_3A_n3A2
DC_3A_n3A-n77A5,DC_3A_n77A14DC_3A_n3A2
DC_(n)3AA-n77ADC_(n)3CA-n77A,DC_(n)3AA2DC_3A_n3A2DC_3A_n77ADC_3C_n77A
DC_(n)3AA-n77(2A)DC_(n)3CA-n77(2A),DC_(n)3AA2DC_3A_n77ADC_3A_n3A2
DC_(n)3AA-n78ADC_(n)3CA-n78A,DC_(n)3AA1DC_3A_n78ADC_3A_n3A2DC_3C_n78A
DC_(n)3AA-n78(2A)DC_(n)3CA-n78(2A),DC_(n)3AA1DC_3A_n78ADC_3A_n3A2
DC_3A_n3A-n78A5,DC_3A_n78ADC_3A_n3A2
DC_3A-5A_n1A,DC_3A_n1ADC_5A_n1A
DC_3A-5A_n3A,DC_3A_n3A2DC_5A_n3A
DC_3A-5A_n28A,DC_3A_n28ADC_5A_n28A
DC_3A-5A_n40A,DC_3A_n40ADC_5A_n40A
DC_3A_n5A-n40A,DC_3A_n5ADC_3A_n40A
DC_3A-5A_n77A,DC_3A_n77ADC_5A_n77A
DC_3A-5A_n77(2A)DC_3A-5A_n77(3A),DC_3A_n77ADC_5A_n77A
DC_3A-5A_n78A5DC_3C-5A_n78ADC_3A-5A_n78C5,DC_3A_n78ADC_5A_n78A
DC_3A-5A_n78(2A)5DC_3A-5A_n78(A-C)5,DC_3A_n78ADC_5A_n78A
"DC_3A_n5A-n78A5, 14DC_3C_n5A-n78A5, 14",DC_3A_n5ADC_3A_n78A14DC_3C_n78A14
DC_3A-5A_n79A5,DC_3A_n79ADC_5A_n79A
DC_3A_n5A-n105A,DC_3A_n5ADC_3A_n105A
DC_3A-7A_n1ADC_3A-7C_n1ADC_3C-7A_n1ADC_3C-7C_n1A,DC_3A_n1ADC_3C_n1ADC_7A_n1ADC_7C_n1A
DC_3A-3A-7A_n1A,DC_3A_n1ADC_7A_n1A
DC_3A-7A-7A_n1A,DC_3A_n1ADC_7A_n1A
DC_3A-3A-7A-7A_n1A,DC_3A_n1ADC_7A_n1A
DC_3A-7A_n3ADC_3A-7C_n3A,DC_3A_n3A2DC_7A_n3ADC_7C_n3A
DC_3A-7A_n5ADC_3C-7A_n5ADC_3A-7C_n5ADC_3C-7C_n5A,DC_3A_n5ADC_7A_n5ADC_7C_n5A
DC_3A-7A_n7ADC_3C-7A_n7A,DC_3A_n7ADC_3C_n7ADC_7A_n7A2
DC_3A-3A-7A_n7A,DC_3A_n7ADC_7A_n7A2
DC_3A-(n)7AADC_3C-(n)7AA,DC_3A_n7A
DC_3A-7A_n8A,DC_3A_n8ADC_7A_n8A
DC_3A-3A-7A_n8A,DC_3A_n8ADC_7A_n8A
DC_3A-7A-7A_n8A,DC_3A_n8ADC_7A_n8A
DC_3A-3A-7A-7A_n8A,DC_3A_n8ADC_7A_n8A
DC_3A-7A_n26ADC_3A-7C_n26ADC_3C-7A_n26ADC_3C-7C_n26A,DC_3A_n26ADC_3C_n26ADC_7A_n26ADC_7C_n26A
DC_3A-7A_n28ADC_3A-7C_n28ADC_3C-7A_n28ADC_3C-7C_n28A,DC_3A_n28ADC_3C_n28ADC_7A_n28ADC_7C_n28A
DC_3A-7A-7A_n28A,DC_3A_n28ADC_7A_n28A
DC_3A-7A_n40A,DC_3A_n40ADC_7A_n40A
DC_3A-7A-7A_n40A,DC_3A_n40ADC_7A_n40A
DC_3A-7A_n77A5,DC_3A_n77ADC_7A_n77A
DC_3A-3A-7A_n77A5,DC_3A_n77ADC_7A_n77A
DC_3A-7A-7A_n77A5,DC_3A_n77ADC_7A_n77A
DC_3A-3A-7A-7A_n77A5,DC_3A_n77ADC_7A_n77A
DC_3A-7A_n77(2A)DC_3A-7A_n77(3A),DC_3A_n77ADC_7A_n77A
DC_3A-7A-7A_n77(2A)DC_3A-7A-7A_n77(3A),DC_3A_n77ADC_7A_n77A
"DC_3A-7A_n78A5,14DC_3C-7A_n78A5,14DC_3A-7C_n78A5,14DC_3C-7C_n78A5,14DC_3A-7A_n78C5",DC_3A_n78A14DC_3C_n78A14DC_7A_n78A14DC_7C_n78A14
DC_3A_n7A-n28ADC_3C_n7A-n28A,DC_3A_n7ADC_3A_n28ADC_3C_n28ADC_3C_n7A
DC_3A-7A_n78(2A)5DC_3C-7A_n78(2A)5DC_3A-7C_n78(2A)5DC_3C-7C_n78(2A)5DC_3A-7A_n78(A-C)5,DC_3A_n78ADC_7A_n78ADC_3C_n78ADC_7C_n78A
"DC_3A-3A-7A_n78A5, 14",DC_3A_n78A14DC_7A_n78A14
"DC_3A-7A-7A_n78A5, 14DC_3A-7A-7A_n78C5",DC_3A_n78A14DC_7A_n78A14
DC_3A-7A-7A_n78(2A)5DC_3A-7A-7A_n78(A-C)5,DC_3A_n78ADC_7A_n78A
"DC_3A-3A-7A-7A_n78A5, 14",DC_3A_n78A14DC_7A_n78A14
DC_3A_n7A-n78A5DC_3A_n7B-n78A5DC_3C_n7A-n78A5DC_3C_n7B-n78A5,DC_3A_n7ADC_3C_n7ADC_3A_n78ADC_3C_n78A
DC_3A-3A_n7A-n78A5DC_3A-3A_n7B-n78A5,DC_3A_n7ADC_3A_n7BDC_3A_n78A
DC_3A_n7A-n78(2A)5DC_3C_n7A-n78(2A)5,DC_3A_n7ADC_3A_n78ADC_3C_n7ADC_3C_n78A
DC_3A-7A_n79A5,DC_3A_n79ADC_7A_n79A
DC_3A-3A-7A_n79A5,DC_3A_n79ADC_7A_n79A
DC_3A-7A-7A_n79A5,DC_3A_n79ADC_7A_n79A
DC_3A-3A-7A-7A_n79A5,DC_3A_n79ADC_7A_n79A
DC_3A-7A_n105A,DC_3A_n105ADC_7A_n105A
DC_3A-8A_n1ADC_3A-8B_n1ADC_3C-8A_n1A,DC_3A_n1ADC_3C_n1ADC_8A_n1ADC_8B_n1A
DC_3A-3A-8A_n1ADC_3A-3A-8B_n1A,DC_3A_n1ADC_8A_n1ADC_8B_n1A
DC_3A-8A_n7A,DC_3A_n7ADC_8A_n7A
"DC_3A-3A_n8A-n78A5,14",DC_3A_n8ADC_3A_n78A14
DC_3A_n8A-n40A,DC_3A_n8ADC_3A_n40A
DC_3A-8A_n41A,DC_3A_n41ADC_8A_n41A
DC_3A-3A-8A_n41A,DC_3A_n41ADC_8A_n41A
DC_3A_n8A-n41A,DC_3A_n41ADC_3A_n8A
DC_3A-8A_n28ADC_3C-8A_n28A,DC_3A_n28ADC_3C_n28ADC_8A_n28A
DC_3A-8A_n40ADC_3C-8A_n40A,DC_3A_n40ADC_8A_n40A
DC_3A-8A_n71ADC_3C-8A_n71A,DC_3A_n71ADC_8A_n71A
"DC_3A-8A_n77A5,14DC_3C-8A_n77A5,14",DC_3A_n77A14DC_3C_n77ADC_8A_n77A14
DC_3A-8B_n77A5,DC_3A_n77ADC_8A_n77A
"DC_3A-8A_n77(2A) 5, 14DC_3C-8A_n77(2A) 5,14",DC_3A_n77A14DC_3C_n77ADC_8A_n77A14
"DC_3A-8A_n77(3A) 5,14",DC_3A_n77A14DC_8A_n77A14
"DC_3A-8A_n78A5, 14DC_3C-8A_n78A5,14",DC_3A_n78A14DC_3C_n78ADC_8A_n78A14
"DC_3A-8A_n78(2A)5,14DC_3C-8A_n78(2A)5,14",DC_3A_n78A14DC_3C_n78ADC_8A_n78A14
"DC_3A-3A-8A_n78A5, 14",DC_3A_n78A14DC_8A_n78A14
"DC_3A-8B_n78A5,14",DC_3A_n78A14DC_8A_n78A14DC_8B_n78A14
"DC_3A-3A-8B_n78A5,14",DC_3A_n78A14DC_8A_n78A14DC_8B_n78A14
"DC_3A-8A_n79A5,14DC_3A-8A_n79C5",DC_3A_n79A14DC_8A_n79A14
DC_3A_n8A-n77A5,DC_3A_n8ADC_3A_n77A
DC_3A_n8A-n77(2A)5,DC_3A_n8ADC_3A_n77A
"DC_3A_n8A-n78A5,14",DC_3A_n8ADC_3A_n78A14
DC_3A-11A_n28A,DC_3A_n28ADC_11A_n28A
"DC_3A-11A_n77A5,14",DC_3A_n77A14DC_11A_n77A
"DC_3A-11A_n77(2A)5,14DC_3A-11A_n77(3A)5",DC_3A_n77A14DC_11A_n77A
DC_3A-11A_n79A14,DC_3A_n79A14
DC_3A-18A_n3A,DC_3A_n3A2DC_18A_n3A
DC_3A-18A_n28A,DC_3A_n28ADC_18A_n28A
DC_3A-18A_n41A,DC_3A_n41ADC_18A_n41A
DC_3A-18A_n77A14,DC_3A_n77ADC_18A_n77A
DC_3A-18A_n77(2A),DC_3A_n77ADC_18A_n77A
DC_3A-18A_n78A,DC_3A_n78ADC_18A_n78A
DC_3A-18A_n78(2A),DC_3A_n78ADC_18A_n78A
DC_3A-18A_n79A,DC_3A_n79ADC_18A_n79A
DC_3A-19A_n1A,DC_3A_n1ADC_19A_n1A
"DC_3A-19A_n77A5,14DC_3A-19A_n77C5",DC_3A_n77A14DC_19A_n77A14
"DC_3A-19A_n77(2A)5,14",DC_3A_n77A14DC_19A_n77A14
"DC_3A-19A_n78A5,14DC_3A-19A_n78C5",DC_3A_n78A14DC_19A_n78A14
"DC_3A-19A_n78(2A)5,14",DC_3A_n78A14DC_19A_n78A14
"DC_3A-19A_n79A5,14DC_3A-19A_n79C5",DC_3A_n79A14DC_19A_n79A14
DC_3A-20A_n1ADC_3C-20A_n1A,DC_3A_n1ADC_3C_n1ADC_20A_n1A
DC_3A-3A-20A_n1A,DC_3A_n1ADC_20A_n1A
DC_3A-20A_n3A,DC_3A_n3A2DC_20A_n3A
DC_3A-20A_n7ADC_3C-20A_n7A,DC_3A_n7ADC_3C_n7ADC_20A_n7A
DC_3A-20A_n8A,DC_3A_n8ADC_20A_n8A
"DC_3A-20A_n28A5,6,16,20DC_3C-20A_n28A5,6,16,20",DC_3A_n28ADC_3C_n28ADC_20A_n28A
DC_3A-20A_n41ADC_3C-20A_n41A,DC_3A_n41ADC_3C_n41ADC_20A_n41A
DC_3A-3A-20A_n41A,DC_3A_n41ADC_20A_n41A
DC_3A-20A_n38A,DC_3A_n38ADC_20A_n38A
DC_3A_n20A-n67ADC_3C_n20A-n67A,DC_3A_n20A
DC_3A-20A_n78A5DC_3C-20A_n78A5DC_3A-20A_n78C5,DC_3A_n78ADC_3C_n78ADC_20A_n78A
DC_3A-3A-20A_n78A,DC_3A_n78ADC_20A_n78A
DC_3A-20A_n78(2A)5,DC_3A_n78ADC_20A_n78A
DC_3A_n20A-n78A,DC_3A_n20ADC_3A_n78A
DC_3A-3A_n20A-n78A,DC_3A_n20ADC_3A_n78A
"DC_3A-21A_n1A10,11",DC_3A_n1ADC_21A_n1A
DC_3A-21A_n28A13,DC_3A_n28ADC_21A_n28A
"DC_3A-21A_n77A5, 14DC_3A-21A_n77C5, 14",DC_3A_n77A14DC_21A_n77A14
"DC_3A-21A_n77(2A)5,14",DC_3A_n77A14DC_21A_n77A14
"DC_3A-21A_n78A5,14DC_3A-21A_n78C5",DC_3A_n78A14DC_21A_n78A14
"DC_3A-21A_n78(2A)5,14",DC_3A_n78A14DC_21A_n78A14
"DC_3A-21A_n79A5,14DC_3A-21A_n79C5",DC_3A_n79A14DC_21A_n79A14
DC_3A-26A_n78ADC_3C-26A_n78A,DC_3A_n78ADC_26A_n78A
DC_3A-26A_n78(2A)DC_3C-26A_n78(2A),DC_3A_n78ADC_26A_n78A
DC_3A_n26A-n78ADC_3C_n26A-n78A,DC_3A_n26ADC_3C_n26ADC_3A_n78ADC_3C_n78A
DC_3A-28A_n1ADC_3C-28A_n1A,DC_3A_n1ADC_3C_n1ADC_28A_n1A
DC_3A-28A_n3A,DC_3A_n3A2DC_28A_n3A
DC_3A-28A_n5ADC_3C-28A_n5A,DC_3A_n5ADC_28A_n5A
DC_3A-28A_n7ADC_3C-28A_n7ADC_3A-28A_n7BDC_3C-28A_n7B,DC_3A_n7ADC_3C_n7ADC_28A_n7ADC_3A_n7BDC_28A_n7B
DC_3A-28A_n40ADC_3A-28C_n40ADC_3C-28A_n40ADC_3C-28C_n40A,DC_3A_n40ADC_28A_n40A
DC_3A-3A-28A_n7ADC_3A-3A-28A_n7B,DC_3A_n7ADC_28A_n7ADC_3A_n7BDC_28A_n7B
DC_3A-28A_n38A,DC_3A_n38ADC_28A_n38A
DC_3A_n28A-n38A,DC_3A_n28ADC_3A_n38A
DC_3A_n28A-n40ADC_3C_n28A-n40A,DC_3A_n28ADC_3A_n40A
DC_3A_n28A-n41A5,DC_3A_n28ADC_3A_n41A
"DC_3A-28A_n41A5,14",DC_3A_n41A14DC_28A_n41A14
DC_3A-28A_n71ADC_3C-28A_n71A,DC_3A_n71ADC_28A_n71A
DC_3A_n28A-n75ADC_3C_n28A-n75A,DC_3A_n28ADC_3C_n28A
"DC_3A-28A_n77A5, 14DC_3A-28C_n77A5DC_3A-28A_n77C5DC_3C-28A_n77A5DC_3C-28C_n77A5",DC_3A_n77A14DC_28A_n77A14
DC_3A-28A_n77(2A)5DC_3C-28A_n77(2A)5DC_3A-28C_n77(2A)5DC_3C-28C_n77(2A)5,DC_3A_n77ADC_28A_n77A
"DC_3A_n28A-n77A5,14DC_3C_n28A-n77A5",DC_3A_n28ADC_3A_n77A14DC_3C_n28ADC_3C_n77A
"DC_3A_n28A-n77(2A)5,14DC_3C_n28A-n77(2A)5",DC_3A_n28ADC_3A_n77A14DC_3C_n28ADC_3C_n77A
"DC_3A-28A_n78A5,14DC_3C-28A_n78A5,14DC_3A-28A_n78C5",DC_3A_n78A14DC_3C_n78A14DC_28A_n78A14
"DC_3A-28A_n78(2A)5,14",DC_3A_n78A14DC_28A_n78A14
DC_3A-3A-28A_n78A,DC_3A_n78ADC_28A_n78A
DC_3C-28A_n78(2A)5,DC_3A_n78ADC_3C_n78ADC_28A_n78A
"DC_3A_n28A-n78A5, 14DC_3C_n28A-n78A5, 14",DC_3A_n28ADC_3C_n28ADC_3A_n78A14DC_3C_n78A14
DC_3A_n28A-n78(2A)5DC_3C_n28A-n78(2A)5,DC_3A_n28ADC_3C_n28ADC_3A_n78ADC_3C_n78A
DC_3A-28A_n79A5DC_3A-28A_n79C5,DC_3A_n79ADC_28A_n79A
"DC_3A_n28A-n79A5, 14",DC_3A_n28ADC_3A_n79A14
DC_3A-28A_n105A,DC_3A_n105A
DC_3A-32A_n1ADC_3C-32A_n1A,DC_3A_n1ADC_3C_n1A
DC_3A-32A_n7A,DC_3A_n7A
DC_3A-32A_n28ADC_3C-32A_n28A,DC_3A_n28ADC_3C_n28A
DC_3A-32A_n41A,DC_3A_n41A
DC_3A-32A_n78ADC_3C-32A_n78ADC_3A-32A_n78C,DC_3A_n78ADC_3C_n78A
DC_3A-32A_n78(2A),DC_3A_n78A
DC_3A-38A_n1A,DC_3A_n1ADC_38A_n1A
DC_3A-38A_n28ADC_3C-38A_n28A,DC_3A_n28ADC_3C_n28ADC_38A_n28A
DC_3A_n38A-n40A25,DC_3A_n38ADC_3A_n40A
DC_3A-38A_n78A,DC_3A_n78ADC_38A_n78A
DC_3A-38A_n78(2A)DC_3C-38A_n78(2A),DC_3A_n78ADC_3C_n78ADC_38A_n78A
DC_3A_n38A-n78A,DC_3A_n38ADC_3A_n78A
DC_3C-38A_n78A,DC_3A_n78ADC_3C_n78ADC_38A_n78A
DC_3A-40A_n1ADC_3A-40C_n1A,DC_3A_n1ADC_40A_n1A
DC_3A-40A_n28A,DC_3A_n28ADC_40A_n28A
DC_3A_n40A-n41ADC_3A_n40A-n41C,DC_3A_n40ADC_3A_n41A
DC_3A_n40A-n71ADC_3C_n40A-n71A,DC_3A_n40ADC_3A_n71A
DC_3A-40A_n77ADC_3A-40C_n77A,DC_3A_n77A DC_40A_n77A
DC_3A_n40A-n77ADC_3C_n40A-n77A,DC_3A_n40ADC_3A_n77A
DC_3A_n40A-n77(2A),DC_3A_n40ADC_3A_n77A
DC_3A-40A_n78ADC_3A-40C_n78A,DC_3A_n78ADC_40A_n78A
DC_3A-40A_n78(2A)DC_3A-40C_n78(2A),DC_3A_n78ADC_40A_n78A
DC_3A_n40A-n78ADC_3A_n40A-n78C,DC_3A_n40ADC_3A_n78A
DC_3A_n40A-n79A DC_3A_n40A-n79C,DC_3A_n40ADC_3A_n79A
DC_3A_n40A-n105A,DC_3A_n40ADC_3A_n105A
DC_3A-41A_n1ADC_3A-41C_n1A,DC_3A_n1ADC_41A_n1ADC_41C_n1A
DC_3A-3A-41A_n1ADC_3A-3A-41C_n1A,DC_3A_n1ADC_41A_n1ADC_41C_n1A
DC_3A-41A_n3ADC_3A-41C_n3A,DC_3A_n3A2DC_41A_n3ADC_41C_n3A
DC_3A-41A_n28A5DC_3A-41C_n28A5,DC_3A_n28ADC_41A_n28ADC_41C_n28A
DC_3A-41A_n41ADC_3A-41C_n41ADC_3A-41D_n41A,DC_3A_n41ADC_41A_n41A
DC_3A-3A-41A_n41A,DC_3A_n41ADC_41A_n41A
