NR CA configuration,Uplink configuration,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
,,n79,"40, 50, 60, 80, 100",
,,n257,"50, 100, 200, 400",
CA_n3A-n77(2A)-n79A-n257G,CA_n3A-n77ACA_n3A-n79ACA_n3A-n257A/GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n3,"5, 10, 15, 20, 25, 30",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257G,
CA_n3A-n77(2A)-n79A-n257H,CA_n3A-n77ACA_n3A-n79ACA_n3A-n257A/G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n3,"5, 10, 15, 20, 25, 30",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257H,
CA_n3A-n77(2A)-n79A-n257I,CA_n3A-n77ACA_n3A-n79ACA_n3A-n257A/G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n3,"5, 10, 15, 20, 25, 30",0
,,n77,CA_n77(2A),
,,n79,"40, 50, 60, 80, 100",
,,n257,CA_n257I,
CA_n5A-n48A-n66A-n260A,CA_n5A-n260ACA_n48A-n260ACA_n66A-n260A,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,"50, 100, 200, 400",
CA_n5A-n48A-n66A-n260G,CA_n5A-n260A/GCA_n48A-n260A/GCA_n66A-n260A/G,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260G,
CA_n5A-n48A-n66A-n260H,CA_n5A-n260A/G/HCA_n48A-n260A/G/HCA_n66A-n260A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260H,
CA_n5A-n48A-n66A-n260I,CA_n5A-n260A/G/H/I CA_n48A-n260A/G/H/ICA_n66A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260I,
CA_n5A-n48A-n66A-n260J,CA_n5A-n260A/G/H/ICA_n48A-n260A/G/H/ICA_n66A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260J,
CA_n5A-n48A-n66A-n260K,CA_n5A-n260A/G/H/ICA_n48A-n260A/G/H/ICA_n66A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260K,
CA_n5A-n48A-n66A-n260L,CA_n5A-n260A/G/H/ICA_n48A-n260A/G/H/ICA_n66A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260L,
CA_n5A-n48A-n66A-n260M,CA_n5A-n260A/G/H/ICA_n48A-n260A/G/H/ICA_n66A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260M,
CA_n5A-n48A-n66A-n261A,CA_n5A-n261ACA_n48A-n261ACA_n66A-n261A,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,"50, 100, 200, 400",
CA_n5A-n48A-n66A-n261G,CA_n5A-n261A/GCA_n48A-n261A/GCA_n66A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261G,
CA_n5A-n48A-n66A-n261H,CA_n5A-n261A/G/HCA_n48A-n261A/G/HCA_n66A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261H,
CA_n5A-n48A-n66A-n261I,CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261I,
CA_n5A-n48A-n66A-n261J,CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261J,
CA_n5A-n48A-n66A-n261K,CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261K,
CA_n5A-n48A-n66A-n261L,CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261L,
CA_n5A-n48A-n66A-n261M,CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261M,
CA_n5A-n48A-n66A-n261(A-G),CA_n5A-n261A/GCA_n48A-n261A/GCA_n66A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(A-G),
CA_n5A-n48A-n66A-n261(A-H),CA_n5A-n261A/G/HCA_n48A-n261A/G/HCA_n66A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(A-H),
CA_n5A-n48A-n66A-n261(A-I),CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(A-I),
CA_n5A-n48A-n66A-n261(2A-G),CA_n5A-n261A/GCA_n48A-n261A/GCA_n66A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(2A-G),
CA_n5A-n48A-n66A-n261(2A-H),CA_n5A-n261A/G/HCA_n48A-n261A/G/HCA_n66A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(2A-H),
CA_n5A-n48A-n66A-n261(2A-I),CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(2A-I),
CA_n5A-n48A-n66A-n261(G-I),CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(G-I),
CA_n5A-n48A-n66A-n261(2A),CA_n5A-n261ACA_n48A-n261ACA_n66A-n261A,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(2A),
CA_n5A-n48A-n66A-n261(3A),CA_n5A-n261ACA_n48A-n261ACA_n66A-n261A,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(3A),
CA_n5A-n48A-n66A-n261(2G),CA_n5A-n261A/GCA_n48A-n261A/GCA_n66A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(2G),
CA_n5A-n48A-n66A-n261(A-2G),CA_n5A-n261A/GCA_n48A-n261A/GCA_n66A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(A-2G),
CA_n5A-n48A-n66A-n261(G-H),CA_n5A-n261A/G/HCA_n48A-n261A/G/HCA_n66A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(G-H),
CA_n5A-n48A-n66A-n261(2H),CA_n5A-n261A/G/HCA_n48A-n261A/G/HCA_n66A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(2H),
CA_n5A-n48A-n66A-n261(A-G-H),CA_n5A-n261A/G/HCA_n48A-n261A/G/HCA_n66A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(A-G-H),
CA_n5A-n48A-n66A-n261(H-I),CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(H-I),
CA_n5A-n48A-n66A-n261(A-G-I),CA_n5A-n261A/G/H/ICA_n48A-n261A/G/H/ICA_n66A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n261,CA_n261(A-G-I),
CA_n5A-n66A-n77A-n260A,CA_n5A-n260ACA_n66A-n260ACA_n77A-n260A,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,"50, 100, 200, 400",
CA_n5A-n66A-n77A-n260G,CA_n5A-n260A/GCA_n66A-n260A/GCA_n77A-n260A/G,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260G,
CA_n5A-n66A-n77A-n260H,CA_n5A-n260A/G/HCA_n66A-n260A/G/HCA_n77A-n260A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260H,
CA_n5A-n66A-n77A-n260I,CA_n5A-n260A/G/H/ICA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260I,
CA_n5A-n66A-n77A-n260J,CA_n5A-n260A/G/H/ICA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260J,
CA_n5A-n66A-n77A-n260K,CA_n5A-n260A/G/H/ICA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260K,
CA_n5A-n66A-n77A-n260L,CA_n5A-n260A/G/H/ICA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260L,
CA_n5A-n66A-n77A-n260M,CA_n5A-n260A/G/H/ICA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260M,
CA_n5A-n66A-n77A-n261A,CA_n5A-n261ACA_n66A-n261ACA_n77A-n261A,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,"50, 100, 200, 400",
CA_n5A-n66A-n77A-n261G,CA_n5A-n261A/GCA_n66A-n261A/GCA_n77A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261G,
CA_n5A-n66A-n77A-n261H,CA_n5A-n261A/G/HCA_n66A-n261A/G/HCA_n77A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261H,
CA_n5A-n66A-n77A-n261I,CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261I,
CA_n5A-n66A-n77A-n261J,CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261J,
CA_n5A-n66A-n77A-n261K,CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261K,
CA_n5A-n66A-n77A-n261L,CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261L,
CA_n5A-n66A-n77A-n261M,CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261M,
CA_n5A-n66A-n77A-n261(G-H),CA_n5A-n261A/G/HCA_n66A-n261A/G/HCA_n77A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(G-H),
CA_n5A-n66A-n77A-n261(2H),CA_n5A-n261A/G/HCA_n66A-n261A/G/HCA_n77A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(2H),
CA_n5A-n66A-n77A-n261(A-G-H),CA_n5A-n261A/G/HCA_n66A-n261A/G/HCA_n77A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(A-G-H),
CA_n5A-n66A-n77A-n261(H-I),CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(H-I),
CA_n5A-n66A-n77A-n261(A-G-I),CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(A-G-I),
CA_n5A-n66A-n77A-n261(A-G),CA_n5A-n261A/GCA_n66A-n261A/GCA_n77A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(A-G),
CA_n5A-n66A-n77A-n261(A-H),CA_n5A-n261A/G/HCA_n66A-n261A/G/HCA_n77A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(A-H),
CA_n5A-n66A-n77A-n261(A-I),CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(A-I),
CA_n5A-n66A-n77A-n261(A-2G),CA_n5A-n261A/GCA_n66A-n261A/GCA_n77A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(A-2G),
CA_n5A-n66A-n77A-n261(2A-G),CA_n5A-n261A/GCA_n66A-n261A/GCA_n77A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(2A-G),
CA_n5A-n66A-n77A-n261(2A-H),CA_n5A-n261A/G/HCA_n66A-n261A/G/HCA_n77A-n261A/G/H,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(2A-H),
CA_n5A-n66A-n77A-n261(2A-I),CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(2A-I),
CA_n5A-n66A-n77A-n261(G-I),CA_n5A-n261A/G/H/ICA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(G-I),
CA_n5A-n66A-n77A-n261(2A),CA_n5A-n261ACA_n66A-n261ACA_n77A-n261A,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(2A),
CA_n5A-n66A-n77A-n261(3A),CA_n5A-n261ACA_n66A-n261ACA_n77A-n261A,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(3A),
CA_n5A-n66A-n77A-n261(2G),CA_n5A-n261A/GCA_n66A-n261A/GCA_n77A-n261A/G,n5,"5, 10, 15, 20, 25",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,CA_n261(2G),
CA_n7A-n26A-n78A-n258A,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258ACA_n26A-n78ACA_n26A-n258ACA_n78A-n258A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n7A-n26A-n78A-n258B,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/BCA_n26A-n78ACA_n26A-n258A/BCA_n78A-n258A/B CA_n258B,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258B,
CA_n7A-n26A-n78A-n258C,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/B/CCA_n26A-n78ACA_n26A-n258A/B/CCA_n78A-n258A/B/CCA_n258B/C,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258C,
CA_n7A-n26A-n78A-n258D,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/DCA_n26A-n78ACA_n26A-n258A/DCA_n78A-n258A/D CA_n258D,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258D,
CA_n7A-n26A-n78A-n258E,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/D/ECA_n26A-n78ACA_n26A-n258A/D/ECA_n78A-n258A/D/ECA_n258D/E,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258E,
CA_n7A-n26A-n78A-n258F,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/D/E/FCA_n26A-n78ACA_n26A-n258A/D/E/FCA_n78A-n258A/D/E/FCA_n258D/E/F,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258F,
CA_n7A-n26A-n78A-n258G,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/GCA_n26A-n78ACA_n26A-n258A/GCA_n78A-n258A/GCA_n258G,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258G,
CA_n7A-n26A-n78A-n258H,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/HCA_n26A-n78ACA_n26A-n258A/G/HCA_n78A-n258A/G/HCA_n258G/H,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258H,
CA_n7A-n26A-n78A-n258I,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258I,
CA_n7A-n26A-n78A-n258J,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258J,
CA_n7A-n26A-n78A-n258K,CA_n7A-n26ACA_n7A-n78ACA_n7A-n258A/G/H/ICA_n26A-n78ACA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n258G/H/I,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258K,
