EN-DCconfiguration,Uplink EN-DC configuration(note 1)
"DC_1A-7A-20A_n28A3,8,14",DC_1A_n28ADC_7A_n28ADC_20A_n28A
"DC_1A-7A-20A_n38A12,13",CA_1A-20A
DC_1A-7A-20A_n78A2DC_1A-7A-20A_n78C2,DC_1A_n78ADC_7A_n78ADC_20A_n78A
DC_1A-1A-7A-20A_n78A2,DC_1A_n78ADC_7A_n78ADC_20A_n78A
DC_1A-7A-7A-20A_n78A2,DC_1A_n78ADC_7A_n78ADC_20A_n78A
DC_1A-7A-20A_n78(2A),DC_1A_n78ADC_7A_n78ADC_20A_n78A
DC_1A-7A-26A_n78ADC_1A-7C-26A_n78A,DC_1A_n78ADC_7A_n78ADC_26A_n78A
DC_1A-7A-26A_n78(2A)DC_1A-7C-26A_n78(2A),DC_1A_n78ADC_7A_n78ADC_26A_n78A
DC_1A-7A_n26A-n78A,DC_1A_n26ADC_1A_n78ADC_7A_n26ADC_7A_n78A
DC_1A-7C_n26A-n78A,DC_1A_n26ADC_1A_n78ADC_7A_n26ADC_7C_n26ADC_7A_n78ADC_7C_n78A
DC_1A-7A-28A_n3ADC_1A-7C-28A_n3A,DC_1A_n3ADC_7A_n3ADC_7C_n3ADC_28A_n3A
DC_1A-7A-28A_n5ADC_1A-7C-28A_n5A,DC_1A_n5ADC_7A_n5ADC_7C_n5ADC_28A_n5A
DC_1A-7A-28A_n7A,DC_1A_n7ADC_7A_n7A4DC_28A_n7A
DC_1A-1A-7A-28A_n7A,DC_1A_n7ADC_7A_n7A4DC_28A_n7A
DC_1A-7A-28A_n20A,DC_1A_n20ADC_7A_n20ADC_28A_n20A
DC_1A-7A-28A_n38A,1A1628A16
DC_1A-7A_n28A-n38A,DC_1A_n28A16
DC_1A-7A-28A_n40A,DC_1A_n40ADC_7A_n40ADC_28A_n40A
DC_1A-7A-28A_n78ADC_1A-7C-28A_n78A,DC_1A_n78ADC_7A_n78ADC_7C_n78ADC_28A_n78A
DC_1A-7A-7A-28A_n78A,DC_1A_n78ADC_7A_n78ADC_28A_n78A
DC_1A-7A-28A_n78(2A)DC_1A-7C-28A_n78(2A),DC_1A_n78ADC_7A_n78ADC_28A_n78A
DC_1A-1A-7A-28A_n78A,DC_1A_n78ADC_7A_n78ADC_28A_n78A
DC_1A-7A_n28A-n78A2DC_1A-7C_n28A-n78A,DC_1A_n28ADC_1A_n78ADC_7A_n28ADC_7A_n78ADC_7C_n28ADC_7C_n78A
DC_1A-7A-32A_n3ADC_1A-7C-32A_n3A,DC_1A_n3ADC_7A_n3A
DC_1A-7A-32A_n8A,DC_1A_n8ADC_7A_n8A
DC_1A-7A-32A_n28A,DC_1A_n28ADC_7A_n28A
DC_1A-7A-32A_n78A,DC_1A_n78ADC_7A_n78A
DC_1A-7A-38A_n3A,DC_1A_n3A
DC_1A-7A-38A_n8A,DC_1A_n8A
DC_1A-7A-38A_n28A10,DC_1A_n28A
DC_1A-7A-38A_n78A10,DC_1A_n78A
DC_1A-7A_n40A-n77A,DC_1A_n40ADC_1A_n77ADC_7A_n40ADC_7A_n77A
DC_1A-7A_n40A-n77(2A),DC_1A_n40ADC_1A_n77ADC_7A_n40ADC_7A_n77A
DC_1A-7A-7A_n40A-n77A,DC_1A_n40ADC_1A_n77ADC_7A_n40ADC_7A_n77A
DC_1A-7A-7A_n40A-n77(2A),DC_1A_n40ADC_1A_n77ADC_7A_n40ADC_7A_n77A
DC_1A-7A-40A_n78ADC_1A-7A-40C_n78A,DC_1A_n78ADC_7A_n78ADC_40A_n78A
DC_1A-7A-40A_n78(2A)DC_1A-7A-40C_n78(2A),DC_1A_n78ADC_7A_n78ADC_40A_n78A
DC_1A-7A_n40A-n78ADC_1A-7A_n40A-n78C,DC_1A_n40ADC_1A_n78ADC_7A_n40ADC_7A_n78A
DC_1A-7A-7A_n40A-n78ADC_1A-7A-7A_n40A-n78C,DC_1A_n40ADC_1A_n78ADC_7A_n40ADC_7A_n78A
DC_1A-7A_n40A-n105A,DC_1A_n40ADC_1A_n105ADC_7A_n40ADC_7A_n105A
DC_1A-7A_n75A-n78A,DC_1A_n78ADC_7A_n78A
DC_1A-7A_n78A-n105A,DC_1A_n78ADC_1A_n105ADC_7A_n78ADC_7A_n105A
DC_1A-8A_n1A-n41A,DC_1A_n1A4DC_1A_n41ADC_8A_n1ADC_8A_n41A
DC_1A-8A_n1A-n78A,DC_1A_n1ADC_1A_n78ADC_8A_n1ADC_8A_n78A
DC_1A-8A-(n)3AADC_1A-8A-(n)3CA,DC_1A_n3ADC_3A_n3A4DC_(n)3AA4DC_8A_n3A
DC_1A-8A_n3A-n28A,DC_1A_n3ADC_1A_n28ADC_8A_n3ADC_8A_n28A
"DC_1A-8A_n3A-n77A2,9DC_1A-8B_n3A-n77A2",DC_1A_n3ADC_1A_n77A9DC_8A_n3ADC_8A_n77A9
"DC_1A-8A_n3A-n77(2A)2, 9",DC_1A_n3ADC_1A_n77A9DC_8A_n3ADC_8A_n77A9
DC_1A-8A_n3A-n78A,DC_1A_n3ADC_1A_n78ADC_8A_n3ADC_8A_n78A
DC_1A-8A_n3A-n78(2A),DC_1A_n3ADC_1A_n78ADC_8A_n3ADC_8A_n78A
DC_1A-8A_n3A-n79A9,DC_1A_n3ADC_1A_n79A9DC_8A_n3ADC_8A_n79A9
DC_1A-8A_n7A-n78A,DC_1A_n7ADC_1A_n78ADC_8A_n7ADC_8A_n78A
DC_1A-8A-11A_n3A,DC_1A_n3ADC_8A_n3ADC_11A_n3A
DC_1A-8A-11A_n28A,DC_1A_n28ADC_8A_n28ADC_11A_n28A
"DC_1A-8A-11A_n77A2,9",DC_1A_n77A9DC_8A_n77A9DC_11A_n77A
"DC_1A-8A-11A_n77(2A)2,9DC_1A-8A-11A_n77(3A)2",DC_1A_n77A9DC_8A_n77A9DC_11A_n77A
DC_1A-8A-11A_n78A2,DC_1A_n78ADC_8A_n78ADC_11A_n78A
DC_1A-8A-11A_n79A2,DC_1A_n79ADC_8A_n79ADC_11A_n79A
DC_1A-8A-20A_n3A,DC_1A_n3ADC_8A_n3ADC_20A_n3A
"DC_1A-8A-20A_n28A3,8,11,14",DC_1A_n28ADC_8A_n28ADC_20A_n28A
DC_1A-8A-20A_n78A,DC_1A_n78ADC_8A_n78ADC_20A_n78A
DC_1A-8A-28A_n3A,DC_1A_n3ADC_8A_n3ADC_28A_n3A
DC_1A-8A-28A_n71A,DC_1A_n71ADC_8A_n71ADC_28A_n71A4
DC_1A-8A-28A_n40ADC_1A-8A-28C_n40A,DC_1A_n40ADC_8A_n40ADC_28A_n40A
DC_1A-8A-28A_n77ADC_1A-8A-28C_n77A,DC_1A_n77ADC_8A_n77ADC_28A_n77A
DC_1A-8A-28A_n77(2A)DC_1A-8A-28C_n77(2A),DC_1A_n77ADC_8A_n77ADC_28A_n77A
"DC_1A-8A_n28A-n77A2,9",DC_1A_n28ADC_1A_n77A9DC_8A_n28ADC_8A_n77A9
"DC_1A-8A_n28A-n77(2A)2, 9",DC_1A_n28ADC_1A_n77A9DC_8A_n28ADC_8A_n77A9
DC_1A-8A-28A_n78A,DC_1A_n78ADC_8A_n78ADC_28A_n78A
DC_1A-8A_n28A-n78A2,DC_1A_n28ADC_1A_n78ADC_8A_n28ADC_8A_n78A
DC_1A-8A_n28A-n78(2A)2,DC_1A_n28ADC_1A_n78ADC_8A_n28ADC_8A_n78A
"DC_1A-8A_n28A-n79A2,9",DC_1A_n28ADC_1A_n79A9DC_8A_n28ADC_8A_n79A9
DC_1A-8A-32A_n3A,DC_1A_n3ADC_8A_n3A
DC_1A-8A-32A_n78A,DC_1A_n78ADC_8A_n78A
DC_1A-8A_n40A-n77A,DC_1A_n40ADC_1A_n77ADC_8A_n40ADC_8A_n77A
DC_1A-8A-38A_n28A,DC_1A_n28ADC_8A_n28ADC_38A_n28A
DC_1A-8A-38A_n78A,DC_1A_n78ADC_8A_n78ADC_38A_n78A
DC_1A-8A-40A_n28A,DC_1A_n28ADC_8A_n28ADC_40A_n28A
DC_1A-8A_n40A-n71A,DC_1A_n40ADC_1A_n71ADC_8A_n40ADC_8A_n71A
DC_1A-8A_n40A-n78A,DC_1A_n40ADC_1A_n78ADC_8A_n40ADC_8A_n78A
DC_1A-8A-40A_n78ADC_1A-8A-40C_n78A,DC_1A_n78ADC_8A_n78ADC_40A_n78A
DC_1A-8A-40A_n78(2A)DC_1A-8A-40C_n78(2A),DC_1A_n78ADC_8A_n78ADC_40A_n78A
DC_1A-8A-41A_n1ADC_1A-8A-41C_n1A,DC_1A_n1A4DC_8A_n1ADC_41A_n1A
DC_1A-8A-41A_n41A,DC_1A_n41ADC_8A_n41ADC_41A_n41A
DC_1A-8A-41A_n78ADC_1A-8A-41C_n78A,DC_1A_n78ADC_8A_n78ADC_41A_n78A
DC_1A-8A_n41A-n78A,DC_1A_n41ADC_8A_n41ADC_1A_n78ADC_8A_n78A
DC_1A-8A-42A_n3A2DC_1A-8A-42C_n3A2,DC_1A_n3ADC_8A_n3ADC_42A_n3ADC_42C_n3A
DC_1A-8A-42A_n28A2DC_1A-8A-42C_n28A2,DC_1A_n28ADC_8A_n28ADC_42A_n28ADC_42C_n28A
"DC_1A-8A-42A_n77A7,8DC_1A-8A-42C_n77A7,8",DC_1A_n77ADC_8A_n77A
"DC_1A-8A-42A_n77(2A) 7,8DC_1A-8A-42C_n77(2A) 7,8",DC_1A_n77ADC_8A_n77A
DC_1A-8A_n71A-n77A,DC_1A_n71ADC_1A_n77ADC_8A_n71ADC_8A_n77A
DC_1A-8A_n77A-n79A9,DC_1A_n77A9DC_1A_n79A9DC_8A_n77A9DC_8A_n79A9
DC_1A-8A_n77(2A)-n79A9,DC_1A_n77A9DC_1A_n79A9DC_8A_n77A9DC_8A_n79A9
DC_1A-11A_n3A-n28A,DC_1A_n3ADC_1A_n28ADC_11A_n3ADC_11A_n28A
DC_1A-11A_n3A-n77A2,DC_1A_n3ADC_1A_n77ADC_11A_n3ADC_11A_n77A
DC_1A-11A_n3A-n77(2A) 2,DC_1A_n3ADC_1A_n77ADC_11A_n3ADC_11A_n77A
DC_1A-11A_n3A-n79A,DC_1A_n3ADC_1A_n79ADC_11A_n3ADC_11A_n79A
DC_1A-11A-18A_n3A,DC_1A_n3ADC_11A_n3ADC_18A_n3A
DC_1A-11A-18A_n28A,DC_1A_n28ADC_11A_n28ADC_18A_n28A
DC_1A-11A-18A_n41A,DC_1A_n41ADC_11A_n41ADC_18A_n41A
DC_1A-11A-18A_n77A,DC_1A_n77ADC_11A_n77ADC_18A_n77A
DC_1A-11A-18A_n77(2A),DC_1A_n77ADC_11A_n77ADC_18A_n77A
DC_1A-11A-18A_n78A,DC_1A_n78ADC_11A_n78ADC_18A_n78A
DC_1A-11A-18A_n78(2A),DC_1A_n78ADC_11A_n78ADC_18A_n78A
"DC_1A-11A_n28A-n77A2,9",DC_1A_n28ADC_1A_n77A9DC_11A_n28ADC_11A_n77A
DC_1A-11A_n28A-n77(2A)2,DC_1A_n28ADC_1A_n77ADC_11A_n28ADC_11A_n77A
DC_1A-11A_n77A-n79A9,DC_1A_n77A9DC_1A_n79A9DC_11A_n77ADC_11A_n79A
DC_1A-11A_n77(2A)-n79A,DC_1A_n77ADC_1A_n79ADC_11A_n77ADC_11A_n79A
DC_1A-18A_n3A-n41A,DC_1A_n3ADC_1A_n41ADC_18A_n3ADC_18A_n41A
DC_1A-18A_n3A-n77A,DC_1A_n3ADC_1A_n77ADC_18A_n3ADC_18A_n77A
DC_1A-18A_n3A-n78A,DC_1A_n3ADC_1A_n78ADC_18A_n3ADC_18A_n78A
DC_1A-18A_n28A-n41A,DC_1A_n28ADC_1A_n41ADC_18A_n28ADC_18A_n41A
DC_1A-18A-28A_n77A,DC_1A_n77ADC_18A_n77ADC_28A_n77A
DC_1A-18A_n28A-n77A,DC_1A_n28ADC_1A_n77ADC_18A_n28ADC_18A_n77A
DC_1A-18A_n28A-n77(2A),DC_1A_n28ADC_1A_n77ADC_18A_n28ADC_18A_n77A
DC_1A-18A-28A_n78A,DC_1A_n78ADC_18A_n78ADC_28A_n78A
DC_1A-18A_n28A-n78A,DC_1A_n28ADC_1A_n78ADC_18A_n28ADC_18A_n78A
DC_1A-18A_n28A-n78(2A),DC_1A_n28ADC_1A_n78ADC_18A_n28ADC_18A_n78A
DC_1A-18A-28A_n79A2,DC_1A_n79ADC_18A_n79ADC_28A_n79A
DC_1A-18A-41A_n3ADC_1A-18A-41C_n3A,DC_1A_n3ADC_18A_n3ADC_41A_n3ADC_41C_n3A
DC_1A-18A-41A_n77ADC_1A-18A-41C_n77A,DC_1A_n77ADC_18A_n77ADC_41A_n77ADC_41C_n77A
DC_1A-18A_n41A-n77A,DC_1A_n41ADC_1A_n77ADC_18A_n41ADC_18A_n77A
DC_1A-18A_n41A-n77(2A),DC_1A_n41ADC_1A_n77ADC_18A_n41ADC_18A_n77A
DC_1A-18A-41A_n78ADC_1A-18A-41C_n78A,DC_1A_n78ADC_18A_n78ADC_41A_n78ADC_41C_n78A
DC_1A-18A_n41A-n78A,DC_1A_n41ADC_18A_n41ADC_1A_n78ADC_18A_n78A
DC_1A-18A_n41A-n78(2A),DC_1A_n41ADC_18A_n41ADC_1A_n78ADC_18A_n78A
"DC_1A-18A-42A_n77A7,8, 9DC_1A-18A-42C_n77A7,8",DC_1A_n77A9DC_18A_n77A9
"DC_1A-18A-42A_n78A7,8DC_1A-18A-42C_n78A7,8",DC_1A_n78ADC_18A_n78A
DC_1A-18A-42A_n79ADC_1A-18A-42C_n79A,DC_1A_n79ADC_18A_n79A
"DC_1A-19A-21A_n77A2,9DC_1A-19A-21A_n77C2",DC_1A_n77A9DC_19A_n77A9DC_21A_n77A9
DC_1A-19A-21A_n77(2A) 2,DC_1A_n77ADC_19A_n77ADC_21A_n77A
"DC_1A-19A-21A_n78A2, 9DC_1A-19A-21A_n78C2",DC_1A_n78A9DC_19A_n78A9DC_21A_n78A9
DC_1A-19A-21A_n78(2A) 2,DC_1A_n78ADC_19A_n78ADC_21A_n78A
"DC_1A-19A-21A_n79A2,9DC_1A-19A-21A_n79C2",DC_1A_n79A9DC_19A_n79A9DC_21A_n79A9
"DC_1A-19A-42A_n77A7,8,9DC_1A-19A-42A_n77C7,8DC_1A-19A-42C_n77A7,8,9DC_1A-19A-42C_n77C7,8",DC_1A_n77A9DC_19A_n77A9
"DC_1A-19A-42A_n78A7,8,9DC_1A-19A-42A_n78C7,8DC_1A-19A-42C_n78A7,8,9DC_1A-19A-42C_n78C7,8",DC_1A_n78A9DC_19A_n78A9
DC_1A-19A-42A_n79A9DC_1A-19A-42A_n79CDC_1A-19A-42C_n79A9DC_1A-19A-42C_n79C,DC_1A_n79A9DC_19A_n79A9
DC_1A-19A_n77A-n79A9,DC_19A_n77A9DC_19A_n79A9
DC_1A-19A_n78A-n79A9,DC_1A_n78ADC_1A_n79ADC_19A_n78A9DC_19A_n79A9
DC_1A-20A_n1A-n41A,DC_1A_n1A4DC_20A_n1ADC_1A_n41ADC_20A_n41A
DC_1A-20A_n1A-n78A,DC_1A_n1A4DC_1A_n78ADC_20A_n1ADC_20A_n78A
DC_1A-20A_n3A-n38A,DC_1A_n3ADC_20A_n3ADC_1A_n38ADC_20A_n38A
DC_1A-20A_n3A-n78A,DC_1A_n3ADC_20A_n3ADC_1A_n78ADC_20A_n78A
DC_1A-20A_n7A-n78A,DC_1A_n7ADC_20A_n7ADC_1A_n78ADC_20A_n78A
DC_1A-20A_n8A-n78A,DC_1A_n8ADC_1A_n78ADC_20A_n8ADC_20A_n78A
DC_1A-20A-28A_n3A,DC_1A_n3ADC_20A_n3ADC_28A_n3A
DC_1A-20A_n28A-n75A,DC_1A_n28ADC_20A_n28A
DC_1A-20A-28A_n78A,DC_1A_n78ADC_20A_n78ADC_28A_n78A
"DC_1A-20A_n28A-n78A2,3,8,14",DC_1A_n28ADC_1A_n78ADC_20A_n28ADC_20A_n78A
DC_1A-20A-32A_n3A,DC_1A_n3ADC_20A_n3A
DC_1A-20A-32A_n8A,DC_1A_n8ADC_20A_n8A
"DC_1A-20A-32A_n28A8,14",DC_1A_n28ADC_20A_n28A
DC_1A-20A-32A_n78A,DC_1A_n78ADC_20A_n78A
DC_1A-20A-38A_n3A,DC_1A_n3ADC_20A_n3ADC_38A_n3A
DC_1A-20A-38A_n28A,DC_1A_n28ADC_20A_n28ADC_38A_n28A
DC_1A-20A-40A_n28A,DC_1A_n28ADC_20A_n28ADC_40A_n28A
DC_1A-20A-(n)38AA,DC_1A_n38ADC_20A_n38A
DC_1A-20A-38A_n8A,DC_1A_n8ADC_20A_n8ADC_38A_n8A
DC_1A-20A-38A_n78A,DC_1A_n78ADC_20A_n78ADC_38A_n78A
DC_1A-20A-38A_n78(2A),DC_1A_n78ADC_20A_n78A
DC_1A-20A_n38A-n78A,DC_1A_n38ADC_20A_n38ADC_1A_n78ADC_20A_n78A
DC_1A-20A-40A_n78ADC_1A-20A-40C_n78A,DC_1A_n78ADC_20A_n78ADC_40A_n78A
DC_1A-20A-41A_n1ADC_1A-20A-41C_n1A,DC_1A_n1A4DC_20A_n1ADC_41A_n1A
DC_1A-20A-41A_n78ADC_1A-20A-41C_n78A,DC_1A_n78ADC_20A_n78ADC_41A_n78A
DC_1A-20A-41A_n41A,DC_1A_n41ADC_41A_n41ADC_20A_n41A
DC_1A-20A_n41A-n78A,DC_1A_n41ADC_1A_n78ADC_20A_n41ADC_20A_n78A
DC_1A-21A-28A_n77A2,DC_1A_n77ADC_21A_n77ADC_28A_n77A
DC_1A-21A_n28A-n77A2,DC_1A_n28ADC_1A_n77ADC_21A_n28ADC_21A_n77A
DC_1A-21A-28A_n78A2,DC_1A_n78ADC_21A_n78ADC_28A_n78A
DC_1A-21A_n28A-n78A2,DC_1A_n28ADC_1A_n78ADC_21A_n28ADC_21A_n78A
DC_1A-21A-28A_n79A2,DC_1A_n79ADC_21A_n79ADC_28A_n79A
DC_1A-21A_n28A-n79A2,DC_1A_n28ADC_1A_n79ADC_21A_n28ADC_21A_n79A
"DC_1A-21A-42A_n77A7,8,9DC_1A-21A-42A_n77C7,8DC_1A-21A-42C_n77A7,8,9DC_1A-21A-42C_n77C7,8DC_1A-21A-42D_n77A7,8DC_1A-21A-42D_n77C7,8",DC_1A_n77A9DC_21A_n77A9
"DC_1A-21A-42A_n78A7,8,9DC_1A-21A-42A_n78C7,8DC_1A-21A-42C_n78A7,8,9DC_1A-21A-42C_n78C7,8DC_1A-21A-42D_n78A7,8DC_1A-21A-42D_n78C7,8",DC_1A_n78A9DC_21A_n78A9
DC_1A-21A-42A_n79A9DC_1A-21A-42A_n79CDC_1A-21A-42C_n79A9DC_1A-21A-42C_n79CDC_1A-21A-42D_n79ADC_1A-21A-42D_n79C,DC_1A_n79A9DC_21A_n79A9
DC_1A-21A_n77A-n79A9,DC_1A_n77A9DC_1A_n79A9
DC_1A-21A_n78A-n79A9,DC_1A_n78A9DC_1A_n79A9DC_21A_n78A9DC_21A_n79A9
DC_1A-28A_n3A-n77A2,DC_28A_n3ADC_28A_n77A
DC_1A-28A_n3A-n78A2,DC_1A_n3ADC_1A_n78ADC_28A_n3ADC_28A_n78A
DC_1A-28A_n5A-n40A,DC_1A_n5ADC_1A_n40ADC_28A_n5ADC_28A_n40A
DC_1A-28A_n5A-n78A2,DC_1A_n5ADC_1A_n78ADC_28A_n5ADC_28A_n78A
DC_1A-28A-(n)7AA,DC_1A_n7ADC_28A_n7A
DC_1A-28A_n7A-n78ADC_1A-28A_n7B-n78A,DC_1A_n7ADC_1A_n7BDC_28A_n7ADC_28A_n7BDC_1A_n78ADC_28A_n78A
DC_1A-28A-32A_n3A,DC_1A_n3ADC_28A_n3A
DC_1A-28A-32A_n40A,DC_1A_n40ADC_28A_n40A
DC_1A-28A-32A_n41A,DC_1A_n41ADC_28A_n41A
DC_1A-28A_n40A-n41A,DC_1A_n41ADC_28A_n41ADC_1A_n40ADC_28A_n40A
DC_1A-28A-40A_n78ADC_1A-28A-40C_n78A,DC_1A_n78ADC_28A_n78ADC_40A_n78A
DC_1A-28A_n38A-n78A,DC_1A_n38ADC_1A_n78ADC_28A_n38ADC_28A_n78A
DC_1A-28A_n40A-n77ADC_1A-28C_n40A-n77A,DC_1A_n40ADC_1A_n77ADC_28A_n40ADC_28A_n77A
DC_1A-28A_n40A-n71A,DC_1A_n40ADC_1A_n71ADC_28A_n40ADC_28A_n71A18
DC_1A-28A_n40A-n78A,DC_1A_n40ADC_1A_n78ADC_28A_n40ADC_28A_n78A
DC_1A-28A_n41A-n77A,DC_1A_n41ADC_1A_n77ADC_28A_n41ADC_28A_n77A
"DC_1A-28A-42A_n77A7,8DC_1A-28A-42A_n77C7,8DC_1A-28A-42C_n77A7,8DC_1A-28A-42C_n77C7,8",DC_1A_n77ADC_28A_n77A
"DC_1A-28A-42A_n78A7,8DC_1A-28A-42A_n78C7,8DC_1A-28A-42C_n78A7,8DC_1A-28A-42C_n78C7,8",DC_1A_n78ADC_28A_n78A
DC_1A-28A-42A_n79ADC_1A-28A-42A_n79CDC_1A-28A-42C_n79ADC_1A-28A-42C_n79C,DC_1A_n79ADC_28A_n79A
DC_1A-32A_n40A-n41A,DC_1A_n41ADC_1A_n40A
DC_1A-28A_n71A-n77A,DC_1A_n71ADC_1A_n77ADC_28A_n71ADC_28A_n77A4
DC_1A-41A_n3A-n41A,DC_1A_n3ADC_1A_n41ADC_41A_n3A
DC_1A_n28A-n77A-n79A9,DC_1A_n28ADC_1A_n77A9DC_1A_n79A9
DC_1A_n28A-n78A-n79A,DC_1A_n28ADC_1A_n78ADC_1A_n79A
DC_1A-32A_n28A-n78A,DC_1A_n28ADC_1A_n78A
DC_1A-38A_n3A-n78A,DC_1A_n3ADC_1A_n78ADC_38A_n3ADC_38A_n78A
DC_1A-38A_n7A-n78A,DC_1A_n78A
DC_1A-38A_n28A-n78A,DC_1A_n28ADC_1A_n78ADC_38A_n28ADC_38A_n78A
DC_1A-40A_n28A-n78A,DC_1A_n28ADC_1A_n78ADC_40A_n28ADC_40A_n78A
DC_1A_n40A-n78A-n105A,DC_1A_n40ADC_1A_n78ADC_1A_n105A
DC_1A-41A_n1A-n41A,DC_1A_n1A4DC_1A_n41ADC_41A_n1ADC_41A_n41A
DC_1A-41A_n1A-n78ADC_1A-41C_n1A-n78A,DC_1A_n1A4DC_1A_n78ADC_41A_n1ADC_41A_n78A
DC_1A-41A_n3A-n77A9DC_1A-41C_n3A-n77A9,DC_1A_n3ADC_1A_n77A9DC_41A_n3ADC_41C_n3ADC_41A_n77ADC_41C_n77A
DC_1A-41A_n3A-n78ADC_1A-41C_n3A-n78A,DC_1A_n3ADC_1A_n78ADC_41A_n3ADC_41C_n3ADC_41A_n78ADC_41C_n78A
DC_1A-41A_n28A-n41A,DC_1A_n28ADC_1A_n41ADC_41A_n28A
DC_1A-41A_n28A-n77ADC_1A-41C_n28A-n77A,DC_1A_n28ADC_1A_n77ADC_41A_n28ADC_41C_n28ADC_41A_n77ADC_41C_n77A
DC_1A-41A_n28A-n78ADC_1A-41C_n28A-n78A,DC_1A_n28ADC_1A_n78ADC_41A_n28ADC_41C_n28ADC_41A_n78ADC_41C_n78A
DC_1A-41A_n41A-n77A,DC_1A_n41ADC_1A_n77ADC_41A_n77A
DC_1A-41A_n41A-n78A,DC_1A_n41ADC_1A_n78ADC_41A_n78A
DC_1A-42A_n3A-n28A2DC_1A-42C_n3A-n28A2,DC_1A_n3ADC_1A_n28ADC_42A_n3ADC_42C_n3ADC_42A_n28ADC_42C_n28A
"DC_1A-42A_n3A-n77A7,8DC_1A-42C_n3A-n77A7,8",DC_1A_n3ADC_1A_n77ADC_42A_n3ADC_42C_n3A
"DC_1A-42A_n3A-n77(2A) 7,8DC_1A-42C_n3A-n77(2A)7,8",DC_1A_n3ADC_1A_n77ADC_42A_n3ADC_42C_n3A
"DC_1A-42A_n28A-n77A7,8DC_1A-42C_n28A-n77A7,8",DC_1A_n28ADC_1A_n77ADC_42A_n28ADC_42C_n28A
"DC_1A-42A_n28A-n77(2A)7,8DC_1A-42C_n28A-n77(2A)7,8",DC_1A_n28ADC_1A_n77ADC_42A_n28ADC_42C_n28A
"DC_1A-41A-42A_n77A7,8DC_1A-41A-42C_n77A7,8DC_1A-41C-42A_n77A7,8DC_1A-41C-42C_n77A7,8",DC_1A_n77ADC_41A_n77A
"DC_1A-41A-42A_n77(2A)7,8DC_1A-41A-42C_n77(2A)7,8",DC_1A_n77ADC_41A_n77A
"DC_1A-41A-42A_n78A7,8DC_1A-41A-42C_n78A7,8DC_1A-41C-42A_n78A7,8DC_1A-41C-42C_n78A7,8",DC_1A_n78ADC_41A_n78A
DC_1A-41A-42A_n79ADC_1A-41A-42C_n79ADC_1A-41C-42A_n79ADC_1A-41C-42C_n79A,DC_1A_n79ADC_41A_n79A
"DC_1A-42A_n77A-n79A7,8,9DC_1A-42C_n77A-n79A7,8,9",DC_1A_n77A9DC_1A_n79A9
"DC_1A-42A_n78A-n79A7,8,9DC_1A-42C_n78A-n79A7,8,9",DC_1A_n78A9DC_1A_n79A9
DC_2A-4A-7A_n28A,DC_2A_n28ADC_4A_n28ADC_7A_n28A
DC_2A-4A-7A_n78ADC_2A-4A-7C_n78A,DC_2A_n78ADC_4A_n78A
DC_2A-5A_n2A-n41A,DC_2A_n2A4DC_2A_n41ADC_5A_n2ADC_5A_n41A
DC_2A-5A_n2A-n66A,DC_2A_n2A4DC_2A_n66ADC_5A_n2ADC_5A_n66A
DC_2A-5A_n2A-n77ADC_2A-5A_n2A-n77C,DC_2A_n77ADC_5A_n2ADC_5A_n77A
DC_2A-5A_n2A-n78A,DC_5A_n2ADC_2A_n78ADC_5A_n78A
DC_2A-5A_n5A-n77ADC_2A-5A_n5A-n77C,DC_2A_n5ADC_2A_n77ADC_5A_n77A
DC_2A-5A-7A_n2A,DC_5A_n2ADC_7A_n2A
DC_2A-5A-7A_n7A,DC_2A_n7ADC_5A_n7ADC_7A_n7A4
DC_2A-5A-7A_n66ADC_2A-5A-7C_n66A,DC_2A_n66ADC_5A_n66ADC_7A_n66A
DC_2A-5A-7A_n77A,DC_2A_n77ADC_5A_n77ADC_7A_n77A
DC_2A-5A-7A_n77(2A),DC_2A_n77ADC_5A_n77ADC_7A_n77A
DC_2A-5A-7A_n78A,DC_2A_n78ADC_5A_n78ADC_7A_n78A
DC_2A-2A-5A-7A_n66A,DC_2A_n66ADC_5A_n66ADC_7A_n66A
DC_2A-5A-7A-7A_n66A,DC_2A_n66ADC_5A_n66ADC_7A_n66A
DC_2A-5A-7A_n78(2A),DC_2A_n78ADC_5A_n78ADC_7A_n78A
DC_2A-5A-(n)12AA,DC_5A_n12ADC_2A_n12ADC_(n)12AA4
DC_2A-5A_n41A-n66A,DC_2A_n41ADC_2A_n66ADC_5A_n41ADC_5A_n66A
DC_2A-12A-(n)5AA,DC_2A_n5ADC_12A_n5ADC_(n)5AA4
DC_2A-5A-30A_n2A,DC_2A_n2A4DC_5A_n2ADC_30A_n2A
DC_2A-5A-30A_n5A,DC_2A_n5ADC_30A_n5A
DC_2A-5A-30A_n66A,DC_2A_n66ADC_5A_n66ADC_30A_n66A
DC_2A-2A-5A-30A_n66A,DC_2A_n66ADC_5A_n66ADC_30A_n66A
DC_2A-5A-30A_n77A9DC_2A-2A-5A-30A_n77A9,DC_2A_n77A9DC_5A_n77A9DC_30A_n77A9
DC_2A-5A-30A_n77(2A) 9,DC_2A_n77A9DC_5A_n77A9DC_30A_n77A9
DC_2A-5A_n41A-n77A,DC_2A_n41ADC_2A_n77ADC_5A_n41ADC_5A_n77A
