Change history,,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Subject/Comment,Old,New
01/06/11,RP-52,RP-110823,321,-,UE antenna switch in UL MIMO,10.1.0,10.2.0
01/06/11,RP-52,RP-110819,322,-,UE behaviour for PDSCH reception with limited soft buffer in CA,10.1.0,10.2.0
01/06/11,RP-52,RP-110859,323,-,Joint transmission of ACK/NACK and SR or CSI with PUCCH format 3 and channel selection,10.1.0,10.2.0
15/09/11,RP-53,RP-111229,277,1,Correction to reception of PRS in MBSFN subframes,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,325,3,Corrections on UE procedure for reporting HARQ-ACK,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,326,2,Corrections on Physical Uplink Control Channel Procedure,10.2.0,10.3.0
15/09/11,RP-53,RP-111231,331,1,Correction to uplink transmission scheme usage for random access response and PHICH-triggered retransmissions,10.2.0,10.3.0
15/09/11,RP-53,RP-111229,336,-,Corrections on transmission mode 9,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,339,-,Corrections on HARQ-ACK codebook size determination,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,340,-,Corrections on TDD PUCCH format 1b with channel selection and HARQ-ACK transmission on PUSCH,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,341,-,Corrections on NACK generation,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,342,-,Corrections on power headroom reporting,10.2.0,10.3.0
15/09/11,RP-53,RP-111229,346,-,Correction on TBS translation table,10.2.0,10.3.0
15/09/11,RP-53,RP-111229,347,2,Correction to the condition of enabling PMI feedback,10.2.0,10.3.0
15/09/11,RP-53,RP-111232,348,-,Miscellaneous corrections to 36.213,10.2.0,10.3.0
15/09/11,RP-53,RP-111229,349,-,Corrections on PUSCH and PUCCH modes,10.2.0,10.3.0
15/09/11,RP-53,RP-111231,350,1,CR on UL HARQ ACK determination,10.2.0,10.3.0
15/09/11,RP-53,RP-111231,351,1,Correction on UL DMRS resources for PHICH-triggered retransmission,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,352,-,Clarification on the common search space description,10.2.0,10.3.0
15/09/11,RP-53,RP-111232,353,1,Clarification on ambiguous DCI information between UE-specific search space and common search space for DCI formats 0 and 1A,10.2.0,10.3.0
15/09/11,RP-53,RP-111229,354,-,Clarification of Reference PDSCH Power for CSI-RS based CSI Feedback,10.2.0,10.3.0
15/09/11,RP-53,RP-111230,355,2,Corrections on reporting Channel State Information,10.2.0,10.3.0
05/12/11,RP-54,RP-111669,324,3,Accumulation of power control commands from DCI format 3/3A,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,357,1,Miscellaneous corrections on uplink power control,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,358,-,Corrections on N_c^{received},10.3.0,10.4.0
05/12/11,RP-54,RP-111666,359,-,Corrections on TDD PUCCH format 1b with channel selection and two configured serving cells,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,360,-,Corrections on the notation of k and k_m,10.3.0,10.4.0
05/12/11,RP-54,RP-111668,361,1,Corrections on PUCCH mode 2-1,10.3.0,10.4.0
05/12/11,RP-54,RP-111668,362,3,A correction to PDSCH transmission assumption for CQI calculation,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,363,1,Corrections on PUCCH Resource Notation,10.3.0,10.4.0
05/12/11,RP-54,RP-111667,364,-,Correction on the notation of SRS transmission comb,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,365,-,Clarification on the HARQ-ACK procedure of TDD UL-DL configuration 5,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,366,2,Clarification on the determination of resource for PUCCH Format 1b with channel selection in TDD mode,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,367,1,Correction on HARQ-ACK procedure,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,368,-,"Correction for A/N on PUSCH with W=1,2 in case of TDD channel selection",10.3.0,10.4.0
05/12/11,RP-54,RP-111668,369,-,Clarification of PUCCH 2-1 Operation,10.3.0,10.4.0
05/12/11,RP-54,RP-111668,370,1,Correction on PMI index,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,371,2,Correction to periodic CSI reports for carrier aggregation,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,373,1,Removal of square bracket in HARQ-ACK procedure,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,374,1,Clarification on UE's capability of supporting PUCCH format 3,10.3.0,10.4.0
05/12/11,RP-54,RP-111666,375,1,Clarifications of UE behavior on PUSCH power control,10.3.0,10.4.0
28/02/12,RP-55,RP-120286,376,1,RNTI Configuration associated with DL Resource Allocation Type 2,10.4.0,10.5.0
28/02/12,RP-55,RP-120283,377,2,Correction for ACK/NACK related procedure in case of TDD UL-DL configuration 0,10.4.0,10.5.0
13/06/12,RP-56,RP-120737,378,3,Correction of FDD channel selection HARQ-ACK and SR transmission,10.5.0,10.6.0
13/06/12,RP-56,RP-120738,379,-,Removal of description with square brackets,10.5.0,10.6.0
13/06/12,RP-56,RP-120738,381,-,Correction on transmission mode 9 with a single antenna port transmission,10.5.0,10.6.0
04/09/12,RP-57,RP-121265,382,-,Clarification of codebook subsampling for PUCCH 2-1,10.6.0,10.7.0
04/09/12,RP-57,RP-121266,383,-,Correction to UE transmit antenna selection,10.6.0,10.7.0
04/09/12,RP-57,RP-121264,384,-,TDD HARQ-ACK procedure for PUCCH format 1b with channel selection in carrier aggregation,10.6.0,10.7.0
04/09/12,RP-57,RP-121265,385,-,Corrections for Handling CSI-RS patterns,10.6.0,10.7.0
04/09/12,RP-57,RP-121264,386,1,Reference serving cell for pathloss estimation,10.6.0,10.7.0
04/09/12,RP-57,RP-121264,387,-,Power control for PUCCH format 3 with single configured cell,10.6.0,10.7.0
04/09/12,RP-57,RP-121264,388,-,ACK/NACK resource in case of channel selection,10.6.0,10.7.0
04/09/12,RP-57,RP-121274,380,4,Introduction of an additional special subframe configuration,10.7.0,11.0.0
04/09/12,RP-57,RP-121272,389,-,Introduction of Rel-11 features,10.7.0,11.0.0
04/12/12,RP-58,RP-121839,393,-,Correction to the parameter ue-Category-v10xy,11.0.0,11.1.0
04/12/12,RP-58,RP-121837,395,-,Correction of reference signal scrambling sequence initialization for SPS in transmission mode 7,11.0.0,11.1.0
04/12/12,RP-58,RP-121846,396,-,Finalisation for introducing Rel-11 features,11.0.0,11.1.0
26/02/13,RP-59,RP-130254,398,-,Correction on UE procedure for reporting HARQ-ACK,11.1.0,11.2.0
26/02/13,RP-59,RP-130252,400,-,Corrections for SRS power scaling in UpPTS,11.1.0,11.2.0
26/02/13,RP-59,RP-130252,403,-,CR on UE specific search and Common search space overlap on PDCCH,11.1.0,11.2.0
26/02/13,RP-59,RP-130358,404,-,Additional clarifications/corrections for introducing Rel-11 features,11.1.0,11.2.0
11/06/13,RP-60,RP-130752,405,-,Correction to EPDCCH monitoring in case of cross-carrier scheduling,11.2.0,11.3.0
11/06/13,RP-60,RP-130751,407,1,Correction on the RI bit width,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,408,-,Correction on parallel reception of PDSCH and Msg 2,11.2.0,11.3.0
11/06/13,RP-60,RP-130747,409,-,Correction on zero power CSI-RS resource configuration,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,410,1,Corrections on different TDD UL-DL configurations on different bands,11.2.0,11.3.0
11/06/13,RP-60,RP-130752,411,-,Correction on EPDCCH PRB pair indication,11.2.0,11.3.0
11/06/13,RP-60,RP-130752,412,-,Correction on EPDCCH hashing function,11.2.0,11.3.0
11/06/13,RP-60,RP-130752,413,-,Correction on PUCCH resource determination for FDD EPDCCH,11.2.0,11.3.0
11/06/13,RP-60,RP-130752,414,2,CR on ambiguity in EPDCCH decoding candidates under two overlapped EPDCCH resource sets,11.2.0,11.3.0
11/06/13,RP-60,RP-130749,415,-,Removal of the case for spatial domain bundling in TDD UL/DL configuration 0,11.2.0,11.3.0
11/06/13,RP-60,RP-130752,416,-,Corrections to EPDCCH PRB pair indication,11.2.0,11.3.0
11/06/13,RP-60,RP-130753,417,1,Correction to PUSCH/PUCCH transmit power after PRACH power ramping,11.2.0,11.3.0
11/06/13,RP-60,RP-130747,418,-,CR on RI-Reference CSI Process with Subframe Sets,11.2.0,11.3.0
11/06/13,RP-60,RP-130747,420,-,Correction on UE-specific RS scrambling for SPS PDSCH in TM10,11.2.0,11.3.0
11/06/13,RP-60,RP-130747,421,-,CR on resolving ambiguous UE capability signaling for CoMP,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,422,-,Correction of valid downlink subframe,11.2.0,11.3.0
11/06/13,RP-60,RP-130749,424,-,Correction on HARQ-ACK transmission for a UE configured with PUCCH format 3,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,425,-,Correction of PHICH resource for half duplex TDD UE,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,426,-,Correction on n_{HARQ} for TDD CA with different UL-DL configurations,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,427,-,Correction on implicit HARQ-ACK resource determination for PUCCH format 1b with channel selection for TDD CA with different UL-DL configurations,11.2.0,11.3.0
11/06/13,RP-60,RP-130750,428,-,Correction on SRS power scaling with multiple TAGs,11.2.0,11.3.0
11/06/13,RP-60,RP-130747,429,-,Correction on MBSFN subframe configuration,11.2.0,11.3.0
11/06/13,RP-60,RP-130749,430,-,CR on SCell activation timing,11.2.0,11.3.0
03/09/13,,,,,MCC clean-up,11.3.0,11.4.0
03/09/13,RP-61,RP-131249,432,-,Correction for EPDCCH Search Space,11.3.0,11.4.0
03/09/13,RP-61,RP-131250,433,-,Correction to QCL behaviour on CRS,11.3.0,11.4.0
03/09/13,RP-61,RP-131250,434,-,Correction on PUCCH power control,11.3.0,11.4.0
03/09/13,RP-61,RP-131248,435,-,Correction on the ratio of PDSCH EPRE to CRS EPRE for TM10,11.3.0,11.4.0
03/09/13,RP-61,RP-131249,436,-,CR on EPDCCH Search Space for Cross-Carrier Scheduling,11.3.0,11.4.0
03/09/13,RP-61,RP-131249,437,-,Correction to the UE behaviour in case of collision between PRS and EPDCCH in different CP case,11.3.0,11.4.0
03/09/13,RP-61,RP-131249,438,-,On correction to higher layer parameter name for EPDCCH resource mapping,11.3.0,11.4.0
03/09/13,RP-61,RP-131248,439,-,Correction to PDSCH mapping for CoMP,11.3.0,11.4.0
03/12/13,RP-62,RP-131893,440,1,Correction on parameter ue-Category,11.4.0,11.5.0
03/12/13,RP-62,RP-131892,442,1,Correction on determination of modulation order and transport block size,11.4.0,11.5.0
03/12/13,RP-62,RP-132024,445,3,Correction on CSI reporting type and parameters,11.4.0,11.5.0
03/12/13,RP-62,RP-131894,446,-,Correction on deriving the length of the non-MBSFN region,11.4.0,11.5.0
03/12/13,RP-62,RP-131896,431,5,Introduction of Rel 12 feature for Downlink MIMO Enhancement,11.5.0,12.0.0
03/03/14,RP-63,RP-140286,447,-,Correction to CSI Reporting,12.0.0,12.1.0
03/03/14,RP-63,RP-140291,448,-,Clarification on PUCCH Mode 1-1 for 4Tx Dual Codebook,12.0.0,12.1.0
03/03/14,RP-63,RP-140287,450,1,Common search space monitoring for MBMS,12.0.0,12.1.0
03/03/14,RP-63,RP-140290,452,-,Introduction of new UE categories,12.0.0,12.1.0
03/03/14,RP-63,RP-140288,455,1,Modification to I_SRS = 0 for trigger type 1 SRS and TDD,12.0.0,12.1.0
03/03/14,RP-63,RP-140289,458,-,Correction to CSI processing in TM10,12.0.0,12.1.0
10/06/14,RP-64,RP-140858,459,1,Clarification on PUCCH reporting type payload size,12.1.0,12.2.0
10/06/14,RP-64,RP-140858,461,-,Clarification on SRS colliding with PUCCH in the same cell when the UE is configured with multiple TAGs,12.1.0,12.2.0
10/06/14,RP-64,RP-140858,462,1,Clarification on SRS antenna switching,12.1.0,12.2.0
10/06/14,RP-64,RP-140862,463,-,Introduction of Rel-12 LTE-Advanced features in 36.213,12.1.0,12.2.0
10/09/14,RP-65,RP-141479,464,-,Correction on SRS transmission for TDD-FDD CA,12.2.0,12.3.0
10/09/14,RP-65,RP-141478,465,-,Correction on beta_{offset}^{HARQ-ACK} determination for a UE configured with two uplink power control subframe sets,12.2.0,12.3.0
10/09/14,RP-65,RP-141478,466,-,Corrections for TDD eIMTA,12.2.0,12.3.0
10/09/14,RP-65,RP-141479,467,3,CR on HARQ-ACK Multiplexing in PUSCH for TDD-FDD CA,12.2.0,12.3.0
10/09/14,RP-65,RP-141474,469,-,Correction to UCI embedding in case of a single serving cell and simultaneous PUSCH and PUCCH transmission,12.2.0,12.3.0
10/09/14,RP-65,RP-141478,470,-,Corrections on UL-reference UL/DL configuration,12.2.0,12.3.0
10/09/14,RP-65,RP-141473,471,-,CR for Clarification of special subframe and usage alignment,12.2.0,12.3.0
10/09/14,RP-65,RP-141485,472,-,Introduction of low-cost MTC and 256QAM features,12.2.0,12.3.0
08/12/14,RP-66,RP-142104,482,5,"Introduction of Dual Connectivity, Small Cell Enhancements, NAICS, eIMTA, and TDD-FDD CA features",12.3.0,12.4.0
08/12/14,RP-66,RP-142097,487,1,Clarification of periodic CSI feedback for subband CQI and PMI,12.3.0,12.4.0
08/12/14,RP-66,RP-142100,491,-,Correction of the parameter CSIProcessIndex,12.3.0,12.4.0
09/03/15,RP-67,RP-150366,492,2,Introduction of D2D feature into 36.213,12.4.0,12.5.0
09/03/15,RP-67,RP-150363,494,1,Correction to PUCCH procedures in case of FDD Pcell and TDD Scell in TDD-FDD CA,12.4.0,12.5.0
09/03/15,RP-67,RP-150364,498,-,Correction on higher layer parameter names for 256QAM,12.4.0,12.5.0
09/03/15,RP-67,RP-150359,500,-,TM10 CSI-IM Interference Measurements,12.4.0,12.5.0
09/03/15,RP-67,RP-150358,502,-,Clarification on common search reception related to MBMS,12.4.0,12.5.0
09/03/15,RP-67,RP-150364,503,-,Correction to Discovery in Small Cell Enhancement feature,12.4.0,12.5.0
09/03/15,RP-67,RP-150365,504,1,Corrections to Dual Connectivity feature,12.4.0,12.5.0
15/06/15,RP-68,RP-150931,493,2,Clarification on HARQ-ACK repetition,12.5.0,12.6.0
15/06/15,RP-68,RP-150932,497,3,Clarification on PUCCH Format 3 Resource Derivation for TDD UL/DL Configuration 5,12.5.0,12.6.0
15/06/15,RP-68,RP-150933,506,-,Clarification on the PRACH power in subframe i2-1 for PCM2,12.5.0,12.6.0
15/06/15,RP-68,RP-150933,507,-,Clarification on the MTA operation in PCM1,12.5.0,12.6.0
15/06/15,RP-68,RP-150933,512,-,Correction of higher layer parameter names in dual connectivity,12.5.0,12.6.0
15/06/15,RP-68,RP-150935,513,1,Correction on UE procedure of determining subframe pool for PSCCH and PSSCH in ProSe,12.5.0,12.6.0
15/06/15,RP-68,RP-150935,514,1,Correction on UE procedure of transmitting PSCCH in ProSe,12.5.0,12.6.0
15/06/15,RP-68,RP-150933,515,1,Correction on UL Power Control for Synchronous Dual Connectivity,12.5.0,12.6.0
15/06/15,RP-68,RP-150933,516,1,Correction on UL Power Control for Asynchronous Dual Connectivity,12.5.0,12.6.0
15/06/15,RP-68,RP-150937,517,-,Correction to Rel-12 UE category signal name,12.5.0,12.6.0
15/06/15,RP-68,RP-150936,520,-,Corrections on eIMTA RRC parameter naming,12.5.0,12.6.0
15/06/15,RP-68,RP-150933,521,-,Correction on Closed Loop Antenna Selection for Dual Connectivity,12.5.0,12.6.0
15/06/15,RP-68,RP-150935,523,-,Alignment of Prose parameter names,12.5.0,12.6.0
14/09/15,RP-69,RP-151470,525,-,UE processing time relaxation on Type 2 Power Headroom Reporting,12.6.0,12.7.0
14/09/15,RP-69,RP-151468,527,-,Correction of ProSe parameters,12.6.0,12.7.0
14/09/15,RP-69,RP-151471,528,2,Clarification on power control for PCM2,12.6.0,12.7.0
07/12/15,RP-70,RP-152034,530,1,Clarification of PUCCH resource allocation related to EPDCCH SCells,12.7.0,12.8.0
07/12/15,RP-70,RP-152037,531,-,Clarification on the parameter notations for eIMTA,12.7.0,12.8.0
07/12/15,RP-70,RP-152037,534,-,Correction on aperiodic CSI transmission without UL-SCH according to table 7.2.1-1C,12.7.0,12.8.0
07/12/15,RP-70,RP-152038,535,1,Introduction of new maximum TBS for TM9/10,12.7.0,12.8.0
07/12/15,RP-70,RP-152034,542,-,Clarification of PHICH resource assignement related to EPDCCH scheduled PUSCH,12.7.0,12.8.0
07/12/15,RP-70,RP-152036,543,1,Modify max TA for dual connectivity,12.7.0,12.8.0
07/12/15,RP-70,RP-152125,533,3,eD2D CR for 36.213,12.8.0,13.0.0
07/12/15,RP-70,RP-152031,536,-,Introduction of Rel 13 features for SC-PTM,12.8.0,13.0.0
07/12/15,RP-70,RP-152026,537,2,Introduction of LAA (PHY layer aspects),12.8.0,13.0.0
07/12/15,RP-70,RP-152026,538,5,Introduction of LAA (eNB Channel Access Procedures),12.8.0,13.0.0
07/12/15,RP-70,RP-152027,539,1,Introduction of Enhanced CA in Release 13,12.8.0,13.0.0
07/12/15,RP-70,RP-152025,541,1,Introduction of EB/FD-MIMO,12.8.0,13.0.0
26/01/16,Post RP-70,,,,MCC update to show correct version of the spec in the headers of all subparts and get all of them aligned with coversheet,13.0.0,13.0.1
