Change history,,,,,,,,,,,,,,,,
Date,,Meeting,,TDoc,,CR,,Rev,,Cat,,Subject/Comment,,New version,,
2025-12,,RAN#110,,RP-253660,,6284,,,,F,,Big CR on core maintenance for NR_RRM_Ph5,,19.3.0,,
2025-12,,RAN#110,,RP-253661,,6085,,1,,F,,BigCR on core maintenance for NonCol_intraB_ENDC_NR_CA_Ph2_RRM,,19.3.0,,
2025-12,,RAN#110,,RP-253662,,6094,,1,,F,,Big CR on core maintenance for NR_ATG_enh_RRM,,19.3.0,,
2025-12,,RAN#110,,RP-253664,,6193,,,,F,,CR on requirments for less than 5MHz for NTN,,19.3.0,,
2025-12,,RAN#110,,RP-253666,,6235,,,,F,,(NR_LBCA_Sw-Core)CR on R19 LB CA via switching,,19.3.0,,
2025-12,,RAN#110,,RP-253666,,6057,,1,,F,,CR for LBCA SCell activation and other requirements,,19.3.0,,
2025-12,,RAN#110,,RP-253669,,6185,,,,A,,(LTE_NR_MUSIM-Core) CR on Rel-17 MUSIM core requirements R19,,19.3.0,,
2025-12,,RAN#110,,RP-253670,,6111,,,,A,,(NonCol_intraB_ENDC_NR_CA-Core) Correction CR on interruptions – R19 Cat.A,,19.3.0,,
2025-12,,RAN#110,,RP-253670,,6124,,,,A,,(Netw_Energy_NR-Perf) Correction on the test case for NES triggering intra-frequency target CHO delay,,19.3.0,,
2025-12,,RAN#110,,RP-253670,,6212,,,,A,,CR to 38.133 on Rel-19 NR ATG Performance Corrections,,19.3.0,,
2025-12,,RAN#110,,RP-253670,,6214,,,,A,,CR to 38.133: Rel-19 NR ATG Core Correction,,19.3.0,,
2025-12,,RAN#110,,RP-253670,,6250,,,,A,,(NR_ATG-Core)CR on maintenance for intra-frequency measurement in ATG_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253670,,6274,,,,A,,(NR_ATG-Perf) Io value correction in Table A.19.4.5.1.1-3,,19.3.0,,
2025-12,,RAN#110,,RP-253672,,6120,,,,A,,(NR_FR2_multiRX_DL-Core) CR on requirements maintenance for Rel-18 Multi-Rx (Cat-A),,19.3.0,,
2025-12,,RAN#110,,RP-253672,,6187,,,,A,,(NR_FR1_lessthan_5MHz_BW-Core) CR on core requirements for less than 5MHz BW R19,,19.3.0,,
2025-12,,RAN#110,,RP-253672,,6100,,1,,A,,(NR_CSIRS_L3meas-Perf) Correction to side conditions for CSI-RS measurements_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253672,,6103,,1,,A,,(NR_CSIRS_L3meas-Perf) Correction to CSI-RS measurement accuracy test cases_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253673,,6153,,,,A,,(NR_MG_enh2-Core) CR to correct SSB measurement without gap definition with NFI R19,,19.3.0,,
2025-12,,RAN#110,,RP-253673,,6156,,,,A,,(NR_MG_enh-Core) CR on the scaling factor Kp for measurement without gap,,19.3.0,,
2025-12,,RAN#110,,RP-253673,,6189,,,,A,,(NR_MG_enh2-Core) CR on core requirements for R18 MG enhancement R19,,19.3.0,,
2025-12,,RAN#110,,RP-253673,,6255,,,,A,,(NR_MG_enh2-Core)CR on intra-frequency measurement_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253673,,6263,,,,A,,(NR_MC_enh-Perf) CR on TC correction for DL interruptions at switching between uplink carriers in FDD-TDD CA (R19),,19.3.0,,
2025-12,,RAN#110,,RP-253673,,6270,,1,,A,,(NR_HST) CR correction of EUTRA requirements,,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6051,,,,A,,(NR_Mob_enh2-Perf) CR on test case for R18 Subsequent CPC,,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6064,,,,A,,CR to correct Unified TCI state switching requirements for mTRP- R19,,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6070,,,,A,,(NR_Mob_enh2-Perf)CR on LTM TCs for R19,,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6118,,,,A,,(NR_MIMO_evo_DL_UL-Core) CR on requirements maintenance for Rel-18 MIMO (Cat-A),,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6128,,,,A,,(NR_Mob_enh-Perf) Correction on the test case for CHO,,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6135,,,,A,,(NR_Mob_enh2-Core) Correction on Subsequent Conditional PSCell Addition Delay,,19.3.0,,
2025-12,,RAN#110,,RP-253674,,6229,,1,,A,,Maintenance CR on PDCCH order-based RACH requirements for LTM,,19.3.0,,
2025-12,,RAN#110,,RP-253675,,6027,,,,A,,(NR_newRAT-Core) Correction on serving cell evaluation,,19.3.0,,
2025-12,,RAN#110,,RP-253676,,6079,,,,A,,(NR_newRAT-Perf) Adding SSB index configuration in FR2 RLM CSI-RS based test scenarios (Rel19),,19.3.0,,
2025-12,,RAN#110,,RP-253676,,6139,,,,A,,"(NR_newRAT-perf, TEI16) Correction on SCell Activation and deactivation of unknown SCell",,19.3.0,,
2025-12,,RAN#110,,RP-253676,,6244,,,,A,,(NR_newRAT-Perf)CR on test case of interruptions during measurements on deactivated NR SCC_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253677,,6191,,,,A,,(NR_NTN_enh-Core) CR on core requirements for Rel-18 NTN R19,,19.3.0,,
2025-12,,RAN#110,,RP-253677,,6287,,,,A,,(NR_NTN_enh-Core) CR on satellite switching with resync,,19.3.0,,
2025-12,,RAN#110,,RP-253678,,6043,,,,A,,(NR_NTN_enh-Perf) CR on the representation of UE position,,19.3.0,,
2025-12,,RAN#110,,RP-253678,,6166,,,,A,,Test case on transmit timing with SAN,,19.3.0,,
2025-12,,RAN#110,,RP-253679,,6030,,,,A,,(NR_NTN_solutions-Perf) CR on  RRM maintenance for NR NTN test cases,,19.3.0,,
2025-12,,RAN#110,,RP-253679,,6035,,,,A,,(NR_NTN_solutions-Perf) CR on test principle for Rel-19 NR NTN,,19.3.0,,
2025-12,,RAN#110,,RP-253679,,6106,,,,A,,(NR_NTN_solutions-Perf) Correction to NTN measurement test cases_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253679,,6179,,,,A,,(NR_NTN_solutions-Core) CR on core requirements for R17 NTN R19,,19.3.0,,
2025-12,,RAN#110,,RP-253679,,6206,,,,A,,(NR_NTN_Solutions) Correction on misaligment of clauses for intra frequency measurements for NTN (Rel. 19 Cat-A),,19.3.0,,
2025-12,,RAN#110,,RP-253679,,6266,,,,A,,(NR_NTN_solutions-Perf) CR on TCs for Time-based measurement initiation and Idle mod enhanced requirements (Cat-A Rel-19),,19.3.0,,
2025-12,,RAN#110,,RP-253680,,6041,,,,A,,CR to 38.133 to correct test cases for positioning (Rel-19),,19.3.0,,
2025-12,,RAN#110,,RP-253680,,6217,,,,A,,(NR_pos_enh2-Core) CR to 38.133 on correction to RSTD measurement requirement in RRC_IDLE mode for RedCap positioning,,19.3.0,,
2025-12,,RAN#110,,RP-253680,,6281,,,,A,,CR 38.133 Correction to interruption requirements for PRS BWA,,19.3.0,,
2025-12,,RAN#110,,RP-253681,,6276,,,,A,,(NR_redcap_enh-Perf) Applicability of RedCap tests for eRedcap,,19.3.0,,
2025-12,,RAN#110,,RP-253681,,6279,,,,A,,(NR_redcap-Perf) Antenna config in RedCap test cases,,19.3.0,,
2025-12,,RAN#110,,RP-253682,,6092,,,,A,,(NR_unlic-Perf) CR on maintenance for NR SCell with CCA performance tests for R19,,19.3.0,,
2025-12,,RAN#110,,RP-253682,,6247,,,,A,,(NR_unlic-Core)CR on maintenance for intra-frequency measurement with CCA_R19,,19.3.0,,
2025-12,,RAN#110,,RP-253683,,6039,,,,A,,CR to 38.133 to correct test cases for sidelink relay (Rel-19),,19.3.0,,
2025-12,,RAN#110,,RP-253683,,6068,,,,A,,(NR_RRM_enh-Perf)CR on RRM enhancement TCs for R19,,19.3.0,,
2025-12,,RAN#110,,RP-253683,,6109,,,,A,,(NR_RRM_enh2-Perf) Correction CR for SCell activation test case – R19 Cat.A,,19.3.0,,
2025-12,,RAN#110,,RP-253683,,6116,,,,A,,(NR_RRM_enh2-Core) CR on PUCCH SCell activation requirements Rel-19 (cat-A),,19.3.0,,
2025-12,,RAN#110,,RP-253683,,6176,,,,A,,(NR_UE_pow_sav-Core) CR on relaxed measurement requirements R19,,19.3.0,,
2026-03,,RAN#111,,RP-260459,,6290,,1,,A,,(NR_NTN_solutions-Perf) CR on  RRM maintenance for NR NTN test cases,,19.4.0,,
2026-03,,RAN#111,,RP-260440,,6292,,1,,B,,Big CR on 38.133 RRM test cases for NR_NTN_Ku_bands,,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6295,,,,A,,(NR_Mob_enh2-Perf) CR on test case for R18 Subsequent CPC A.7.5.18.2,,19.4.0,,
2026-03,,RAN#111,,RP-260459,,6298,,,,A,,(NR_NTN_solutions-Perf) CR to correct SMTC configuration of NR NTN Reselection TCs,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6299,,1,,F,,(NR_NTN_Ph3-Core) CR on RRM core maintenance for NTN Phase 3,,19.4.0,,
2026-03,,RAN#111,,RP-260430,,6300,,,,B,,Big CR to 38.133 on performance requirements for Rel-19 NR NTN phase 3,,19.4.0,,
2026-03,,RAN#111,,RP-260463,,6303,,,,A,,(NR_redcap-Perf) CR to TS 38.133 on test cases for Rel-19 RedCap UE,,19.4.0,,
2026-03,,RAN#111,,RP-260459,,6306,,,,A,,(NR_NTN_solutions-Perf) CR to TS 38.133 on test cases for Rel-19 NR NTN,,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6308,,,,A,,CR to 38.133 to correct Positioning accuracy requirements and test cases (Rel-19),,19.4.0,,
2026-03,,RAN#111,,RP-260438,,6309,,1,,B,,CR on NR NTN RRM tests for NGSO,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6311,,,,F,,(NR_NTN_Ph3-Core) CR on 4.2C Cell Re-selection requirement for SMTC enhancement,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6312,,,,F,,(NR_NTN_Ph3-Core) draftCR on L3 measurement requirememts for SMTC enhancement,,19.4.0,,
2026-03,,RAN#111,,RP-260459,,6322,,,,A,,(NR_NTN_solutions-Perf) CR to TS 38.133: Corrections to several parameters in NR-NTN RRM test cases (Rel 19),,19.4.0,,
2026-03,,RAN#111,,RP-260459,,6325,,,,A,,(NR_NTN_solutions-Perf) CR to TS 38.133: Corrections to timing parameters in NR-NTN RRM test cases (Rel 19),,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6326,,,,A,,(NR_Mob_Enh2-Core) CR to 38.133 on Rel-18 LTM PDCCH ordered RACH core requirements,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6329,,2,,F,,CR on interruptions due to OD-SSB based measurement,,19.4.0,,
2026-03,,RAN#111,,RP-260461,,6331,,,,A,,(NR_RRM_enh3-Core) Correction CR for PUCCH SCell activation – R19 Cat.A,,19.4.0,,
2026-03,,RAN#111,,RP-260435,,6332,,1,,B,,Test case for supporting intra-band non-collocated EN-DC/NR-CA deployment Phase2: new receiver type(s),,19.4.0,,
2026-03,,RAN#111,,RP-260468,,6339,,,,A,,(NR_CSIRS_L3meas-Perf) Correction to CSI-RS based measurement accuracy test cases_R19,,19.4.0,,
2026-03,,RAN#111,,RP-260468,,6343,,,,A,,(NR_CSIRS_L3meas-Perf) Correction to CSI-RS based measurement accuracy requirements_R19,,19.4.0,,
2026-03,,RAN#111,,RP-260457,,6348,,,,A,,(NR_newRAT-Perf) Correction to L2N inter-RAT handover test case_R19,,19.4.0,,
2026-03,,RAN#111,,RP-260463,,6351,,,,A,,(NR_redcap-Perf) Correction to RedCap L2N inter-RAT handover test case_R19,,19.4.0,,
2026-03,,RAN#111,,RP-260454,,6353,,,,A,,(NR_ATG-Perf) Correction to ATG measurement accuracy test cases_R19,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6354,,1,,F,,CR on correction of SMTC enhancement requirement for NTN phase 3,,19.4.0,,
2026-03,,RAN#111,,RP-260436,,6355,,1,,B,,BigCR on RRM test cases for Rel-19 ATG,,19.4.0,,
2026-03,,RAN#111,,RP-260454,,6357,,,,A,,CR on correction of inter-frequency cell reselection test case for ATG,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6358,,,,F,,CR on event triggered reporting for LTM,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6360,,,,F,,CR on maximum transmission timing difference for two TAs with single DCI,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6361,,,,F,,CR on R19 AI/ML Positioning,,19.4.0,,
2026-03,,RAN#111,,RP-260446,,6365,,1,,F,,CR on test case for 5MHz Ph2,,19.4.0,,
2026-03,,RAN#111,,RP-260446,,6367,,2,,F,,CR on core requirements maintenance for RRM phase 5,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6370,,2,,F,,CR on RRM core requirements for LP WUR,,19.4.0,,
2026-03,,RAN#111,,RP-260461,,6374,,,,A,,(NR_RRM_Enh-Perf) CR on test cases for interruptions at NR SRS carrier based switching,,19.4.0,,
2026-03,,RAN#111,,RP-260468,,6378,,,,A,,(NR_CSIRS_L3meas-Perf) CR on test cases for CSI-RS based measurement,,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6382,,,,A,,(NR_pos-Perf) CR on accuracy requirements for Rx-Tx time difference (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260457,,6387,,,,A,,(NR_newRAT-perf) CR on test configuration for measurement procedure,,19.4.0,,
2026-03,,RAN#111,,RP-260461,,6390,,,,A,,(NR_RRM_enh2-Perf) CR on test cases for interruptions at NR SRS antenna port switching,,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6393,,,,A,,(NR_pos_enh-Perf) CR on accuracy requirements for Rx-Tx time difference (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260459,,6396,,,,A,,(NR_NTN_solutions-Perf) CR on test configuration for measurement procedure,,19.4.0,,
2026-03,,RAN#111,,RP-260454,,6402,,,,A,,(NR_ATG-Core) CR on measurement requirements for ATG,,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6404,,,,A,,(NR_pos_enh2-Perf) CR on accuracy requirements for Rx-Tx time difference (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6406,,,,A,,(NR_pos_enh2-Core) CR on measurement gap for redCap Positioning (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260465,,6408,,,,A,,(NR_DualTxRx_MUSIM-Core) CR on MUSIM core requirements (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260466,,6410,,,,A,,(NR_FR1_lessthan_5MHz_BW-Perf) CR on test case for less than 5MHz BW (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260468,,6411,,1,,F,,(NR_MG_enh2-Core) CR on UE capabilities for MG enhancements (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6413,,,,A,,(NR_Mob_enh2-Perf) CR on test configuration for LTM measurement procedure,,19.4.0,,
2026-03,,RAN#111,,RP-260460,,6416,,,,A,,(NR_NTN_solutions-Core) CR on measurement requirements for SAN,,19.4.0,,
2026-03,,RAN#111,,RP-260468,,6417,,,,A,,(NR_MG_enh-Perf) CR on test case for con-MG (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260466,,6418,,,,A,,(NR_HST_FR2-Perf) CR on test case for FR2 HST (R19),,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6419,,2,,F,,CR on MR measurement for NR_LPWUS_RRM,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6421,,1,,F,,CR on RRM maintenance for Rel-19 NES OD-SSB SCell activation,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6422,,1,,F,,CR on RRM maintenance for Rel-19 MIMO,,19.4.0,,
2026-03,,RAN#111,,RP-260446,,6429,,1,,F,,Correction CR for TS 38.133 on R19 LB-CA RRM measurement requirements,,19.4.0,,
2026-03,,RAN#111,,RP-260467,,6431,,,,A,,(Netw_Energy_NR-perf) Correction on the test case for NES triggering inter-frequency conditional handover from FR2 to FR1,,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6435,,,,A,,(NR_Mob_enh-Perf) Correction on the test case for CHO,,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6437,,,,A,,(NR_Mob_enh2-Core) Correction on PDCCH ordered Random Access delay,,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6439,,,,A,,(NR_Mob_enh2-Perf) Correction on PDCCH ordered Random Access delay,,19.4.0,,
2026-03,,RAN#111,,RP-260444,,6440,,,,F,,Correction on Minimum requirements for inter-band EN-DC,,19.4.0,,
2026-03,,RAN#111,,RP-260463,,6443,,,,A,,(NR_redcap-Core) Correction on requirement for L1 indication,,19.4.0,,
2026-03,,RAN#111,,RP-260458,,6445,,,,A,,(NR_NTN_enh-Core) Modification on LTE TN and NR NTN mobility in RRC_IDLE state,,19.4.0,,
2026-03,,RAN#111,,RP-260458,,6447,,,,A,,(NR_NTN_enh-Core) Modification on applicability for gap pattern configuration on NTN,,19.4.0,,
2026-03,,RAN#111,,RP-260458,,6449,,,,A,,(NR_NTN_enh-Core) Modification on NTN cell reselection in RRC_IDLE/INACTIVE state,,19.4.0,,
2026-03,,RAN#111,,RP-260458,,6451,,,,A,,(NR_NTN_enh-Core) Modification on location based CHO,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6453,,1,,F,,(NR_NTN_Ph3-Core)Modification on RedCap NTN cell re-selection,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6454,,,,F,,(NR_NTN_Ph3-Core)Modification on RedCap NTN handover,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6455,,,,F,,(NR_NTN_Ph3-Core)Modification on RedCap NTN scheduling availability,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6456,,,,F,,CR to 38.133 on core requirements for AI/ML based positioning,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6461,,1,,F,,CR on RRM core requirements for support of AI/ML for NR Air Interface for beam management,,19.4.0,,
2026-03,,RAN#111,,RP-260461,,6464,,,,A,,(NR_RRM_enh2-Core) CR on PUCCH SCell activation with multiple SCells Rel-19 (cat-A),,19.4.0,,
2026-03,,RAN#111,,RP-260467,,6466,,,,A,,(Netw_Energy_NR-Perf) CR on TC maintenance for SSB-less Rel-19 (cat-A),,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6471,,,,F,,CR on requirments for less than 5MHz for NTN,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6472,,1,,F,,CR on soft satellite switch for Ku band NTN,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6473,,1,,F,,CR on RRM core requirements for SBFD,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6475,,,,F,,CR on IDLE/INACTIVE requirements for RedCap NTN,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6476,,,,F,,CR on measurement requirements for SMTC enhancement,,19.4.0,,
2026-03,,RAN#111,,RP-260460,,6479,,,,A,,(NR_NTN_solutions-Core) CR on measurement requirements for multiple SMTCs R19,,19.4.0,,
2026-03,,RAN#111,,RP-260463,,6485,,,,A,,(NR_redcap-Core) CR on RRM requirements for HD-FDD UE R19,,19.4.0,,
2026-03,,RAN#111,,RP-260458,,6487,,,,A,,(NR_NTN_enh-Core) CR on core requirements for FR2-NTN R19,,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6490,,,,A,,(NR_pos_enh2-Core) CR on core requirements for R18 positioning R19,,19.4.0,,
2026-03,,RAN#111,,RP-260442,,6497,,1,,F,,CR 38.133 Correction to applicability requirements for RedCap in NTN,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6498,,,,F,,CR 38.133 Correction to LTM measurement period requirements in FR2 for XR enhancements,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6499,,1,,F,,CR for CLTM L1 SSB-based Measurement Time,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6500,,1,,F,,(Netw_Energy_NR_enh-Core) CR for OD-SSB of R19 NES Core part,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6502,,2,,F,,(NR_XR_Ph3-Core) CR for R19 XR core part,,19.4.0,,
2026-03,,RAN#111,,RP-260446,,6503,,1,,F,,(NR_LBCA_Sw-Core) CR for R19 LB CA Core part,,19.4.0,,
2026-03,,RAN#111,,RP-260443,,6504,,2,,F,,(NR_ATG_enh-Core) CR for R19 ATG Core part,,19.4.0,,
2026-03,,RAN#111,,RP-260456,,6512,,,,A,,(NR_newRAT-Core) CR on the interruption of active BWP switching_R19,,19.4.0,,
2026-03,,RAN#111,,RP-260455,,6528,,,,A,,Correction of FR2 inter-frequency SSB-based L1-RSRP measurement test case A.7.6.22.1,,19.4.0,,
2026-03,,RAN#111,,RP-260446,,6531,,1,,F,,CR on corrections related to LT5_Ph2 test cases,,19.4.0,,
2026-03,,RAN#111,,RP-260445,,6534,,1,,F,,CR maintenance for R19 LPWUS,,19.4.0,,
2026-03,,RAN#111,,RP-260428,,6536,,1,,B,,Big CR on performance requirements for Rel-19 NES,,19.4.0,,
2026-03,,RAN#111,,RP-260466,,6538,,,,A,,(NR_FR2_multiRX_DL-Perf) CR on RLM OOS for FR2 PCell configured with SSB-based RLM RS (Cat-A Rel-19),,19.4.0,,
2026-03,,RAN#111,,RP-260459,,6541,,,,A,,(NR_NTN_solutions-Perf) CR on measurement accuracy tests related to NTN band groups (Cat-A Rel-19),,19.4.0,,
2026-03,,RAN#111,,RP-260463,,6544,,,,A,,(NR_redcap-Perf) Correction CR for BWP configurations in RedCap TCs,,19.4.0,,
2026-03,,RAN#111,,RP-260463,,6547,,1,,A,,(NR_redcap-Perf) Correction CR for missing antenna configurations in RedCap TCs,,19.4.0,,
2026-03,,RAN#111,,RP-260462,,6549,,,,A,,CR 38.133 Corrections to measurement period requirements for NR carrier phase positioning,,19.4.0,,
2026-03,,RAN#111,,RP-260454,,6551,,,,A,,(NR_ATG-Perf) CR on the representation of UE position,,19.4.0,,
2026-03,,RAN#111,,RP-260438,,6552,,,,B,,CR on RRM performance requirements for NTN less than 5MHz in Rel-19,,19.4.0,,
2026-03,,RAN#111,,RP-260424,,6553,,,,B,,Big CR for RRM performance requirements of NR MIMO Phase 5,,19.4.0,,
2026-03,,RAN#111,,RP-260439,,6554,,,,B,,Big CR on performance part for NR_LBCA_Sw_RRM,,19.4.0,,
2026-03,,RAN#111,,RP-260434,,6555,,1,,B,,Draft big CR on performance requirements for NR_RRM_Ph5,,19.4.0,,
2026-03,,RAN#111,,RP-260425,,6556,,,,B,,Big CR for SBFD RRM performance requirements,,19.4.0,,
2026-03,,RAN#111,,RP-260427,,6557,,,,B,,Big CR on performance requirements for NR_LPWUS_RRM,,19.4.0,,
2026-03,,RAN#111,,RP-260429,,6558,,,,B,,Big CR on performance requirements for NR_Mob_Ph4_RRM,,19.4.0,,
2026-03,,RAN#111,,RP-260431,,6559,,,,B,,Big CR on performance requirements for NR_XR_Ph3_RRM,,19.4.0,,
2026-06,,RAN#112,,RP-261405,,6564,,,,A,,(NR_NTN_solutions-Perf) CR on  RRM maintenance for NR NTN test cases,,19.5.0,,
2026-06,,RAN#112,,RP-261405,,6567,,,,A,,(NR_NTN_solutions-Perf) CR on RRM tests maintenance for NR NTN RRC_IDLE,,19.5.0,,
2026-06,,RAN#112,,RP-261409,,6570,,,,A,,(NR_HST_FR2_enh-Perf) CR on TC of HST Pcell TCI active TCI state switch delay,,19.5.0,,
2026-06,,RAN#112,,RP-261405,,6573,,,,A,,(NR_NTN_solutions-Perf) Correction to SMTC configuration of intra-frequency NTN reselection TCs with asynchronous cells,,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6575,,,,F,,(NR_RRM_Ph5-Perf) CR on test case for L3 measurement,,19.5.0,,
2026-06,,RAN#112,,RP-261412,,6580,,,,A,,(NR_newRAT-Perf) CR on test case for L3 measurements (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261408,,6584,,,,A,,(NR_CLI_RIM-Perf) CR on test case for SRS-RSRP measurement (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261411,,6588,,,,A,,(NR_RRM_enh-Perf) CR on test case for inter-frequency without gap (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261401,,6591,,,,A,,(NR_MG_enh-Perf) CR on test case for measurement with concurrent gaps (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261409,,6593,,,,A,,(NR_FR1_lessthan_5MHz_BW-Perf) CR on test case for event trigger L3 measurement (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261407,,6595,,,,A,,(NR_BWP_wor-Perf) CR on test case for NCD-SSB measurement (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261401,,6597,,,,A,,(NR_MG_enh2-Perf) CR on test case for L3 measurement (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261401,,6600,,,,A,,(NR_MG_enh2-Core) CR on inter-RAT E-UTRAN measurement without gap (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261402,,6602,,,,A,,(NR_pos_enh2-Core) CR on RRC IDLE measurement with PRS (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6604,,,,F,,CR on core requirements maintenance for RRM phase 5,,19.5.0,,
2026-06,,RAN#112,,RP-261402,,6606,,,,A,,(NR_pos_enh2-Core) CR to 38.133 to correct Positioning core requirements (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261402,,6608,,,,A,,(NR_pos_enh2-Perf) CR to 38.133 to correct Positioning test cases (R19),,19.5.0,,
2026-06,,RAN#112,,RP-261408,,6610,,,,A,,CR on correction of scheduling availability for ATG,,19.5.0,,
2026-06,,RAN#112,,RP-261411,,6619,,,,A,,(NR_RRM_enh2-Perf) Correction to Handover with PSCell test cases_R19,,19.5.0,,
2026-06,,RAN#112,,RP-261411,,6622,,,,A,,(NR_RRM_enh2-Perf) Correction to SRS antenna switching test cases_R19,,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6628,,,,F,,(NR_RRM_Ph5-Core) CR on core requirements maintenance for RRM phase 5 one CC per band,,19.5.0,,
2026-06,,RAN#112,,RP-261392,,6631,,,,F,,(Netw_Energy_NR_enh-Core) Corrections on interruptions during measurements on deactivated SCC,,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6632,,,,F,,(NR_Mob_Ph4-Perf) Correction on test cases of CLTM cell switch,,19.5.0,,
2026-06,,RAN#112,,RP-261395,,6634,,,,F,,(NR_LBCA_Sw-Perf) Correction on TC for SSB based L1-RSRP measurement on SDL SCell for UE supporting LB CA via switching,,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6636,,,,F,,CR on test case for R-19 conditional LTM FR1,,19.5.0,,
2026-06,,RAN#112,,RP-261391,,6637,,,,F,,CR on Rel-19 conditional LTM test case on FR2,,19.5.0,,
2026-06,,RAN#112,,RP-261390,,6643,,,,F,,(NR_NTN_Ph3-Core) CR on L3 inter-f measurement requirements for R19 SMTC enhancement,,19.5.0,,
2026-06,,RAN#112,,RP-261390,,6644,,,,F,,(NR_NTN_Ph3-Core) CR on updating the name of UE capability for collision handling for HD-FDD RedCap UE,,19.5.0,,
2026-06,,RAN#112,,RP-261390,,6645,,,,F,,(NR_NTN_Ph3-Perf) CR on measurement performance requirements for R19 NTN Phase 3,,19.5.0,,
2026-06,,RAN#112,,RP-261407,,6648,,,,A,,(NR_redcap-Perf) CR to TS 38.133 on test cases for Rel-19 RedCap UE,,19.5.0,,
2026-06,,,RAN#112,,RP-261403,,6650,,,,A,,(NR_NTN_solutions-Perf) CR to TS 38.133 on test cases for Rel-19 NR NTN,,19.5.0,
2026-06,,,RAN#112,,RP-261407,,6652,,,,A,,(Netw_Energy_NR-perf) Correction on the test case for NES triggering intra-frequency target CHO delay,,19.5.0,
2026-06,,,RAN#112,,RP-261409,,6654,,,,A,,(NR_DualTxRx_MUSIM-Core) Correction on Inter-cell SSB based L1-RSRP Reporting,,19.5.0,
