NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n46D-n48(4A)-n96C,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46D_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96C_BCS0,
CA_n46M-n48(4A)-n96C,-,n46,CA_n46M_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96C_BCS0,
CA_n46N-n48(4A)-n96C,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46N_BCS1,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96C_BCS0,
CA_n46A-n48(4A)-n96D,CA_n46A-n48ACA_n48A-n96A,n46,"10, 20, 40, 60, 80",0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96D_BCS0,
CA_n46B-n48(4A)-n96D,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46B_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96D_BCS0,
CA_n46C-n48(4A)-n96D,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46C_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96D_BCS0,
CA_n46D-n48(4A)-n96D,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46D_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96D_BCS0,
CA_n46M-n48(4A)-n96D,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46M_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96D_BCS0,
CA_n46N-n48(4A)-n96D,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46N_BCS1,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96D_BCS0,
CA_n46A-n48(4A)-n96E,CA_n46A-n48ACA_n48A-n96A,n46,"10, 20, 40, 60, 80",0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96E_BCS0,
CA_n46B-n48(4A)-n96E,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46B_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96E_BCS0,
CA_n46C-n48(4A)-n96E,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46C_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96E_BCS0,
CA_n46D-n48(4A)-n96E,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46D_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96E_BCS0,
CA_n46M-n48(4A)-n96E,-,n46,CA_n46M_BCS0,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96E_BCS0,
CA_n46N-n48(4A)-n96E,CA_n46A-n48ACA_n48A-n96A,n46,CA_n46N_BCS1,0
,,n48,CA_n48(4A)_BCS0,
,,n96,CA_n96E_BCS0,
CA_n46A-n78A-n102A,CA_n46A-n78ACA_n78A-n102A,n46,"10,20, 40, 60, 80, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,"20, 40, 60, 80, 100",
CA_n46A-n78A-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102B,n46,"10,20, 40, 60, 80, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102B_BCS0,
CA_n46A-n78A-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102C,n46,"10,20, 40, 60, 80, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102C_BCS0,
CA_n46A-n78A-n102D,CA_n46A-n78ACA_n78A-n102A,n46,"10,20, 40, 60, 80, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102D_BCS0,
CA_n46A-n78A-n102E,CA_n46A-n78ACA_n78A-n102A,n46,"10,20, 40, 60, 80, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102E_BCS0,
CA_n46A-n78A-n102(2A),CA_n46A-n78ACA_n78A-n102A,n46,"10,20, 40, 60, 80, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102(2A)_BCS0,
CA_n46(2A)-n78A-n102A,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46(2A)_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,"20, 40, 60, 80, 100",
CA_n46(2A)-n78A-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102B,n46,CA_n46(2A)_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102B_BCS0,
CA_n46(2A)-n78A-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102C,n46,CA_n46(2A)_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102C_BCS0,
CA_n46(2A)-n78A-n102D,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46(2A)_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102D_BCS0,
CA_n46(2A)-n78A-n102E,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46(2A)_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102E_BCS0,
CA_n46(2A)-n78A-n102(2A),CA_n46A-n78ACA_n78A-n102A,n46,CA_n46(2A)_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102(2A)_BCS0,
CA_n46C-n78A-n102A,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46C_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,"20, 40, 60, 80, 100",
CA_n46C-n78A-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102B,n46,CA_n46C_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102B_BCS0,
CA_n46C-n78A-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102C,n46,CA_n46C_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102C_BCS0,
CA_n46C-n78A-n102D,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46C_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102D_BCS0,
CA_n46C-n78A-n102E,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46C_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102E_BCS0,
CA_n46C-n78A-n102(2A),CA_n46A-n78ACA_n78A-n102A,n46,CA_n46C_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102(2A)_BCS0,
CA_n46D-n78A-n102A,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46D_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,"20, 40, 60, 80, 100",
CA_n46D-n78A-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102B,n46,CA_n46D_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102B_BCS0,
CA_n46D-n78A-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102C,n46,CA_n46D_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102C_BCS0,
CA_n46D-n78A-n102D,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46D_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102D_BCS0,
CA_n46D-n78A-n102E,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46D_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102E_BCS0,
CA_n46D-n78A-n102(2A),CA_n46A-n78ACA_n78A-n102A,n46,CA_n46D_BCS0,0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n102,CA_n102(2A)_BCS0,
CA_n46A-n78(2A)-n102A,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,"10,20, 40, 60, 80, 100",0
,,n78,CA_n78(2A)_BCS2,
,,n102,"20, 40, 60, 80, 100",
CA_n46A-n78(2A)-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102BCA_n78(2A),n46,"10,20, 40, 60, 80, 100",0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102B_BCS0,
CA_n46A-n78(2A)-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102CCA_n78(2A),n46,"10,20, 40, 60, 80, 100",0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102C_BCS0,
CA_n46A-n78(2A)-n102D,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,"10,20, 40, 60, 80, 100",0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102D_BCS0,
CA_n46A-n78(2A)-n102E,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,"10,20, 40, 60, 80, 100",0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102E_BCS0,
CA_n46A-n78(2A)-n102(2A),CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,"10,20, 40, 60, 80, 100",0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102(2A)_BCS0,
CA_n46(2A)-n78(2A)-n102A,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46(2A)_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,"20, 40, 60, 80, 100",
CA_n46(2A)-n78(2A)-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102BCA_n78(2A),n46,CA_n46(2A)_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102B_BCS0,
CA_n46(2A)-n78(2A)-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102CCA_n78(2A),n46,CA_n46(2A)_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102C_BCS0,
CA_n46(2A)-n78(2A)-n102D,CA_n46A-n78ACA_n78A-n102A,n46,CA_n46(2A)_BCS0,0
,CA_n78(2A),n78,CA_n78(2A)_BCS2,
,,n102,CA_n102D_BCS0,
CA_n46(2A)-n78(2A)-n102E,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46(2A)_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102E_BCS0,
CA_n46(2A)-n78(2A)-n102(2A),CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46(2A)_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102(2A)_BCS0,
CA_n46C-n78(2A)-n102A,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46C_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,"20, 40, 60, 80, 100",
CA_n46C-n78(2A)-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102BCA_n78(2A),n46,CA_n46C_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102B_BCS0,
CA_n46C-n78(2A)-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102CCA_n78(2A),n46,CA_n46C_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102C_BCS0,
CA_n46C-n78(2A)-n102D,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46C_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102D_BCS0,
CA_n46C-n78(2A)-n102E,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46C_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102E_BCS0,
CA_n46C-n78(2A)-n102(2A),CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46C_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102(2A)_BCS0,
CA_n46D-n78(2A)-n102A,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46D_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,"20, 40, 60, 80, 100",
CA_n46D-n78(2A)-n102B,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102BCA_n78(2A),n46,CA_n46D_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102B_BCS0,
CA_n46D-n78(2A)-n102C,CA_n46A-n78ACA_n78A-n102ACA_n78A-n102CCA_n78(2A),n46,CA_n46D_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102C_BCS0,
CA_n46D-n78(2A)-n102D,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46D_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102D_BCS0,
CA_n46D-n78(2A)-n102E,CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46D_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102E_BCS0,
CA_n46D-n78(2A)-n102(2A),CA_n46A-n78ACA_n78A-n102ACA_n78(2A),n46,CA_n46D_BCS0,0
,,n78,CA_n78(2A)_BCS2,
,,n102,CA_n102(2A)_BCS0,
CA_n48A-n66A-n70A,CA_n48A-n66ACA_n48A-n70A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 201, 251",
CA_n48A-n66(2A)-n70A,CA_n48A-n66ACA_n48A-n70A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,CA_n66(2A)_BCS0,
,,n70,"5, 10, 15, 201, 251",
CA_n48(2A)-n66A-n70A,CA_n48A-n66ACA_n48A-n70A,n48,CA_n48(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 201, 251",
CA_n48(2A)-n66(2A)-n70A,CA_n48A-n66ACA_n48A-n70A,n48,CA_n48(2A)_BCS1,0
,,n66,CA_n66(2A)_BCS1,
,,n70,"5, 10, 15, 201, 251",
CA_n48(3A)-n66A-n70A,CA_n48A-n66ACA_n48A-n70A,n48,CA_n48(3A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 201, 251",
CA_n48A-n66(3A)-n70A,CA_n48A-n66ACA_n48A-n70A,n48,"5, 10, 15, 20, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,CA_n66(3A)_BCS0,
,,n70,"5, 10, 15, 201, 251",
CA_n48B-n66A-n70A,CA_n48A-n66ACA_n48A-n70A,n48,CA_n48B_BCS2,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 201, 251",
CA_n48A-n66A-n71A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
CA_n48A-n66(2A)-n71A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,CA_n66(2A)_BCS0,
,,n71,"5, 10, 15, 20",
CA_n48(2A)-n66A-n71A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,CA_n48(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
CA_n48(2A)-n66A-n71(2A),CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,CA_n48(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,CA_n71(2A)_BCS0,
CA_n48A-n66(3A)-n71A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,CA_n66(3A)_BCS0,
,,n71,"5, 10, 15, 20",
CA_n48B-n66A-n71A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,CA_n48B_BCS2,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
CA_n48A-n66A-n71(2A),CA_n48A-n66ACA_n48A-n71ACA_n66A-n71A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,CA_n71(2A)_BCS0,
CA_n48A-n66A-n77A,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,n48 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n48A-n66(2A)-n77A,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,CA_n66(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,n48 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n48A-n66(3A)-n77A,CA_n48A-n66ACA_n66A-n77A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,CA_n66(3A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66A-n77C,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14CA_n77C7,9",n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS0,
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14CA_n66A-n77CCA_n77C7,9",n48,n48 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n48B-n66A-n77C,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14CA_n77C",n48,CA_n48B_BCS2,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n48A-n66ACA_n48B-n66ACA_n66A-n77A7,13,14CA_n66A-n77CCA_n48BCA_n77C",n48,CA_n48B_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n48B-n66A-n77A,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,CA_n48B_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n48,CA_n48B_BCS1,1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n48,CA_n48B_BCS2,2
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n48A-n66ACA_n48B-n66ACA_n66A-n77A7,13,14CA_n48B",n48,CA_n48B_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n48(2A)-n66A-n77A,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,CA_n48(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n48,CA_n48(2A)_BCS1,1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,CA_n48(2A)_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n48(3A)-n66A-n77A,CA_n48A-n66ACA_n66A-n77A,n48,CA_n48(3A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n66A-n77C,"n777,9CA_n77CCA_n48A-n66ACA_n66A-n77A7,13,14",n48,CA_n48(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS0,
,,n48,CA_n48(2A)_BCS0,1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,,n48,CA_n48(2A)_BCS1,2
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS0,
,,n48,CA_n48(2A)_BCS1,3
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n77CCA_n48A-n66ACA_n66A-n77A7,13,14CA_n66A-n77C",n48,CA_n48(2A)_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n48B-n66(2A)-n77A,"n777,9CA_n48BCA_n48A-n66ACA_n48B-n66ACA_n66A-n77A7,13,14",n48,CA_n48B_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n48A-n66(2A)-n77C,"n777,9CA_n77C7,9CA_n48A-n66ACA_n66A-n77A7,13,14CA_n66A-n77C",n48,n48 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n48(2A)-n66(2A)-n77A,"n777,9CA_n48A-n66ACA_n66A-n77A7,13,14",n48,CA_n48(2A)_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n48(2A)-n66(2A)-n77C,"n777,9CA_n77CCA_n48A-n66ACA_n66A-n77A7,13,14CA_n66A-n77C",n48,CA_n48(2A)_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n48B-n66(2A)-n77C,"n777,9CA_n48BCA_n77CCA_n48A-n66ACA_n48B-n66ACA_n66A-n77A7,13,14CA_n66A-n77C",n48,CA_n48B_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n48A-n70A-n71A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
CA_n48(2A)-n70A-n71A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71A,n48,CA_n48(2A)_BCS1,0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
CA_n48B-n70A-n71A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71A,n48,CA_n48B_BCS2,0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
CA_n48A-n70A-n71(2A),CA_n48A-n70ACA_n48A-n71ACA_n70A-n71A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n70,"5, 10, 15, 201, 251",
,,n71,CA_n71(2A)_BCS0,
CA_n48(2A)-n70A-n71(2A),CA_n48A-n70ACA_n48A-n71ACA_n70A-n71A,n48,CA_n48(2A)_BCS1,0
,,n70,"5, 10, 15, 201, 251",
,,n71,CA_n71(2A)_BCS0,
CA_n48A-n70A-n77A,CA_n48A-n70ACA_n70A-n77A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n70A-n77A,CA_n48A-n70ACA_n70A-n77A,n48,CA_n48(2A)_BCS1,0
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(3A)-n70A-n77A,CA_n48A-n70ACA_n70A-n77A,n48,CA_n48(3A)_BCS0,0
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n71A-n77A,CA_n48A-n71ACA_n71A-n77A,n48,CA_n48(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n71A-n77A,CA_n48A-n71ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n71(2A)-n77A,CA_n48A-n71ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",0
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n71(2A)-n77A,CA_n48A-n71ACA_n71A-n77A,n48,CA_n48(2A)_BCS1,0
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(3A)-n71A-n77A,CA_n48A-n71ACA_n71A-n77A,n48,CA_n48(3A)_BCS0,0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66A-n70A-n71A,n667n707n717CA_n66A-n71ACA_n70A-n71A,n66,"5, 10, 15, 20, 40",0
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
,,n66,n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n66A-n70A-n78A,CA_n66A-n78ACA_n70A-n78A,n66,"10, 15, 20, 25, 30, 40",0
,,n70,"5, 10, 15, 201, 251",
