Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2020-03,RAN#87,RP-200384,0184,,B,UE co-existence reuiqrements for band n28 into 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0186,,F,CR for 38.101-3: Correction of MOP tolerance for DC_39_n41,16.3.0,
2020-03,RAN#87,RP-200380,0187,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#94-e into TS 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0190,,B,CR on introduction of completed EN-DC of 1 band LTE and 1 band NR,16.3.0,
2020-03,RAN#87,RP-200396,0193,,A,CR to TS 38.101-3: editorial correction for output power dynamics for intra-band EN-DC,16.3.0,
2020-03,RAN#87,RP-200380,0195,,B,CR to TS 38.101-3: adding 90MHz channel BW support for Rel.16 CA_n78A-n257 configurations,16.3.0,
2020-03,RAN#87,RP-200380,0196,,B,Introducing CR on new EN-DC LTE (x bands DL/1UL)+NR(2 bands DL/1UL) band combinations in rel-16,16.3.0,
2020-03,RAN#87,RP-200396,0199,,A,CR on correction of 38.101-3 NEDC Ppowerclass (Rel-16),16.3.0,
2020-03,RAN#87,RP-200380,0200,,D,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0206,,B,CR to add 3 LTE bands and 1 NR band EN-DC combinations,16.3.0,
2020-03,RAN#87,RP-200380,0207,,B,CR to add NR Inter-band CA for 4 bands in TS 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0208,1,F,Editorial corrections,16.3.0,
2020-03,RAN#87,RP-200396,0211,,F,CR to 38.101-3 R16 to remove FDM ULSUP combinations,16.3.0,
2020-03,RAN#87,RP-200396,0213,1,A,CR for inter-band ENDC Tx requirement,16.3.0,
2020-03,RAN#87,RP-200380,0215,1,F,CR to 38.101-3 on EN-DC band combination with SUL,16.3.0,
2020-03,RAN#87,RP-200378,0217,,A,EN-DC configuration table corrections,16.3.0,
2020-03,RAN#87,RP-200380,0218,,B,"CR for introduce new EN-DC of LTE 2,3,4 band + NR FR1 1UL1DL band + NR FR2 1UL1DL band for TS 38.101-3",16.3.0,
2020-06,RAN#88,RP-200880,0223,3,B,CR to TS 38.101-3: Switching time mask between two uplink carriers in EN-DC,16.4.0,
2020-06,RAN#88,RP-200960,0228,,F,"CR for TS38.101-3, Aligned IE RF-Parameters name of maxUplinkDutyCycle with RAN2",16.4.0,
2020-06,RAN#88,RP-200959,0229,,B,Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0232,,A,CR Coexistence cleanup for 38101-3 Rel16,16.4.0,
2020-06,RAN#88,RP-200985,0234,,A,CR to TS 38.101-3 R16: corrections on ACS for intra-band contiguous EN-DC,16.4.0,
2020-06,RAN#88,RP-200985,0240,,A,CR for TS 38.101-3: MSD due to UL harmonic,16.4.0,
2020-06,RAN#88,RP-200959,0241,,F,CR for TS 38.101-3: Adding missing MSD due to UL harmonic for DC_28_n50,16.4.0,
2020-06,RAN#88,RP-200985,0245,,A,MOP for interband EN-DC including both FR1 and FR2 REL16,16.4.0,
2020-06,RAN#88,RP-200985,0248,,A,CR to 38.101-3 MSD due to UL harmonics and intermodulation interference R16,16.4.0,
2020-06,RAN#88,RP-200985,0251,,A,Mirror CR for 38.101-3: Corrections for Ppowerclass and referenced sections,16.4.0,
2020-06,RAN#88,RP-200959,0252,,B,Introducing CR on new EN-DC LTE(xDL/1UL)+ NR(2DL/1UL) DC in Rel-16,16.4.0,
2020-06,RAN#88,RP-200959,0255,,B,Big CR on introduction of completed EN-DC of 1 band LTE and 1 band NR,16.4.0,
2020-06,RAN#88,RP-200985,0259,,A,CR to TS 38.101-3 on configured output power relaxation due to EN-DC (Rel-16),16.4.0,
2020-06,RAN#88,RP-200985,0261,,A,CR to TS 38.101-3 on REFSENS relaxation due to EN-DC (Rel-16),16.4.0,
2020-06,RAN#88,RP-200959,0264,,F,Correction to EN-DC coexistence requirements,16.4.0,
2020-06,RAN#88,RP-200985,0267,,A,CR to TS 38.101-3: Clean up the MSD test point for ENDC(three band),16.4.0,
2020-06,RAN#88,RP-200959,0268,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0269,,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into Rel16 TS 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0274,,B,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0275,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#94bis-e and RAN4#95-e into TS 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0276,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0277,,B,CR introduction completed band combinations 37.716-31-11 -,16.4.0,
2020-06,RAN#88,RP-200959,0279,,F,CR Rel-16 for editorial corrections TS 38.101-3,16.4.0,
2020-06,RAN#88,RP-200959,0280,,F,CR for 38.101-3: to clean up for SUL band combinations,16.4.0,
2020-06,RAN#88,RP-200985,0238,1,A,CR for TS 38.101-3: Missing MSD due to cross band isolation,16.4.0,
2020-06,RAN#88,RP-200985,0243,1,F,FR1+FR2 CA interband CA BCS support REL16,16.4.0,
2020-06,RAN#88,RP-201045,0282,1,B,Addition of UE coexistence between US DC combinations and NR Band n77,16.4.0,
2020-06,RAN#88,RP-200965,0249,1,B,CR for 38.101-3: Introduction of Power Class 1.5,16.4.0,
2020-06,RAN#88,RP-200985,0236,1,A,CR to TS 38.101-3: editorial corrections on wide band Intermodulation for intra-band contiguous EN-DC in FR1,16.4.0,
2020-06,RAN#88,RP-200988,0296,,F,CR to remove TBD in 38.101-3,16.4.0,
2020-06,RAN#88,RP-201055,0281,2,B,CR to 38.101-3 MSD due to UL harmonics and intermodulation interference R16,16.4.0,
2020-06,RAN#88,RP-200958,0287,2,B,CR for TS 38.101-3: NR V2X con-current operation,16.4.0,
2020-06,RAN#88,RP-200985,0272,1,A,Removal of the Annex modifiedMPR-Behaviour from the NSA specification,16.4.0,
2020-09,RAN#89,RP-201507,0300,,F,CR for missing note for DC_39A_n41A for non-simultaneous RX/TX operation,16.5.0,
2020-09,RAN#89,RP-201507,0301,,F,CR for correcting DC_48_n5 UE spurious coexistence in 38.101-3,16.5.0,
2020-09,RAN#89,RP-201507,0303,,F,"CR for missing IMD MSD in 38.101-3 for DC_3A-28A_n41A, DC_28A-41A_n77A",16.5.0,
2020-09,RAN#89,RP-201512,0307,,A,"CR for missing IMD MSD in 38.101-3 for DC_1A-41A_n78A, DC_7A-28A_n78A",16.5.0,
2020-09,RAN#89,RP-201512,0309,,A,Correction to in-band emissions for intra-band contiguous EN-DC,16.5.0,
2020-09,RAN#89,RP-201507,0313,,F,Coexistence cleanup for 38101-3 Rel16,16.5.0,
2020-09,RAN#89,RP-201506,0314,,D,CR Editorial cleanup of band combination tables for 38101-3 Rel16,16.5.0,
2020-09,RAN#89,RP-201512,0317,,A,CR to 38.101-3 MSD due to UL harmonics and intermodulation interference R16,16.5.0,
2020-09,RAN#89,RP-201507,0319,,F,CR to correct protected band of intra-band EN-DC,16.5.0,
2020-09,RAN#89,RP-201512,0323,,A,CR for TS 38.101-3: FR1 inter-band EN-DC out-of-band blocking UL configuration,16.5.0,
2020-09,RAN#89,RP-201504,0324,3,B,CR to TS 38.101-3: PC2 band 3+band n78 ENDC,16.5.0,
2020-09,RAN#89,RP-201512,0326,,A,Corrections of Japan-related EN-DC co-ex tables for REL-15 combo,16.5.0,
2020-09,RAN#89,RP-201492,0329,1,F,Correction on 5G V2X con-current UE RF requirements in rel-16,16.5.0,
2020-09,RAN#89,RP-201492,0330,1,F,CR on TS38.101-3 for NR V2X,16.5.0,
2020-09,RAN#89,RP-201749,0334,3,B,CR to TS 38.101-3: PC2 band 3+band n41 ENDC,16.5.0,
2020-09,RAN#89,RP-201506,0335,,F,CR to TS 38.101-3: Clean up the MSD test point for ENDC(three band),16.5.0,
2020-09,RAN#89,RP-201504,0344,,F,Correction of delta Powerclass for Inter-band EN-DC,16.5.0,
2020-09,RAN#89,RP-201506,0347,1,F,"CR for 38.101-3 to remove PHS system, 860~890 and 1400~1427 protection for EN-DC band combination with band n1, n8 and n50",16.5.0,
2020-09,RAN#89,RP-201507,0349,,F,CR on inter-band ENDC Pcmax,16.5.0,
2020-09,RAN#89,RP-201495,0350,1,B,CR to 38.101-3 on time masks for ULSUP in R16,16.5.0,
2020-09,RAN#89,RP-201512,0351,1,F,CR to 38.101-3 - Correction to cross band isolation MSD tables and DC_42_n79,16.5.0,
2020-09,RAN#89,RP-201494,0352,1,F,CR for 38.101-3 Switching time mask for inter-band EN-DC UEs only supporting single switched UL,16.5.0,
2020-09,RAN#89,RP-201507,0353,,F,CR for TS 38.101-3 introduce new power class for EN-DC,16.5.0,
2020-12,RAN#90,RP-202509,0362,1,F,Correction on Additional ILs and MSD levels for DC_20_n38 UE,16.6.0,
2020-12,RAN#90,RP-202427,0363,1,F,Correction on 5G V2X inter-band con-current UE RF requirements in TS38.101-3,16.6.0,
2020-12,RAN#90,RP-202427,0364,1,F,"CR for TS 38.101-3, Time mask for TDM operation between NR V2X and LTE V2X in ITS band",16.6.0,
2020-12,RAN#90,RP-202509,0367,,F,CR to 38.101-3 (Rel-16) error correntions to configurations for CA and DC,16.6.0,
2020-12,RAN#90,RP-202427,0368,1,F,General corrections for V2X sections in 38.101-3,16.6.0,
2020-12,RAN#90,RP-202485,0370,,A,UL output power for spurious response and general Rx,16.6.0,
2020-12,RAN#90,RP-202430,0382,,F,CR to TS 38.101-3 on intra-band contiguous EN-DC BW class (Rel-16),16.6.0,
2020-12,RAN#90,RP-202509,0383,1,F,CR to TS 38.101-3 on simplification for inter-band CA configuration between FR1 and FR2,16.6.0,
2020-12,RAN#90,RP-202485,0385,,A,CR to TS 38.101-3: Some corrections on the ENDC,16.6.0,
2020-12,RAN#90,RP-202442,0386,1,F,CR to 38.101-3: Add requirement on the inter-band EN-DC with no DL interruption,16.6.0,
2020-12,RAN#90,RP-202485,0388,,F,CR to TS 38.101-3: corrections on ACS for intra-band contiguous EN-DC,16.6.0,
2020-12,RAN#90,RP-202429,0391,,F,Correction of delta Powerclass for Inter-band EN-DC,16.6.0,
2020-12,RAN#90,RP-202509,0392,1,F,CR on NR power class under EN-DC,16.6.0,
2020-12,RAN#90,RP-202428,0396,,F,CR to TS 38.101-3 corrections on inter-band EN-DC configurations including FR1 and FR2,16.6.0,
2020-12,RAN#90,RP-202509,0398,,F,CR to correct MSD of DC_1A-41A_n77A,16.6.0,
2020-12,RAN#90,RP-202414,0402,2,B,CR to add NR-U EN-DC combinations,16.6.0,
2020-12,RAN#90,RP-202485,0410,1,A,CR to TS38.101-3[R16] Applicability of 2Rx requirements,16.6.0,
2020-12,RAN#90,RP-202485,0412,,A,CR 38101-3 R16 Band 10 protection and DC_42_n79 correction,16.6.0,
2020-12,RAN#90,RP-202428,0413,1,F,CR for editorial corrections 38.101-3,16.6.0,
2020-12,RAN#90,RP-202485,0414,1,F,Correction to PCMAX for contiguous intra-band EN-DC,16.6.0,
2020-12,RAN#90,RP-202485,0420,,A,CR for 38.101-3 Correction on EN-DC synchronous carriers (R16),16.6.0,
2020-12,RAN#90,RP-202485,0424,1,F,CR for TS 38.101-3: correction of spurious emission band UE co-existence (R16),16.6.0,
2020-12,RAN#90,RP-202485,0425,1,F,Adding delta TIB requirement for DC_2-7-7-13_n66,16.6.0,
2020-12,RAN#90,RP-202462,0359,,B,Introducing CR on new EN-DC LTE(xDL/1UL)+ NR(2DL/1UL) DC in Rel-17,17.0.0,
2020-12,RAN#90,RP-202468,0366,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.0.0,
2020-12,RAN#90,RP-202454,0371,,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.0.0,
2020-12,RAN#90,RP-202471,0373,,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL including FR2,17.0.0,
2020-12,RAN#90,RP-202461,0374,,B,CR introduction completed band combinations for Dual Connectivity (DC) of 5 bands LTE inter-band CA (5DL/1UL) and 1 NR band (1DL/1UL),17.0.0,
2020-12,RAN#90,RP-202465,0375,,B,"CR introduction completed band combinations for Dual Connectivity (DC) of x bands (x=2,3,4) LTE inter-band CA (xDL/1UL) and 1 NR FR1 band (1DL/1UL) and 1 NR FR2 band (1DL/1UL)",17.0.0,
2020-12,RAN#90,RP-202457,0376,,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.0.0,
2020-12,RAN#90,RP-202472,0377,,B,CR on Introduction of completed SUL band combinations into TS 38.101-3,17.0.0,
2020-12,RAN#90,RP-202460,0387,,B,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.0.0,
2020-12,RAN#90,RP-202458,0395,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#96e and RAN4#97e into TS 38.101-3,17.0.0,
2020-12,RAN#90,RP-202459,0400,,B,CR introduction completed band combinations LTE 3DL and one NR band -,17.0.0,
2020-12,RAN#90,RP-202470,0401,,B,CR introduction completed band combinations NR Inter-band 4 bands CA -,17.0.0,
2020-12,RAN#90,RP-202450,0365,1,B,"CR for TS 38.101-3, Introduce new band combination of V2X_39A-n47A, V2X_n39A-47A, V2X_40A-n47A and V2X_n40A-47A",17.0.0,
2020-12,RAN#90,RP-202467,0426,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.0.0,
2020-12,RAN#90,RP-202469,0427,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.0.0,
2020-12,RAN#90,RP-202464,0428,,B,CR to reflect the completed DC combinations for 3 bands DL with 3 bands UL into TS 38.101-3,17.0.0,
2020-12,RAN#90,RP-202463,0429,,B,"CR to reflect the completed Dual Connectivity (DC) of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL)",17.0.0,
2021-03,RAN#91,RP-210086,0432,,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.1.0,
2021-03,RAN#91,RP-210091,0436,,A,CR to TS 38.101-3 on correction to hanging paragraph in the spec (Rel-17),17.1.0,
2021-03,RAN#91,RP-210177,0438,,B,Introduction CR on new NR DC LTE(xDL/1UL)+ NR(2DL/1UL) band combinations in Rel-17,17.1.0,
2021-03,RAN#91,RP-210094,0441,1,B,"CR for TS 38.101-3, Introduce new band combination of V2X_41A-n47A and V2X_n41A-47A",17.1.0,
2021-03,RAN#91,RP-210179,0442,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.1.0,
2021-03,RAN#91,RP-210072,0445,,A,"CR for TS 38.101-3, General corrections for NR V2X",17.1.0,
2021-03,RAN#91,RP-210094,0446,,F,Revision of inter-band V2X con-currency table for V2X_39_n47 and V2X_40_n47,17.1.0,
2021-03,RAN#91,RP-210082,0448,,A,CR for TS 38.101-3: Correction on 1Tx-2Tx switching between two uplink carriers  (Rel-17),17.1.0,
2021-03,RAN#91,RP-210175,0453,,B,CR introduction completed band combinations for Dual Connectivity (DC) of 5 bands LTE inter-band CA (5DL/1UL) and 1 NR band (1DL/1UL),17.1.0,
2021-03,RAN#91,RP-210184,0454,1,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL including FR2,17.1.0,
2021-03,RAN#91,RP-210171,0455,,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.1.0,
2021-03,RAN#91,RP-210082,0457,,A,Clarification on timing difference for Tx switching in EN-DC R17,17.1.0,
2021-03,RAN#91,RP-210088,0459,,A,CR to TS 38.101-3 clarification on the single uplink allowance for DC_3A_n3A,17.1.0,
2021-03,RAN#91,,0460,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#96e and RAN4#97e into TS 38.101-3,17.1.0,
2021-03,RAN#91,RP-210089,0468,,A,CR for 38.101-3 to add the missing Tib Rib for DC_2-7-7-66_n78/ DC_2-7-66-66_n78/ DC_2-7-7-66-66_n78 (Rel-17),17.1.0,
2021-03,RAN#91,RP-210173,0471,,B,CR introduction completed band combinations LTE 3DL and one NR band -,17.1.0,
2021-03,RAN#91,RP-210180,0472,,B,CR introduction completed band combinations NR Inter-band 4 bands CA -,17.1.0,
2021-03,RAN#91,RP-210174,0473,,B,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.1.0,
2021-03,RAN#91,RP-210117,0476,,A,CR for 38.101-3 to introduce a new MSD due to the counter intermodulation interference(Rel-17),17.1.0,
2021-03,RAN#91,RP-210075,0478,,A,CR for 38.101-3: Correction for CA_n66A-n260A,17.1.0,
2021-03,RAN#91,RP-210086,0480,,A,CR to TS38.101-3: Correction on duty cycle signalling terminology for PC2 inter-band ENDC,17.1.0,
2021-03,RAN#91,RP-210117,0492,1,F,CR for bug fixing of band combination tables for 38101-3 Rel17,17.1.0,
2021-03,RAN#91,RP-210181,0497,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.1.0,
2021-03,RAN#91,RP-210182,0498,,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into TS 38.101-3,17.1.0,
2021-03,RAN#91,RP-210183,0499,,B,"CR to reflect the completed Dual Connectivity (DC) of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL) into TS38.101-3",17.1.0,
2021-03,RAN#91,RP-210176,0500,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.1.0,
2021-03,RAN#91,RP-210091,0501,,A,TS 38.101-3: Addition of missing lower order fallbacks R16,17.1.0,
2021-03,RAN#91,RP-210117,0504,,A,CR for 38.101-3: clarification of intra-band EN-DC BCS applicability,17.1.0,
2021-03,RAN#91,RP-210853,0507,2,A,Correcting FR1-FR2 BCS ambiguity – Interpretation B,17.1.0,
2021-06,RAN#92-e,RP-211084,0519,-,A,Corrections to EN-DC spurious emission tables,17.2.0,
2021-06,RAN#92-e,RP-211079,0521,-,A,CR correction to DC_7A-20A_n3A MSD test point R17 CATANot implemented as the CR is empty,17.2.0,
2021-06,RAN#92-e,RP-211114,0522,-,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.2.0,
2021-06,RAN#92-e,RP-211122,0523,-,B,"CR for TS 38.101-3, Introduce new band combination of V2X_n78A-47A",17.2.0,
2021-06,RAN#92-e,RP-211122,0524,-,B,"CR for TS 38.101-3, Introduce new band combination of V2X_n79A-47A",17.2.0,
2021-06,RAN#92-e,RP-211114,0526,-,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211086,0531,-,A,CR to TS 38.101-3[R17]: Addition of UE co-existence requirements for band 40 and n40.,17.2.0,
2021-06,RAN#92-e,RP-211077,0536,-,A,CR for TS 38.101-3: Cleanup for spurious emissions for UE co-existence table,17.2.0,
2021-06,RAN#92-e,RP-211077,0538,-,A,CR to TS 38.101-3 on delta TIB and RIB corrections (Rel-17),17.2.0,
2021-06,RAN#92-e,RP-211078,0545,-,A,CR to 38.101-3 for missing MSD due to cross band and MSD due to receiver harmonic mixing for combos with n46,17.2.0,
2021-06,RAN#92-e,RP-211120,0551,-,B,"Introduction CR on new NR DC LTE(xDL/1UL, x=1,2,3,4)+ NR(2DL/1UL) band combinations in Rel-17",17.2.0,
2021-06,RAN#92-e,RP-211078,0552,-,A,CR for updating the note of mandatory simultaneous Rx/Tx capability for FR1 EN-DC combinations,17.2.0,
2021-06,RAN#92-e,RP-211078,0554,-,A,CR for updating the note of mandatory simultaneous Rx/Tx capability for FR2 included and FR1+FR2 EN-DC and NR-CA combinations,17.2.0,
2021-06,RAN#92-e,RP-211101,0555,-,A,"CR for TS 38.101-3, Time mask for NR V2X and LTE V2X switching in ITS band",17.2.0,
2021-06,RAN#92-e,RP-211086,0563,-,A,CR for clarification on interBandContiguousMRDC in TS 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211114,0567,1,F,CR for TS 38.101-3: MSD test configurations modifications for US EN-DC combinations with Band n77,17.2.0,
2021-06,RAN#92-e,RP-211086,0569,,F,CR for 38.101-3 to correct some errors in  Delta TIB and Delta RIB table,17.2.0,
2021-06,RAN#92-e,RP-211119,0571,-,A,CR for 38.101-3 to introduce the missing MSD requirements,17.2.0,
2021-06,RAN#92-e,RP-211088,0574,,A,"CR to TS38.101-3: Correction on TIB,c description for FR1-FR2 CA",17.2.0,
2021-06,,RP-211115,0575,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0576,,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into Rel16 TS 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0577,,B,"CR to reflect the completed Dual Connectivity (DC) of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL)",17.2.0,
2021-06,RAN#92-e,RP-211119,0580,-,A,CR for missing delta T & delta R of EN-DC with intra-band non-contiguous LTE CA combos in Rel.16,17.2.0,
2021-06,RAN#92-e,RP-211120,0581,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#99-e and RAN4#98-bis-e into TS 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0582,-,B,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0583,-,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.2.0,
2021-06,RAN#92-e,RP-211110,0588,-,A,Notational amendment and correction to PCMAX for EN-DC,17.2.0,
2021-06,RAN#92-e,RP-211115,0590,,B,CR to add EN-DC PC2 band combinations with more than 3 bands,17.2.0,
2021-06,RAN#92-e,RP-211114,0592,1,F,CR for corrections 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211115,0593,,F,CR for corrections 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0594,,F,CR for corrections 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0595,,F,CR for corrections 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0597,,F,CR for corrections 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0598,,F,CR for corrections 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211078,0600,-,A,CR for 38.101-3 missing ENDC coexistence - Mirror,17.2.0,
2021-06,RAN#92-e,RP-211114,0607,,A,Mirror CR to Rel-16 CR R4-2111086,17.2.0,
2021-06,RAN#92-e,RP-211080,0608,-,F,CR for 38.101-3-h10: Corrections to intra-band non-contiguous EN-DC REFSENS,17.2.0,
2021-06,RAN#92-e,RP-211114,0609,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.2.0,
2021-06,RAN#92-e,RP-211120,0610,,B,CR to add 3 LTE bands and 1 NR band DC combinations,17.2.0,
2021-09,RAN#93-e,RP-211904,0611,,B,"CR for TS 38.101-3, Introduce new band combination of V2X_3A_n47A",17.3.0,
2021-09,RAN#93-e,RP-211915,0612,,B,CR on Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211921,0613,,A,CR to 38.101-3 on handling of fallbacks for FR2 CA,17.3.0,
2021-09,RAN#93-e,RP-211900,0614,,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL including FR2,17.3.0,
2021-09,RAN#93-e,RP-211901,0617,,B,Big CR on introduction of completed PC2 for EN-DC with 1 LTE band + 1 NR TDD band,17.3.0,
2021-09,RAN#93-e,RP-211899,0618,,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.3.0,
2021-09,RAN#93-e,RP-211900,0619,,B,CR on Introduction of completed 5 bands inter-band CA into TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211899,0620,,B,"Introduction CR on new NR DC LTE(xDL/1UL, x=1,2,3,4)+ NR(2DL/1UL) band combinations in Rel-17",17.3.0,
2021-09,RAN#93-e,RP-211900,0621,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211900,0622,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211899,0623,,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into Rel16 TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211899,0624,,B,"CR to reflect the completed Dual Connectivity (DC) of x bands (x=1,2,3) LTE inter-band CA (xDL1UL) and 3 bands NR inter-band CA (3DL1UL)",17.3.0,
2021-09,RAN#93-e,RP-211899,0625,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#100-e into TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211899,0627,,B,CR to add 3 LTE bands and 1 NR band DC combinations,17.3.0,
2021-09,RAN#93-e,RP-211900,0628,,B,CR to add NR Inter-band CA for 4 bands in TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211901,0629,,B,CR to add EN-DC PC2 band combinations with more than 2 bands,17.3.0,
2021-09,RAN#93-e,RP-211899,0630,,B,Big CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,17.3.0,
2021-09,RAN#93-e,RP-211891,0632,,A,CR for 38.101-3 to introduce the missing MSD requirements,17.3.0,
2021-09,RAN#93-e,RP-211908,0633,,B,CR for 38.101-3 to specify the MSD requirements for ENDC combinations,17.3.0,
2021-09,RAN#93-e,RP-211896,0634,,B,CR for 38.101-3: Introduction of BCS4 and BCS5,17.3.0,
2021-09,RAN#93-e,RP-211900,0635,,F,CR for TS 38.101-1: Correcting frequency setup for 2UL interband reference sensitivity,17.3.0,
2021-09,RAN#93-e,RP-211923,0638,,A,Big CR for TS 38.101-3 Maintenance part1 (Rel-17),17.3.0,
2021-09,RAN#93-e,RP-211900,0639,,F,Big CR for TS 38.101-3 Maintenance part1 (Rel-17),17.3.0,
2021-09,RAN#93-e,RP-211905,0640,,B,CR for updating the note of mandatory simultaneous Rx/Tx capability for Rel.17 FR1 EN-DC combinations,17.3.0,
2021-09,RAN#93-e,RP-211905,0641,,B,CR for updating the note of mandatory simultaneous Rx/Tx capability for Rel.17 FR1+FR2 NR CA and EN-DC combinations,17.3.0,
2021-12,RAN#94-e,RP-212830,0643,,B,Big CR on introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,17.4.0,
2021-12,RAN#94-e,RP-212828,0644,,B,Big CR for Rel-17 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),17.4.0,
2021-12,RAN#94-e,RP-212828,0645,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#101-e into TS 38.101-3,17.4.0,
2021-12,RAN#94-e,RP-212831,0646,,B,CR on introduction of completed NR CA/DC combs with 4DL/2UL including FR2,17.4.0,
